
[00:00:00.000 --> 00:00:00.760]   You know who drank?
[01:22:33.820 --> 01:22:34.820]   She's just drinking straight?
[01:22:34.820 --> 01:22:35.820]   Uh, well, I, it was.
[01:22:35.820 --> 01:22:36.820]   But Southern Comfort is a drink that I drink every day.
[01:22:36.820 --> 01:22:37.820]   I can't touch it.
[01:22:37.820 --> 01:22:38.820]   I can't touch it.
[01:22:38.820 --> 01:22:39.820]   I can't touch it.
[01:22:39.820 --> 01:22:43.580]   that just couldn't look at it for a few years.
[01:22:43.580 --> 01:22:44.400]   I can't touch.
[01:22:44.400 --> 01:22:48.240]   What's Janis Joplin's drink?
[01:22:48.240 --> 01:22:49.280]   Southern Comfort.
[01:22:49.280 --> 01:22:50.460]   I can't touch Southern Comfort.
[01:22:50.460 --> 01:22:51.400]   She just drank it straight?
[01:22:51.400 --> 01:22:53.600]   Southern Comfort is at 40%.
[01:22:53.600 --> 01:22:54.140]   That's hard.
[01:22:54.140 --> 01:22:55.760]   No, it's almost like a liqueur.
[01:22:55.760 --> 01:22:57.300]   Honestly, it's really sweet.
[01:22:57.300 --> 01:23:00.860]   Jack, double Jack on the rocks, lots of rocks.
[01:23:00.860 --> 01:23:04.400]   I had a quote that I got a video that went viral about
[01:23:04.400 --> 01:23:05.560]   I'll never quit drinking.
[01:23:05.560 --> 01:23:09.500]   And I have not gotten on a plane since that
[01:23:09.500 --> 01:23:11.980]   without having a flight attendant not even ask what I want.
[01:23:11.980 --> 01:23:14.640]   Walk up with a double Jack on the rocks, lots of rocks.
[01:23:14.640 --> 01:23:15.680]   I mean, it happens.
[01:23:15.680 --> 01:23:17.860]   So on times I don't want to drink.
[01:23:17.860 --> 01:23:19.920]   I flew to Austin the other day.
[01:23:19.920 --> 01:23:20.620]   I was like, I'm not drinking.
[01:23:20.620 --> 01:23:22.540]   On the plane, because I felt sick.
[01:23:22.540 --> 01:23:25.860]   And man, he walked up and he goes,
[01:23:25.860 --> 01:23:27.220]   double Jack on the rocks, lots of rocks.
[01:23:27.220 --> 01:23:28.380]   I was like, fuck, you know it.
[01:23:28.380 --> 01:23:30.660]   But yeah, that's my drink.
[01:23:30.660 --> 01:23:33.800]   Wait, what's your drink?
[01:23:33.800 --> 01:23:35.220]   I thought you'd be a vodka guy.
[01:23:35.220 --> 01:23:39.060]   Well, vodka.
[01:23:39.180 --> 01:23:42.500]   I associate with a lot of moments in my life of happiness
[01:23:42.500 --> 01:23:46.300]   because vodka is associated with shots and camaraderie.
[01:23:46.300 --> 01:23:49.240]   And there's Eastern Europe in general.
[01:23:49.240 --> 01:23:54.920]   A bunch of guys get together and you celebrate life intensely.
[01:23:54.920 --> 01:23:57.300]   People fight.
[01:23:57.300 --> 01:23:58.480]   People just feel.
[01:23:58.480 --> 01:24:01.000]   People experience life in a deep way.
[01:24:01.000 --> 01:24:05.060]   You just get too drunk for a reason.
[01:24:05.060 --> 01:24:08.780]   But I don't see that as like drinking, drinking.
[01:24:08.860 --> 01:24:12.720]   That's like a journey towards a destination.
[01:24:12.720 --> 01:24:17.640]   It's like, to me, drinking is like whiskey neat or beer.
[01:24:17.640 --> 01:24:18.740]   Like you said, ice cold beer.
[01:24:18.740 --> 01:24:20.560]   There's that afternoon beer.
[01:24:20.560 --> 01:24:24.540]   Like for a person like me who's extremely regimented and disciplined,
[01:24:24.540 --> 01:24:27.360]   sometimes you get the situation.
[01:24:27.360 --> 01:24:31.300]   I just remember, I mean, just, I remember there's a bar at MIT
[01:24:31.300 --> 01:24:33.380]   where I just remember in the afternoon,
[01:24:33.380 --> 01:24:34.620]   there was like a business meeting.
[01:24:34.620 --> 01:24:36.920]   I sat down, we started with a beer
[01:24:36.920 --> 01:24:38.740]   and they were like really crisply,
[01:24:38.740 --> 01:24:41.320]   really cold, some kind of lager.
[01:24:41.320 --> 01:24:43.700]   And then just one beer and two beers.
[01:24:43.700 --> 01:24:45.340]   And all of a sudden you say, fuck it.
[01:24:45.340 --> 01:24:49.660]   Let's just, the rest of the day, this is what this is.
[01:24:49.660 --> 01:24:52.060]   And you said bright, like you just,
[01:24:52.060 --> 01:24:54.460]   life and nature is beautiful out there.
[01:24:54.460 --> 01:24:57.180]   And you just said, fuck it to all the meetings.
[01:24:57.180 --> 01:24:58.740]   Fuck it to everything else.
[01:24:58.740 --> 01:25:03.460]   Just the camaraderie, the just talking about life,
[01:25:03.460 --> 01:25:05.480]   being silly, being, you know, all of that.
[01:25:05.480 --> 01:25:08.340]   See that, see, you're describing something I'll never get.
[01:25:08.620 --> 01:25:09.700]   Cause I'm not regimented.
[01:25:09.700 --> 01:25:15.340]   I would love, I would love, I would love only for the moment
[01:25:15.340 --> 01:25:18.540]   that you get to have, you get the most precious little angel's
[01:25:18.540 --> 01:25:22.380]   breath that anyone's going to get because you live this life
[01:25:22.380 --> 01:25:24.500]   that's dialed in and it's scheduled.
[01:25:24.500 --> 01:25:29.080]   And so when you say fuck it, it's like, that's like me doing Coke.
[01:25:29.080 --> 01:25:30.580]   Like it's like, oh fuck it.
[01:25:30.580 --> 01:25:33.160]   And you can just do that with beer.
[01:25:33.160 --> 01:25:35.660]   That is fucking amazing.
[01:25:35.660 --> 01:25:38.500]   I would love to live a regimented life.
[01:25:38.500 --> 01:25:43.720]   Just to get the chance to go, Hey guys, I'm not performing surgery today.
[01:25:43.720 --> 01:25:44.680]   Fuck it.
[01:25:44.680 --> 01:25:49.960]   Hey guys, this, this bus full of kids, kids got to, it's got to drive itself home.
[01:25:49.960 --> 01:25:50.520]   Fuck it.
[01:25:50.520 --> 01:25:56.000]   I couldn't even, I couldn't even tell you, you know, so interesting about me and
[01:25:56.000 --> 01:25:57.740]   you as you know, I'm a fan of yours.
[01:25:57.740 --> 01:26:04.300]   I couldn't even, I don't really know what AI is like other than like dildos or AI.
[01:26:04.300 --> 01:26:04.560]   Right?
[01:26:04.560 --> 01:26:04.960]   Like,
[01:26:04.960 --> 01:26:08.380]   like if it has some electronics in it.
[01:26:08.380 --> 01:26:12.700]   No, I don't think a dildo classifies as a robot.
[01:26:12.700 --> 01:26:15.460]   Cause I thought that's how they were going to take over fucking mankind.
[01:26:15.460 --> 01:26:20.080]   Just well, they start with these, the fucking womanizer that knows how to eat a pussy.
[01:26:20.080 --> 01:26:21.580]   And then they're like, we don't need men anymore.
[01:26:21.580 --> 01:26:26.980]   But like, it's so interesting that I couldn't even like, I can barely tell you what my dad does for a living.
[01:26:26.980 --> 01:26:27.580]   He's a lawyer.
[01:26:27.580 --> 01:26:31.120]   I could kind of like, he's called me and say, Hey man, you gotta stop talking about what I do.
[01:26:31.120 --> 01:26:32.200]   Cause you're not doing it right.
[01:26:32.200 --> 01:26:33.400]   I go, what do you mean?
[01:26:33.400 --> 01:26:34.900]   He's like, that's not whatever you're saying I do.
[01:26:34.900 --> 01:26:35.400]   I don't do.
[01:26:35.400 --> 01:26:36.960]   And so.
[01:26:38.260 --> 01:26:41.980]   But like, I couldn't even begin to explain your job to my daughter.
[01:26:41.980 --> 01:26:47.700]   Well, I think there's the way you do the job, which is the way you experience life.
[01:26:47.700 --> 01:26:51.380]   The regimented, just even just a nine to five job, right?
[01:26:51.380 --> 01:26:52.660]   You do work nine to five.
[01:26:52.660 --> 01:26:55.360]   No, but I work much more than that.
[01:26:55.360 --> 01:27:00.640]   But there's no, every kind of lifestyle has its complexities.
[01:27:00.640 --> 01:27:04.300]   I think nine to five means you have to wake up at a certain time every day.
[01:27:04.300 --> 01:27:07.660]   Do people tell you to pull it back and then like, Hey, you're working too hard.
[01:27:07.660 --> 01:27:08.140]   Yeah.
[01:27:08.140 --> 01:27:14.440]   A lot of people, what I want in my life, what I love in my life, especially people close to me are the ones that say work harder.
[01:27:14.440 --> 01:27:16.780]   Cause everybody, how do you get them?
[01:27:16.780 --> 01:27:17.980]   How do you get them?
[01:27:17.980 --> 01:27:19.520]   I don't have anyone in my life that does that.
[01:27:19.520 --> 01:27:21.460]   Everybody's always worried about me.
[01:27:21.460 --> 01:27:22.360]   Yeah.
[01:27:22.360 --> 01:27:23.400]   Everyone's worried about me.
[01:27:23.400 --> 01:27:25.140]   Everyone's always worried about me.
[01:27:25.140 --> 01:27:31.900]   The only thing no one ever says, if I showed you my DMS right now, my, my texts, all it is, is like, Hey man, I'm worried about you.
[01:27:31.900 --> 01:27:32.140]   Yeah.
[01:27:32.140 --> 01:27:34.580]   Like Joe, I loved you to death.
[01:27:34.580 --> 01:27:38.020]   Not once has he, he always, I don't know.
[01:27:38.020 --> 01:27:42.160]   If you've seen the caring Joe eyes where like, I'm worried about you where it's like,
[01:27:42.160 --> 01:27:46.900]   and you're like, Hey man, don't do that.
[01:27:46.900 --> 01:27:47.920]   And he's like, I'm worried about you.
[01:27:47.920 --> 01:27:49.900]   And you're like, don't fucking worry about me.
[01:27:49.900 --> 01:27:50.520]   I'm working.
[01:27:50.520 --> 01:27:51.640]   It's I'm just working.
[01:27:51.640 --> 01:27:52.760]   I love working.
[01:27:52.760 --> 01:27:53.820]   I love what I do.
[01:27:53.820 --> 01:27:55.420]   I love what I do.
[01:27:55.420 --> 01:28:00.700]   I can only imagine that you love what you do as much as I love what I do, because that's all I ever want to think about.
[01:28:00.700 --> 01:28:01.720]   It's all I ever want to talk about.
[01:28:01.720 --> 01:28:07.960]   It's all I ever want to be like, I, I, I, when, when my wife wants me to take, uh, August and.
[01:28:07.960 --> 01:28:11.200]   Whatever the, August, whatever the fucking month is.
[01:28:11.200 --> 01:28:11.680]   September?
[01:28:11.680 --> 01:28:13.000]   That's, goes after August.
[01:28:13.000 --> 01:28:15.820]   No, but like July and August off after we do fully loaded.
[01:28:15.820 --> 01:28:20.260]   And I was like, no, I was like, what do you mean?
[01:28:20.260 --> 01:28:23.620]   Like, so like, well, I'll just, am I gonna like sit in a chair and stuff?
[01:28:23.620 --> 01:28:25.780]   She's like, no, you can do like, take up a hobby.
[01:28:25.780 --> 01:28:27.340]   I go writing jokes.
[01:28:27.340 --> 01:28:28.720]   Can I get on stage?
[01:28:28.720 --> 01:28:29.980]   Can I do sets in the city?
[01:28:29.980 --> 01:28:37.060]   Cause I'm not gonna fucking, do you want me to like, like, I don't understand what I don't understand people who don't, I don't understand people who don't have the drive to work.
[01:28:37.060 --> 01:28:37.720]   Yeah.
[01:28:37.720 --> 01:28:38.260]   All the time.
[01:28:38.260 --> 01:28:39.380]   I don't understand that.
[01:28:39.380 --> 01:28:40.120]   I envy it.
[01:28:40.120 --> 01:28:40.660]   I envy it.
[01:28:40.660 --> 01:28:44.380]   Cause I go, I would love to just be like, I'm gonna play video games.
[01:28:44.380 --> 01:28:45.460]   I can't play a video game.
[01:28:45.460 --> 01:28:48.100]   If I did, I'd be on Twitch trying to make money.
[01:28:48.100 --> 01:28:52.060]   Like I love, how do you find someone who goes, you need to work harder.
[01:28:52.060 --> 01:28:52.900]   Yeah.
[01:28:52.900 --> 01:28:59.200]   Especially when they see like, I, I don't know what you look like, but I, I look tormented when I'm working very hard.
[01:28:59.200 --> 01:29:04.060]   Like it means like, it's easy to worry for my wellbeing.
[01:29:04.060 --> 01:29:07.660]   It's not like I'm happy go lucky, but I'm happy underneath.
[01:29:07.660 --> 01:29:25.080]   My working too hard is like on a plane every other day or every day, getting up at six, working out and then going until like two in the morning or one in the morning and then going to sleep and then getting up at six, working out, getting on a plane, going to another place.
[01:29:25.080 --> 01:29:28.360]   Like, that's what my working is just a lot of travel in mind.
[01:29:28.360 --> 01:29:31.480]   If I didn't drink on planes, I don't think anyone would probably worry about me at all.
[01:29:31.480 --> 01:29:32.560]   They'd be like, no, you're doing great.
[01:29:32.560 --> 01:29:34.040]   But the working out is there.
[01:29:34.040 --> 01:29:37.640]   So I gotta ask you, cause you and I seem to have a similar relationship with running.
[01:29:37.640 --> 01:29:40.640]   I like this idea of a slow treadmill.
[01:29:40.640 --> 01:29:41.900]   I like running slow.
[01:29:41.900 --> 01:29:46.420]   You know, like a 10 minute mile or something like this.
[01:29:46.420 --> 01:29:48.040]   So I'll just run forever.
[01:29:48.040 --> 01:29:50.640]   Just listen to an audio book, listen to Brown noise.
[01:29:50.640 --> 01:29:51.640]   Think.
[01:29:51.640 --> 01:29:52.940]   I love it.
[01:29:52.940 --> 01:29:54.020]   What's Brown noise.
[01:29:54.020 --> 01:29:58.180]   It's actually Brownian noise, but short Brown noise.
[01:29:58.180 --> 01:29:59.560]   It's kind of like white noise, but deeper.
[01:29:59.560 --> 01:30:02.640]   So it's just noise like that.
[01:30:02.640 --> 01:30:04.080]   Oh, wow.
[01:30:04.080 --> 01:30:05.640]   It's kind of sounds like a waterfall.
[01:30:05.640 --> 01:30:06.820]   And I'll just listen to it.
[01:30:06.820 --> 01:30:07.620]   And something happens.
[01:30:07.720 --> 01:30:10.280]   I think there's, you can ask Huberman about this.
[01:30:10.280 --> 01:30:14.160]   I don't, but apparently there's some science that kind of focuses the mind and so on.
[01:30:14.160 --> 01:30:15.500]   It's funny.
[01:30:15.500 --> 01:30:21.240]   Cause I think sometimes when people don't get about running is they go, they get on
[01:30:21.240 --> 01:30:25.180]   and they put it on like a six right away on like a treadmill and they go, I can't do this
[01:30:25.180 --> 01:30:30.680]   for fucking 30 minutes, but you can, if you build yourself up to your six and you play
[01:30:30.680 --> 01:30:32.300]   games, I play games with myself a lot.
[01:30:32.300 --> 01:30:36.680]   Like I'll play games where I go, um, and I can do this.
[01:30:36.680 --> 01:30:37.240]   I can do this.
[01:30:37.600 --> 01:30:40.540]   I can do this almost not all day long, but I can do this a lot longer.
[01:30:40.540 --> 01:30:49.420]   Like I did it for two hours the other day before my workout or no hour and a half before my workout, where I started a 3.5 walking.
[01:30:49.420 --> 01:30:54.820]   And then I, and then I get my jog up to like a five and then I'm like 5.5.
[01:30:54.820 --> 01:30:56.060]   Then I go six and then I go.
[01:30:56.060 --> 01:30:58.380]   And once I'm at a six, my body's really loose.
[01:30:58.380 --> 01:31:00.880]   And so then I'll go, all right, bring it down to a 3.5.
[01:31:00.880 --> 01:31:03.460]   And then I go punch it to a 7.5 for a quarter of a mile.
[01:31:03.460 --> 01:31:05.620]   And then let's walk at a four.
[01:31:05.620 --> 01:31:06.700]   Let's jog at a five.
[01:31:06.700 --> 01:31:06.940]   Right.
[01:31:07.580 --> 01:31:08.480]   I can do that.
[01:31:08.480 --> 01:31:11.240]   I love they're called, uh, fartlets, I think.
[01:31:11.240 --> 01:31:16.900]   And I love those like where it's like, it's regimented running
[01:31:16.900 --> 01:31:18.580]   and sprinting at certain levels.
[01:31:18.580 --> 01:31:19.160]   I love that.
[01:31:19.160 --> 01:31:23.840]   And I love also when I work out to listen to music, but put on foreign
[01:31:23.840 --> 01:31:25.740]   language cooking shows on Netflix.
[01:31:25.740 --> 01:31:27.140]   Can you explain that?
[01:31:27.140 --> 01:31:28.820]   They just put it on mute.
[01:31:28.820 --> 01:31:30.240]   You don't need to hear it for some reason.
[01:31:30.240 --> 01:31:31.640]   They're sexier the way they're shot.
[01:31:31.640 --> 01:31:32.340]   They're sexier.
[01:31:32.340 --> 01:31:32.700]   Yeah.
[01:31:32.700 --> 01:31:37.160]   And it's like street food, Asia, and they're just watching them make street food in Asia.
[01:31:37.160 --> 01:31:37.460]   There's.
[01:31:37.460 --> 01:31:37.560]   One.
[01:31:37.560 --> 01:31:38.280]   Called broth.
[01:31:38.280 --> 01:31:40.320]   It's called broth, the nation of broth.
[01:31:40.320 --> 01:31:44.120]   And they're just making broths and you're like, fuck, I want some broth.
[01:31:44.120 --> 01:31:45.480]   So this is South America.
[01:31:45.480 --> 01:31:46.080]   This is Asia.
[01:31:46.080 --> 01:31:47.320]   South America, Asia.
[01:31:47.320 --> 01:31:50.220]   Um, they do one on pizzas.
[01:31:50.220 --> 01:31:53.180]   I've watched this one on pizzas that I've watched it.
[01:31:53.180 --> 01:31:54.860]   There's like four episodes.
[01:31:54.860 --> 01:31:59.520]   I've watched every episode so many times that my trainer goes, God, that's that fucking,
[01:31:59.520 --> 01:32:00.720]   I would, I could watch that again.
