
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[01:53:20.000 --> 01:53:22.280]   And I got to hear about all these cool stories
[01:53:22.280 --> 01:53:23.240]   of like early Google,
[01:53:23.240 --> 01:53:24.840]   where they're talking about like crawling
[01:53:24.840 --> 01:53:27.440]   under the floorboards and rewiring data centers
[01:53:27.440 --> 01:53:29.800]   and like telling me how many like bits
[01:53:29.800 --> 01:53:31.560]   they were pulling off the,
[01:53:31.560 --> 01:53:33.120]   how many bytes they were pulling off the instructions
[01:53:33.120 --> 01:53:35.200]   of a given compiler instruction.
[01:53:35.200 --> 01:53:36.720]   And like all these like crazy little
[01:53:36.720 --> 01:53:38.160]   performance optimizations they were doing,
[01:53:38.160 --> 01:53:40.080]   like they were having the time of their life.
[01:53:40.080 --> 01:53:41.320]   And I got to like sit there
[01:53:41.320 --> 01:53:44.120]   and really like experience this sense of history
[01:53:44.120 --> 01:53:46.600]   in a way that you don't expect to get.
[01:53:46.600 --> 01:53:49.960]   Like you expect to be very far away from all that,
[01:53:49.960 --> 01:53:52.640]   I think maybe in a large organization, but.
[01:53:52.640 --> 01:53:54.480]   - Yeah, that's super cool.
[01:53:54.480 --> 01:53:57.680]   And Trenton, does this map onto any of your experience?
[01:53:57.680 --> 01:53:59.640]   - I think Sholto's story is more exciting.
[01:53:59.640 --> 01:54:01.120]   (laughing)
[01:54:01.120 --> 01:54:03.040]   Mine was just very serendipitous
[01:54:03.040 --> 01:54:05.640]   in that I got into computational neuroscience,
[01:54:05.640 --> 01:54:08.000]   didn't have much business being there.
[01:54:08.000 --> 01:54:10.520]   My first paper was mapping the cerebellum
[01:54:10.520 --> 01:54:12.720]   to the attention operation and transformers.
[01:54:12.720 --> 01:54:14.400]   My next ones were looking at like sparsity.
[01:54:14.400 --> 01:54:15.920]   - How old were you when you wrote that?
[01:54:15.920 --> 01:54:18.040]   - It was my first year of grad school.
[01:54:18.040 --> 01:54:20.000]   So 22.
[01:54:20.000 --> 01:54:21.120]   - Oh yeah.
[01:54:21.120 --> 01:54:25.840]   - But yeah, my next work was on sparsity in networks,
[01:54:25.840 --> 01:54:27.880]   like inspired by sparsity in the brain,
[01:54:27.880 --> 01:54:30.560]   which was when I met Tristan Hume
[01:54:30.560 --> 01:54:32.000]   and Anthropic was doing the SOLU,
[01:54:32.000 --> 01:54:34.120]   the Softmax Linear Output Unit work,
[01:54:34.120 --> 01:54:36.520]   which was very related in quite a few ways of like,
[01:54:36.520 --> 01:54:38.720]   let's make the activation of neurons
[01:54:38.720 --> 01:54:40.360]   across a layer really sparse.
[01:54:40.360 --> 01:54:41.200]   And if we do that,
[01:54:41.200 --> 01:54:42.440]   then we can get some interpretability
[01:54:42.440 --> 01:54:44.480]   of what the neuron's doing.
[01:54:44.480 --> 01:54:45.800]   I think we've updated on that approach
[01:54:45.800 --> 01:54:47.840]   towards what we're doing now.
[01:54:47.840 --> 01:54:49.200]   So that started the conversation.
[01:54:49.200 --> 01:54:50.680]   I shared drafts of that paper with Tristan.
[01:54:50.680 --> 01:54:52.080]   He was excited about it.
[01:54:52.080 --> 01:54:54.320]   And that was basically what led me
[01:54:54.320 --> 01:54:58.320]   to become Tristan's resident and then convert to full-time.
[01:54:58.320 --> 01:55:00.120]   But during that period,
[01:55:00.120 --> 01:55:03.200]   I also moved as a visiting researcher to Berkeley
[01:55:03.200 --> 01:55:06.000]   and started working with Bruno Olshausen,
[01:55:06.000 --> 01:55:08.760]   both on what's called vector symbolic architectures,
[01:55:08.760 --> 01:55:11.160]   which one of the core operations of them
[01:55:11.160 --> 01:55:13.520]   is literally superposition,
[01:55:13.520 --> 01:55:17.160]   and on sparse coding, also known as dictionary learning,
[01:55:17.160 --> 01:55:19.400]   which is literally what we've been doing since.
[01:55:19.400 --> 01:55:22.720]   And Bruno Olshausen basically invented sparse coding
[01:55:22.720 --> 01:55:23.720]   back in 1997.
[01:55:23.720 --> 01:55:26.960]   And so it was like, my research agenda
[01:55:26.960 --> 01:55:28.120]   and the interpretability team
[01:55:28.120 --> 01:55:30.240]   seemed to just be running in parallel
[01:55:30.240 --> 01:55:33.720]   with just research tastes.
[01:55:33.720 --> 01:55:35.920]   And so, yeah, it made a lot of sense
[01:55:35.920 --> 01:55:37.880]   for me to work with the team.
[01:55:38.880 --> 01:55:40.480]   And it's been a dream since.
[01:55:40.480 --> 01:55:42.760]   - One thing I've noticed when people tell stories
[01:55:42.760 --> 01:55:45.400]   about their careers or their successes,
[01:55:45.400 --> 01:55:47.400]   they ascribe it way more to contingency.
[01:55:47.400 --> 01:55:49.040]   But when they hear about other people's stories,
[01:55:49.040 --> 01:55:50.760]   they're like, "Of course it wasn't contingent."
[01:55:50.760 --> 01:55:51.600]   You know what I mean?
[01:55:51.600 --> 01:55:52.880]   It's like, if that didn't happen,
[01:55:52.880 --> 01:55:54.800]   something else would have happened.
[01:55:54.800 --> 01:55:56.040]   I've just noticed that something like talk to,
[01:55:56.040 --> 01:55:58.440]   and it's interesting that you both think
[01:55:58.440 --> 01:56:00.800]   that it was especially contingent.
[01:56:00.800 --> 01:56:05.560]   Whereas, I don't know, maybe you're right,
[01:56:05.560 --> 01:56:08.080]   but it's this sort of interesting pattern that--
[01:56:08.080 --> 01:56:10.840]   - Yeah, but I mean, I literally met Tristan at a conference
[01:56:10.840 --> 01:56:14.440]   and didn't have a scheduled meeting with her or anything,
[01:56:14.440 --> 01:56:16.600]   just joined a little group of people chatting,
[01:56:16.600 --> 01:56:17.680]   and he happened to be standing there,
[01:56:17.680 --> 01:56:19.800]   and I happened to mention what I was working on.
[01:56:19.800 --> 01:56:21.240]   And that led to more conversations.
[01:56:21.240 --> 01:56:22.720]   And I think I probably would have applied
[01:56:22.720 --> 01:56:24.360]   to Anthropic at some point anyways,
[01:56:24.360 --> 01:56:26.840]   but I would have waited at least another year.
[01:56:26.840 --> 01:56:31.880]   It's still crazy to me that I can actually contribute
[01:56:31.880 --> 01:56:33.720]   to interpretability in a meaningful way.
[01:56:33.720 --> 01:56:35.600]   - I think there's an important aspect
[01:56:35.600 --> 01:56:37.960]   of shots on goal there, so to speak, right?
[01:56:37.960 --> 01:56:41.240]   Where you're even just choosing to go to conferences itself
[01:56:41.240 --> 01:56:42.800]   is like putting yourself in a position
[01:56:42.800 --> 01:56:45.920]   where luck is more likely to happen.
[01:56:45.920 --> 01:56:47.120]   And conversely, in my own situation,
[01:56:47.120 --> 01:56:49.880]   it was like doing all of this work independently
[01:56:49.880 --> 01:56:52.240]   and trying to produce and do interesting things
[01:56:52.240 --> 01:56:55.700]   was my own way of trying to manufacture luck, so to speak,
[01:56:55.700 --> 01:56:58.520]   and try and do something meaningful enough
[01:56:58.520 --> 01:56:59.400]   that it got noticed.
[01:56:59.400 --> 01:57:01.840]   - Given that you said you framed this in the context
[01:57:01.840 --> 01:57:03.480]   of they were trying to run this experiment
[01:57:03.480 --> 01:57:04.480]   of can something-
[01:57:04.480 --> 01:57:06.160]   - So it was specifically James,
[01:57:06.160 --> 01:57:07.160]   and I think our manager, Brennan,
[01:57:07.160 --> 01:57:08.840]   was trying to run this experiment.
[01:57:08.840 --> 01:57:09.840]   - It worked.
[01:57:09.840 --> 01:57:10.660]   Did they do it again?
[01:57:10.660 --> 01:57:14.480]   - Yeah, so my closest collaborator, Enrique,
[01:57:14.480 --> 01:57:18.840]   he crossed from search to our team.
[01:57:18.840 --> 01:57:20.560]   He's also been ridiculously impactful.
[01:57:20.560 --> 01:57:23.200]   He's definitely a stronger engineer than I am,
[01:57:23.200 --> 01:57:24.760]   and he didn't go to university.
[01:57:24.760 --> 01:57:27.760]   - What was notable about, for example,
[01:57:27.760 --> 01:57:30.440]   is James Bradbury is somebody who's...
[01:57:30.440 --> 01:57:33.080]   Usually this kind of stuff is farmed out to recruiters
[01:57:33.080 --> 01:57:34.040]   or something like that,
[01:57:34.040 --> 01:57:36.880]   whereas James is somebody whose time is worth
[01:57:36.880 --> 01:57:38.040]   hundreds of millions of dollars.
[01:57:38.040 --> 01:57:39.440]   (all laughing)
[01:57:39.440 --> 01:57:40.480]   You know what I mean?
[01:57:40.480 --> 01:57:46.720]   That thing is very bottlenecked on that kind of person
[01:57:46.720 --> 01:57:49.480]   taking the time almost in an aristocratic tutoring sense
[01:57:49.480 --> 01:57:53.760]   of finding and then getting up to speed,
[01:57:53.760 --> 01:57:55.600]   and it seems like if it worked this well,
[01:57:55.600 --> 01:57:56.760]   it should be done at scale.
[01:57:56.760 --> 01:57:59.560]   It should be the responsibility of key people
[01:57:59.560 --> 01:58:02.720]   to, you know what I mean, onboard and find.
[01:58:02.720 --> 01:58:04.720]   - I think that is true to many extents.
[01:58:04.720 --> 01:58:06.240]   I'm sure you've probably benefited a lot
[01:58:06.240 --> 01:58:09.280]   from the key researchers mentoring you during--
[01:58:09.280 --> 01:58:13.440]   - And actively looking on open source repositories
[01:58:13.440 --> 01:58:16.500]   or on forums or whatever for potential people like this.
[01:58:16.500 --> 01:58:19.080]   - Yeah, I mean, James has Twitter injected into his brain.
[01:58:19.080 --> 01:58:21.660]   (all laughing)
[01:58:21.660 --> 01:58:27.120]   But yes, and I think this is something
[01:58:27.120 --> 01:58:28.520]   which in practice is done.
[01:58:28.520 --> 01:58:31.440]   People do look out for people that they find interesting
[01:58:31.440 --> 01:58:33.440]   and try and find high signal.
[01:58:33.440 --> 01:58:37.000]   In fact, actually, I was talking about this with Jeff
[01:58:37.000 --> 01:58:39.400]   the other day, and Jeff said that, yeah, he's like,
[01:58:39.400 --> 01:58:43.000]   you know, one of the most important hires I ever made
[01:58:43.000 --> 01:58:45.440]   was off a cold email.
[01:58:45.440 --> 01:58:46.600]   And I was like, well, who was that?
[01:58:46.600 --> 01:58:48.200]   And he's, Chris Ola.
[01:58:48.200 --> 01:58:49.520]   - Ah, yeah.
[01:58:49.520 --> 01:58:54.160]   - Because Chris similarly had no background in,
[01:58:54.160 --> 01:58:57.720]   well, like, no formal background in ML, right?
[01:58:57.720 --> 01:58:59.160]   And like Google Brain was just getting started
[01:58:59.160 --> 01:59:01.000]   in this kind of thing.
[01:59:01.000 --> 01:59:03.040]   But Jeff saw that signal.
[01:59:03.040 --> 01:59:06.400]   And the residency program, which like Brain had,
[01:59:06.400 --> 01:59:10.400]   is I think also, it was astonishingly effective
[01:59:10.400 --> 01:59:13.200]   at finding good people that didn't have
[01:59:13.200 --> 01:59:14.700]   strong ML backgrounds.
[01:59:14.700 --> 01:59:18.080]   - Yeah.
[01:59:18.080 --> 01:59:20.360]   One of the other things that I wanna emphasize
[01:59:20.360 --> 01:59:22.680]   for a potential slice of the audience
[01:59:22.680 --> 01:59:24.720]   that would be relevant to is,
[01:59:24.720 --> 01:59:29.400]   there's this sense that like the world is legible
[01:59:29.400 --> 01:59:34.400]   and efficient, companies have these go to jobs.google.com
[01:59:34.400 --> 01:59:37.360]   or jobs.whatevercompany.com, and you apply,
[01:59:37.360 --> 01:59:39.800]   and there's the steps, and like,
[01:59:39.800 --> 01:59:42.160]   they will evaluate you efficiently on those steps.
[01:59:42.160 --> 01:59:45.360]   Whereas not only from the storage teams,
[01:59:45.360 --> 01:59:47.760]   like often that's not the way it happens.
[01:59:47.760 --> 01:59:49.200]   That's in fact, it's good for the world,
[01:59:49.200 --> 01:59:50.360]   and that's not often how it happens.
[01:59:50.360 --> 01:59:52.760]   Like it is important to look at,
[01:59:52.760 --> 01:59:55.160]   were they able to like write an interesting block,
[01:59:55.160 --> 01:59:57.080]   technical blog post about their research,
[01:59:57.080 --> 01:59:59.280]   or like make an interesting contributions.
[01:59:59.280 --> 02:00:02.280]   Yeah, I want you to like riff on,
[02:00:02.280 --> 02:00:05.560]   for the people who are like,
[02:00:05.560 --> 02:00:07.920]   assuming that the other end of the job board
[02:00:07.920 --> 02:00:10.280]   is like just like super legible and mechanical.
[02:00:10.280 --> 02:00:11.200]   This is not how it works.
[02:00:11.200 --> 02:00:13.200]   And in fact, like people are looking for
[02:00:13.200 --> 02:00:14.760]   the sort of different way,
[02:00:14.760 --> 02:00:16.040]   different kind of person who's agentic
[02:00:16.040 --> 02:00:16.880]   and putting stuff out there.
[02:00:16.880 --> 02:00:19.240]   - And I think specifically what people are looking for,
[02:00:19.240 --> 02:00:20.160]   there is two things.
[02:00:20.160 --> 02:00:23.120]   One is agency, and like putting yourself out there.
[02:00:23.120 --> 02:00:26.840]   And the second is the ability to do world-class something.
[02:00:26.840 --> 02:00:31.000]   - Yeah, and two examples that I always like to point to here
[02:00:31.000 --> 02:00:33.480]   are Andy Jones from Anthropic,
[02:00:33.480 --> 02:00:37.600]   did an amazing paper on scaling laws
[02:00:37.600 --> 02:00:38.440]   as applied to board games.
[02:00:38.440 --> 02:00:39.520]   It didn't require much resources,
[02:00:39.520 --> 02:00:40.960]   it demonstrated incredible engineering skill,
[02:00:40.960 --> 02:00:42.480]   it demonstrated incredible understanding
