
[00:00:00.040 --> 00:00:09.600]   пять
[01:11:42.280 --> 01:11:42.280]   I even mentioned in the book there was a time when I,
[01:11:42.280 --> 01:11:42.280]   I even mentioned in the book there was a time when I,
[01:11:42.280 --> 01:11:42.280]   I even mentioned in the book there was a time when I,
[01:11:42.280 --> 01:11:42.280]   I even mentioned in the book there was a time when I,
[01:11:42.280 --> 01:11:42.280]   I even mentioned in the book there was a time when I,
[01:11:42.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.300 --> 01:12:12.300]   I even mentioned in the book there was a time when I,
[01:12:12.340 --> 01:12:42.320]  ,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.320 --> 01:12:42.320]   I even mentioned in the book there was a time when I,
[01:12:42.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:12.340]   I even mentioned in the book there was a time when I,
[01:13:12.340 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.360 --> 01:13:42.360]   I even mentioned in the book there was a time when I,
[01:13:42.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.380 --> 01:14:12.380]   I even mentioned in the book there was a time when I,
[01:14:12.420 --> 01:14:42.400]  ,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.400 --> 01:14:42.400]   I even mentioned in the book there was a time when I,
[01:14:42.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:12.420]   I even mentioned in the book there was a time when I,
[01:15:12.420 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.440 --> 01:15:42.440]   I even mentioned in the book there was a time when I,
[01:15:42.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.460 --> 01:16:12.460]   I even mentioned in the book there was a time when I,
[01:16:12.500 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.480 --> 01:16:42.480]   I even mentioned in the book there was a time when I,
[01:16:42.520 --> 01:16:44.560]  's
[01:16:44.560 --> 01:16:54.160]   it is more那麼 versus,,,,, show tell
[01:16:54.160 --> 01:17:12.460]   Congress the perfect and the acting the not the and the in the and the in the characters cleared round Rebel Jess Leh bisog 죽 450 구�錢 meinen
[01:17:12.540 --> 01:17:24.880]   reven,
[01:19:05.700 --> 01:19:15.360]   pot
[01:19:15.360 --> 01:19:15.900]  il comment tap
[01:19:15.900 --> 01:19:15.960]   Skype H Maybe with "ien uh be and, and, and, and, and, I,
[01:19:35.220 --> 01:19:44.820]   под
[01:19:44.820 --> 01:19:52.480]   de as
[01:19:52.480 --> 01:20:05.200]   couldn or so add to just EU B Bar G
[01:20:05.240 --> 01:20:10.880]   over
[01:20:10.880 --> 01:20:34.160]  ém, in the,
[01:21:04.920 --> 01:21:04.920]  , in the,
[01:21:04.920 --> 01:21:04.920]   I think that the person that I always think of that wasn't a
[01:21:04.920 --> 01:21:04.920]   I think that the person that I always think of that wasn't a
[01:21:04.960 --> 01:21:06.580]   a right winger that would be like,
[01:21:06.580 --> 01:21:06.960]   a right winger that would be like,
[01:21:06.960 --> 01:21:07.960]   a right winger that would be like, go to hell.
[01:21:07.960 --> 01:21:09.960]   If you, if you made him fill one of these things out,
[01:21:09.960 --> 01:21:10.960]   it's Feynman.
[01:21:10.960 --> 01:21:13.960]   I feel like if you, if you gave one of these things to Richard Feynman,
