
[00:00:00.040 --> 00:00:09.360]   additionally
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:11:45.800]   And I think he's not only made his peace with it at times.
[01:11:45.800 --> 01:12:15.820]  ,
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.820 --> 01:12:15.820]   And I think he's not only made his peace with it at times.
[01:12:15.840 --> 01:12:45.840]   I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   And I think he's not only made his peace with it at times.
[01:12:45.840 --> 01:12:45.840]   at times.
[01:12:45.840 --> 01:13:15.860]  ,
[01:13:15.860 --> 01:13:15.860]   and I think he's not only made his peace with it at times.
[01:13:15.860 --> 01:13:15.860]   and I think he's not only made his peace with it at times.
[01:13:15.860 --> 01:13:15.860]   and I think he's not only made his peace with it at times.
[01:13:15.860 --> 01:13:15.860]   and I think he's not only made his peace with it at times.
[01:13:15.860 --> 01:13:15.860]   and I think he's not only made his peace with it at times.
[01:13:15.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.880 --> 01:13:45.880]   I think he's not only made his peace with it at times.
[01:13:45.920 --> 01:14:15.900]  ,
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.900 --> 01:14:15.900]   I think he's not only made his peace with it at times.
[01:14:15.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.920 --> 01:14:45.920]   I think he's not only made his peace with it at times.
[01:14:45.940 --> 01:15:15.940]  , I think he's not only made his peace with it at times.
[01:15:15.940 --> 01:15:15.940]   I think he's not only made his peace with it at times.
[01:15:15.940 --> 01:15:15.940]   I think he's not only made his peace with it at times.
[01:15:15.940 --> 01:15:15.940]   I think he's not only made his peace with it at times.
[01:15:15.940 --> 01:15:15.940]   I think he's not only made his peace with it at times.
[01:15:15.940 --> 01:15:15.940]   I think he's not only made his peace with it at times.
[01:15:15.940 --> 01:15:15.940]   I think he's not only made his peace with it at times.
[01:15:15.960 --> 01:15:45.960]  ,
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.960 --> 01:15:45.960]   I think he's not only made his peace with it at times.
[01:15:45.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:15.980]   I think he's not only made his peace with it at times.
[01:16:15.980 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.000 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.000 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.000 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.000 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.000 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.000 --> 01:16:46.000]   I think he's not only made his peace with it at times.
[01:16:46.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.020 --> 01:17:16.020]   I think he's not only made his peace with it at times.
[01:17:16.060 --> 01:17:46.040]   I think he's not only made his peace with it at times.
