
[00:00:00.000 --> 00:00:19.200]   Welcome to the AI Engineers World Fair. This is the first workshop. There's a few other running,
[01:53:59.920 --> 01:54:04.320]   And this is what you should look at first when you read a new architecture.
[01:54:04.320 --> 01:54:07.120]   So, we just kind of went through the Lama architecture.
[01:54:07.120 --> 01:54:08.960]   Hopefully, you can kind of get a sense of it.
[01:54:08.960 --> 01:54:13.600]   Obviously, if this is your first time reading the source code, it's actually not that hard.
[01:54:13.600 --> 01:54:15.520]   It's not that complicated.
[01:54:15.520 --> 01:54:18.400]   You just have to see which components you can ignore, right?
[01:54:18.400 --> 01:54:19.440]   It's not that scary.
[01:54:19.440 --> 01:54:21.280]   Yep.
[01:54:21.280 --> 01:54:22.480]   Does that kind of get it?
[01:54:22.480 --> 01:54:25.360]   Or do you guys kind of get that feel?
[01:54:25.360 --> 01:54:26.880]   We're going to do more.
[01:54:26.880 --> 01:54:28.240]   Obviously, this is the first one.
[01:54:28.240 --> 01:54:29.440]   Any questions?
[01:54:29.440 --> 01:54:32.800]   Yeah.
[01:54:32.800 --> 01:54:35.840]   Is there a major architectural difference between Mava 2 and Mava 3?
[01:54:35.840 --> 01:54:38.160]   No, not really.
[01:54:38.160 --> 01:54:39.440]   Other than more tokens.
[01:54:39.440 --> 01:54:42.720]   I think they changed embedding.
[01:54:42.720 --> 01:54:43.920]   They did change some of the numbers.
[01:54:43.920 --> 01:54:46.720]   Like, how many numbers you want to represent for each number.
[01:54:46.720 --> 01:54:49.600]   They changed that large vocabulary.
[01:54:49.600 --> 01:54:51.360]   They did much larger vocabulary.
[01:54:51.360 --> 01:54:52.320]   And more tokens.
[01:54:52.320 --> 01:54:54.560]   Other than that, no, there's no change at all.
[01:54:54.560 --> 01:54:55.120]   Yeah.
[01:54:55.120 --> 01:54:55.440]   Yes.
[01:54:55.440 --> 01:55:08.240]   The reason why -- it's funny.
[01:55:08.240 --> 01:55:09.680]   I used to work at NVIDIA.
[01:55:09.680 --> 01:55:11.360]   Why shouldn't I be writing Cuda, right?
[01:55:11.360 --> 01:55:16.240]   The reason is, I see Cuda as extremely annoying to write.
[01:55:16.720 --> 01:55:19.920]   And if you want to optimize for just NVIDIA hardware, okay, go ahead.
[01:55:19.920 --> 01:55:21.040]   You can do Cuda.
[01:55:21.040 --> 01:55:23.040]   But my view is like, I don't think so.
[01:55:23.040 --> 01:55:24.480]   That's going to be forever.
[01:55:24.480 --> 01:55:31.920]   So, as like a safety precaution, let's just do Triton, right?
[01:55:31.920 --> 01:55:38.080]   Let Triton handle the compiling down to Cuda or AMD or whatever, Intel or whatever, right?
[01:55:38.080 --> 01:55:40.720]   And Triton can be the intermediary.
[01:55:40.720 --> 01:55:43.680]   If you want to get like 10% faster, yes, you should do Cuda.
[01:55:43.680 --> 01:55:45.280]   But it's only 10%, right?
[01:55:45.280 --> 01:55:48.720]   If you do fine-tuning two times faster, it's already like, it's already nearly at the ceiling.
[01:55:48.720 --> 01:55:49.760]   You can only go so much.
[01:55:49.760 --> 01:55:54.560]   And so like, if you want to go down the extra mile, yes, more than happy to welcome you to do that.
[01:55:54.560 --> 01:55:55.280]   But I don't know.
[01:55:55.280 --> 01:55:59.040]   I do not like -- it's funny because I used to do Cuda all the time, but I don't suggest it.
[01:55:59.040 --> 01:56:02.000]   You will get more performance though, but I don't suggest it.
[01:56:02.000 --> 01:56:02.640]   Yes, question.
[01:56:02.640 --> 01:56:04.720]   So we never had to drop down to Cuda, right?
[01:56:04.720 --> 01:56:05.200]   Oh, sorry.
[01:56:05.200 --> 01:56:05.600]   Yes, what?
[01:56:05.600 --> 01:56:07.040]   We never had to drop down to Cuda.
[01:56:07.040 --> 01:56:08.640]   You could deal with Triton.
[01:56:08.640 --> 01:56:09.280]   Yes, you don't.
[01:56:09.280 --> 01:56:09.520]   Yeah.
[01:56:09.520 --> 01:56:12.880]   So Triton, you write it in Triton, then it compiles down to Cuda.
[01:56:12.880 --> 01:56:13.440]   Yeah, sorry.
[01:56:13.440 --> 01:56:13.680]   Wait.
[01:56:13.680 --> 01:56:14.000]   Yeah, yeah, yeah.
[01:56:14.000 --> 01:56:22.640]   Actually, it could work.
[01:56:22.640 --> 01:56:25.600]   The only problem why it doesn't work on AMD is Triton.
[01:56:25.600 --> 01:56:28.320]   Oh, I think.
[01:56:28.320 --> 01:56:29.120]   And Xformis.
[01:56:29.120 --> 01:56:33.680]   Actually, if -- so if Triton works on AMD, we work.
[01:56:34.400 --> 01:56:40.720]   If Triton -- if Xformis, so Facebook's flash attention library, if that works on AMD, then we work.
[01:56:40.720 --> 01:56:42.240]   Oh, funny.
[01:56:42.240 --> 01:56:42.720]   We work.
[01:56:42.720 --> 01:56:45.440]   But anyways, it depends on those conditions.
[01:56:45.440 --> 01:56:47.920]   So if AMD has those to work, then yes.
[01:56:47.920 --> 01:56:51.840]   In theory, you can remove Xformis and just use scale dot product attention.
[01:56:51.840 --> 01:56:53.840]   So there's only one dependency, which is Triton.
[01:56:55.040 --> 01:56:56.720]   I think some people have gotten it to work.
[01:56:56.720 --> 01:56:57.360]   So it depends.
[01:56:57.360 --> 01:56:57.600]   Yes.
[01:56:57.600 --> 01:56:59.840]   I kind of have an answer to that.
[01:56:59.840 --> 01:57:08.560]   I've trained on a MI300X instinct with one card with Triton and it works with AMD.
[01:57:08.560 --> 01:57:09.840]   Okay.
[01:57:09.840 --> 01:57:11.120]   I mean, if Triton works, then yes.
[01:57:11.120 --> 01:57:12.320]   It works.
[01:57:12.320 --> 01:57:15.200]   So I just have an answer.
[01:57:15.200 --> 01:57:15.520]   Sorry.
[01:57:15.520 --> 01:57:16.960]   Okay, good.
[01:57:16.960 --> 01:57:17.600]   You answered, yeah.
[01:57:17.600 --> 01:57:17.920]   Okay.
[01:57:17.920 --> 01:57:23.760]   Yeah, but we don't -- so officially, we do not support AMD, but I guess it works.
[01:57:23.760 --> 01:57:24.320]   Okay.
[01:57:24.320 --> 01:57:25.040]   That's interesting.
[01:57:25.040 --> 01:57:26.080]   Yes.
[01:57:26.080 --> 01:57:26.880]   Okay.
[01:57:26.880 --> 01:57:29.600]   What's next?
[01:57:29.600 --> 01:57:31.520]   Where's my -- where's the Gemma one?
[01:57:31.520 --> 01:57:32.880]   Yes.
[01:57:32.880 --> 01:57:33.040]   Okay.
[01:57:33.040 --> 01:57:36.560]   So now we're talking about Gemma bugs, specifically Gemma.
[01:57:36.560 --> 01:57:42.720]   So if you go to our blog post, I actually -- we wrote a blog post about all the issues
[01:57:42.720 --> 01:57:43.760]   that we found in Gemma.
[01:57:44.720 --> 01:57:46.480]   For example, you must add a VOS token.
[01:57:46.480 --> 01:57:48.560]   There is a typo in the paper.
[01:57:48.560 --> 01:57:49.680]   Yes.
[01:57:49.680 --> 01:57:54.320]   So we don't just find bugs and, you know, we have to read the paper first to understand the model.
[01:57:54.320 --> 01:57:58.720]   Now, the problem is sometimes when people release models, they don't release papers.
[01:57:58.720 --> 01:58:00.480]   That is very painful.
[01:58:00.480 --> 01:58:01.920]   That happens a lot now.
[01:58:01.920 --> 01:58:05.360]   So please, model creators, please provide papers.
[01:58:05.360 --> 01:58:07.680]   Otherwise, it gets more complicated.
[01:58:07.680 --> 01:58:10.560]   There's also, like, some other issues.
[01:58:11.120 --> 01:58:17.280]   And we have a Colab notebook, which provides all these -- so if you open up the link, Gemma details,
[01:58:17.280 --> 01:58:24.720]   in the -- remember, if you don't have access to these slides, it is tinyurl.com/unsloth, right?
[01:58:25.840 --> 01:58:27.120]   That's the slides.
[01:58:27.120 --> 01:58:32.400]   If you open up the Colab notebook, this is actually runnable in Colab.
[01:58:32.400 --> 01:58:36.640]   Please log into your Google account for this to actually work.
[01:58:36.640 --> 01:58:44.560]   But we show that this is the logl2 norm, so we check the -- so this layer number, right?
[01:58:44.560 --> 01:58:45.760]   There's, like, 18 layers.
[01:58:45.760 --> 01:58:51.280]   We check every single layer, the output of the actual good implementation.
[01:58:51.280 --> 01:58:55.760]   So the DeepMind implementation with the HuggingFace one, with the PyTorch one, with the other ones.
[01:58:55.760 --> 01:58:59.680]   And if you do the L2 norm, you find that the error is very high.
[01:58:59.680 --> 01:59:05.360]   And what we showed is that you can actually move the error down by doing multiple changes, right?
[01:59:05.360 --> 01:59:09.760]   So each line -- you can see there's, like, multiple lines -- each line is actually a method
[01:59:09.760 --> 01:59:14.640]   that we apply to make it better, right? So, like, we finally found that approximately either
[01:59:14.640 --> 01:59:19.440]   the blue line -- I mean, it depends on which one you like -- either the blue line or the black line
[01:59:19.440 --> 01:59:24.880]   makes training much better. Does anyone notice any interesting things about this graph?
[01:59:24.880 --> 01:59:32.880]   Anything interesting? Like, do you see the -- so remember, each line is a fix that we did, right?
[01:59:32.880 --> 01:59:37.600]   So, like, there's many lines, and we did a fix, and it changes the error.
[01:59:39.040 --> 01:59:46.160]   And we selected the black line to be the final one. Does anyone have any -- what is, like,
[01:59:46.160 --> 01:59:46.960]   anything interesting?
[01:59:46.960 --> 01:59:59.120]   Yes. So one of them caused a huge jump, and that is a float 32 fix that we did for all architectures.
[01:59:59.120 --> 02:00:03.520]   Yes. And the other ones are less prominent. But anything else? Anything else interesting? Yes?
[02:00:08.320 --> 02:00:15.600]   Yes. Fantastic. Why? I do not know. And that is a good question, and I don't actually know.
[02:00:15.600 --> 02:00:18.320]   I think it's just language -- yeah, I have a theory. The theory is --
[02:00:18.320 --> 02:00:24.640]   Yeah, but unfortunately, I can't say everything. Like, I mean, my theory is -- and there was also
[02:00:24.640 --> 02:00:29.920]   a jump as well in the middle -- and the blue line, you know, it starts from very low, it goes up very high,
[02:00:29.920 --> 02:00:34.880]   and everything does this, right? So, like, there is some weird transition boundary in the Gemma model,
[02:00:34.880 --> 02:00:42.160]   right? And so, like, I'm just going to guess. My guess is that when you train a transformer,
[02:00:42.160 --> 02:00:47.760]   the later layers get harder and harder to train, right? The earlier layers actually get very easy to
[02:00:47.760 --> 02:00:52.560]   train. And so this transition boundary is when the model probably wasn't really trained that well.
[02:00:53.200 --> 02:00:58.000]   So I'm going to guess, this is just guessing, that maybe the model should have been trained for more
[02:00:58.000 --> 02:01:06.160]   data, and the boundary should disappear. This is just my guess. So there is a phenomenon, essentially,
[02:01:06.160 --> 02:01:14.640]   it's like more data. The model, the last layers are much harder to train. And that's kind of my theory.
[02:01:14.640 --> 02:01:17.680]   But I don't think so. That's correct. But, okay.
[02:01:17.680 --> 02:01:22.400]   And the blue one kind of dropped for a moment, right?
[02:01:22.400 --> 02:01:24.560]   Yes. Right before the last one?
[02:01:24.560 --> 02:01:29.840]   Yeah, exactly. So in the end -- so now the question is, like, why did we choose the black one, then?
[02:01:29.840 --> 02:01:34.800]   Why didn't we choose the green -- the blue line? So that's adding the exact jellu that we found.
