
[00:00:00.000 --> 00:00:04.060]   This is Sax's big day. There he is. Oh, there's Tucker. Oh, look
[01:28:22.360 --> 01:28:28.360]   And, you know, do we need to shrink government, shrink overall discretionary spending?
[01:28:28.360 --> 01:28:29.360]   Do we need to cut these entitlements?
[01:28:29.360 --> 01:28:30.360]   Do we need to do it all?
[01:28:30.360 --> 01:28:37.360]   And how do we get there given that everyone gets elected by telling people, "I'm going to give you more stuff."
[01:28:37.360 --> 01:28:42.360]   And then this just kind of cascades for decades until eventually bad shit happens.
[01:28:42.360 --> 01:28:44.360]   Well, who's going to buy our debt?
[01:28:44.360 --> 01:28:46.360]   I mean, that's like, it's scary.
[01:28:46.360 --> 01:28:48.360]   It's so scary.
[01:28:48.360 --> 01:28:51.360]   You know, this is, of course, the problem with democracy.
[01:28:51.360 --> 01:28:56.360]   I mean, I think since, you know, from the Roman Republic until 1776, like how many democracies were there?
[01:28:56.360 --> 01:28:57.360]   Exactly.
[01:28:57.360 --> 01:28:59.360]   Let me do the math on that.
[01:28:59.360 --> 01:29:02.360]   Approximately zero in that range.
[01:29:02.360 --> 01:29:07.360]   And this was the critique, of course, in Europe of democracy at the time.
[01:29:07.360 --> 01:29:14.360]   Not that it gave too much freedom to the average person, but that it would result in tyranny.
[01:29:14.360 --> 01:29:23.360]   And when the majority discovered it could steal the goods of whomever it wanted legally, legally, you would wind up with dictatorship.
[01:29:23.360 --> 01:29:27.360]   I mean, this is like a very well-tried path, but I mean, I hope it doesn't get to that.
[01:29:27.360 --> 01:29:29.360]   I'm not making an argument against democracy.
[01:29:29.360 --> 01:29:34.360]   I'm just saying it's a little bit harder to perpetuate than we thought that it was.
[01:29:34.360 --> 01:29:38.360]   And this is kind of the fear that people have had for hundreds of years.
[01:29:38.360 --> 01:29:42.360]   The fiscal condition is the manifestation of that structural problem.
[01:29:42.360 --> 01:29:45.360]   Yes, yes, that's exactly right.
[01:29:45.360 --> 01:29:50.360]   Let's end on this Elon clip from yesterday, just about virtue.
[01:29:50.360 --> 01:29:52.360]   I'd like to get your reaction to this, Tucker.
[01:29:52.360 --> 01:29:58.360]   Tesla has done more to help the environment than all other companies combined.
[01:29:58.360 --> 01:30:06.360]   Would it be fair to say that, therefore, as a leader of the company, I've done more for the environment than any single human on Earth?
[01:30:06.360 --> 01:30:08.360]   How do you feel about that?
[01:30:08.360 --> 01:30:11.360]   How do I feel about that?
[01:30:11.360 --> 01:30:16.360]   Yeah, no, I'm asking you personally how you feel about that, because we were talking about power and influence and...
[01:30:16.360 --> 01:30:21.360]   I'm saying what I care about is the reality of goodness, not the perception of it.
[01:30:21.360 --> 01:30:27.360]   And what I see all over the place is people who care about looking good while doing evil.
[01:30:27.360 --> 01:30:28.360]   Fuck them.
[01:30:28.360 --> 01:30:31.360]   Your thoughts on virtue signaling versus reality?
[01:30:31.360 --> 01:30:41.360]   It was like the hand of God massaging my central nervous system, like every erogenous zone was just heightened to awareness.
[01:30:41.360 --> 01:30:43.360]   I couldn't agree more with...
[01:30:43.360 --> 01:30:45.360]   That's a full release.
[01:30:45.360 --> 01:30:47.360]   I'm so dirty, I'm sorry.
[01:30:47.360 --> 01:30:52.360]   No, but I so vehemently agree, and I don't even like electric cars.
[01:30:52.360 --> 01:30:53.360]   I don't think they help the environment.
[01:30:53.360 --> 01:30:55.360]   I didn't even agree with that before.
[01:30:55.360 --> 01:31:02.360]   I just love his point, which is the point, which is what actually matters is what you do.
[01:31:02.360 --> 01:31:03.360]   It's not what you think.
[01:31:03.360 --> 01:31:05.360]   What matters is helping other people.
[01:31:05.360 --> 01:31:11.360]   And I also think that the fact that Andrew Ross Sorkin has a television job shows this is not a meritocracy.
[01:31:11.360 --> 01:31:13.360]   Like, I don't know how he got that.
[01:31:13.360 --> 01:31:17.360]   But his response to that was like, he didn't even...
[01:31:17.360 --> 01:31:18.360]   He can't even...
[01:31:18.360 --> 01:31:24.360]   I'll just kind of say this is like so inside baseball, but it's literally what I do for a living, have done all my life.
[01:31:24.360 --> 01:31:25.360]   That's what we do, Tucker.
[01:31:25.360 --> 01:31:26.360]   You and I do this.
[01:31:26.360 --> 01:31:29.360]   The key to interviewing people, yes, is to listen to them.
[01:31:29.360 --> 01:31:31.360]   Larry King, I used to fill in for Larry King at CNN.
[01:31:31.360 --> 01:31:33.360]   He was number one, 9pm, all this stuff.
[01:31:33.360 --> 01:31:36.360]   The first time I filled in for Larry King, there was no research on the guests.
[01:31:36.360 --> 01:31:38.360]   I had two guests, no research.
[01:31:38.360 --> 01:31:41.360]   And I said to the producer, Larry was like in Cabo with wife number seven.
[01:31:41.360 --> 01:31:43.360]   And I said, where's the research?
[01:31:43.360 --> 01:31:44.360]   Oh, Larry doesn't do research.
[01:31:44.360 --> 01:31:46.360]   So I do the show and fine.
[01:31:46.360 --> 01:31:48.360]   And I called him after, I was like, dude, you do no research?
[01:31:48.360 --> 01:31:52.360]   He goes, and he was number one, most dominant figure in cable news by far.
[01:31:52.360 --> 01:31:55.360]   And he goes, no, I just listen.
[01:31:55.360 --> 01:31:57.360]   And when someone says something weird, I pause.
[01:31:57.360 --> 01:31:59.360]   And I said, wait, wait a second, wait a second, wait a second.
[01:31:59.360 --> 01:32:01.360]   You killed someone in 1962?
[01:32:01.360 --> 01:32:02.360]   Why'd you kill him?
[01:32:02.360 --> 01:32:03.360]   And follow up.
[01:32:03.360 --> 01:32:06.360]   You're present in the interview.
[01:32:06.360 --> 01:32:07.360]   Yes.
[01:32:07.360 --> 01:32:09.360]   And then you follow up based on what this guest said.
[01:32:09.360 --> 01:32:10.360]   Notice how Jason's interrupting you right now.
[01:32:10.360 --> 01:32:11.360]   Sorry, go ahead, Tucker.
[01:32:11.360 --> 01:32:12.360]   No, I love it.
[01:32:12.360 --> 01:32:13.360]   I love it.
[01:32:13.360 --> 01:32:14.360]   I'm listening to what Tucker said and reflecting back to what he said.
[01:32:14.360 --> 01:32:15.360]   Because what?
[01:32:15.360 --> 01:32:16.360]   Because game realizes game.
[01:32:16.360 --> 01:32:17.360]   That's right.
[01:32:17.360 --> 01:32:18.360]   It's a co-equate.
[01:32:18.360 --> 01:32:21.360]   J-Cal's treating this as validation.
[01:32:21.360 --> 01:32:22.360]   Absolutely.
[01:32:22.360 --> 01:32:25.360]   There's actually a story to this, Tucker, that you don't need to know about.
[01:32:25.360 --> 01:32:28.360]   I can tell it's tantalizing.
[01:32:28.360 --> 01:32:29.360]   It is.
[01:32:29.360 --> 01:32:30.360]   Oh, it is.
[01:32:30.360 --> 01:32:31.360]   It is.
[01:32:31.360 --> 01:32:32.360]   Trust me.
[01:32:32.360 --> 01:32:33.360]   Well, let's end here.
[01:32:33.360 --> 01:32:37.360]   You know, we have a lot of fans of not only, there's about 18% crossover between All In
[01:32:37.360 --> 01:32:38.360]   and your work, Tucker.
[01:32:38.360 --> 01:32:43.360]   And they send me images of you out there and about in the world.
[01:32:43.360 --> 01:32:46.360]   And I just got this one in my DMs.
[01:32:46.360 --> 01:32:48.360]   I don't know what's going on.
[01:32:48.360 --> 01:32:49.360]   What's going on here?
[01:32:49.360 --> 01:32:50.360]   Is that a party movie?
[01:32:50.360 --> 01:32:51.360]   Is that a party movie?
[01:32:51.360 --> 01:32:52.360]   I'm sure where you guys are.
[01:32:52.360 --> 01:32:53.360]   This is the bromance is complete.
[01:32:53.360 --> 01:32:55.360]   We got to run out of these yet?
[01:32:55.360 --> 01:32:56.360]   That is so.
[01:32:56.360 --> 01:32:57.360]   You know what?
[01:32:57.360 --> 01:32:58.360]   I'm not.
[01:32:58.360 --> 01:32:59.360]   That's kind of hunky.
[01:32:59.360 --> 01:33:00.360]   I'm just being honest.
[01:33:00.360 --> 01:33:01.360]   Yeah.
[01:33:01.360 --> 01:33:02.360]   Yeah.
[01:33:02.360 --> 01:33:03.360]   It's a lot going on here.
[01:33:03.360 --> 01:33:04.360]   Well, listen, we got to wrap.
[01:33:04.360 --> 01:33:05.360]   It's like a Vineyard Vine t-shirt.
[01:33:05.360 --> 01:33:07.360]   The bromance is now complete.
[01:33:07.360 --> 01:33:09.360]   Tucker, we'd love to have you back on a regular basis.
[01:33:09.360 --> 01:33:10.360]   Actually, I think you.
[01:33:10.360 --> 01:33:11.360]   That was so fun.
[01:33:11.360 --> 01:33:12.360]   That was super fun.
[01:33:12.360 --> 01:33:13.360]   That was great.
[01:33:13.360 --> 01:33:14.360]   And I'm sorry for talking too much.
[01:33:14.360 --> 01:33:17.360]   You guys spun me up into a frenzy, but I appreciate it.
[01:33:17.360 --> 01:33:18.360]   No, no.
[01:33:18.360 --> 01:33:19.360]   Great guests.
[01:33:19.360 --> 01:33:20.360]   I thought you were number one in media.
[01:33:20.360 --> 01:33:21.360]   I was so fun.
[01:33:21.360 --> 01:33:22.360]   I really enjoyed it.
[01:33:22.360 --> 01:33:23.360]   Thanks for having me.
[01:33:23.360 --> 01:33:24.360]   Thank you.
[01:33:24.360 --> 01:33:25.360]   Really, really good.
[01:33:25.360 --> 01:33:26.360]   Thank you very much, Tucker.
[01:33:26.360 --> 01:33:27.360]   Thank you.
[01:33:27.360 --> 01:33:28.360]   Thanks, guys.
[01:33:28.360 --> 01:33:29.360]   That was amazing.
[01:33:29.360 --> 01:33:30.360]   Good luck with the new launch.
[01:33:30.360 --> 01:33:32.360]   Everybody go to Tucker Farlson dot com.
[01:33:32.360 --> 01:33:35.360]   And when the subs come out on day one, give them a sub.
[01:33:35.360 --> 01:33:40.360]   Okay, so Tucker sub didn't come out exactly how I wanted.
[01:33:40.360 --> 01:33:43.360]   You can stop.
[01:33:43.360 --> 01:33:46.360]   Are you going to be a sub for Tucker's tax?
[01:33:46.360 --> 01:33:47.360]   Are you something?
[01:33:47.360 --> 01:33:50.360]   I'm going to Dom for Tucker.
[01:33:50.360 --> 01:33:51.360]   All right.
[01:33:51.360 --> 01:33:52.360]   Thanks, Doc.
