
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[01:37:50.000 --> 01:37:51.000]   Went over.
[01:37:51.000 --> 01:37:53.000]   They asked – talked for a moment.
[01:37:53.000 --> 01:37:54.000]   They asked for identification.
[01:37:54.000 --> 01:37:56.000]   Clearly, my wife and I don't stand out.
[01:37:56.000 --> 01:37:57.000]   We're normal.
[01:37:57.000 --> 01:38:00.000]   We just told them we just stopped to look at the water here for a couple of minutes.
[01:38:00.000 --> 01:38:02.000]   So it was probably not a big deal.
[01:38:02.000 --> 01:38:13.000]   I forget the circumstances but basically they ran the tag, looked at the identification, and then they asked me something about – they did this question.
[01:38:13.000 --> 01:38:16.000]   Let me read here from the book and then we'll go into my situation.
[01:38:16.000 --> 01:38:22.000]   "When they stop you for a traffic violation, cops can always search your car if you agree to let them.
[01:38:22.000 --> 01:38:27.000]   Police will induce you to consent by asking the famous cop trick questions.
[01:38:27.000 --> 01:38:30.000]   You will hear these words on your next traffic stop.
[01:38:30.000 --> 01:38:31.000]   They go like this.
[01:38:31.000 --> 01:38:35.000]   'Cop, by the way, you don't happen to have any guns or narcotics in the car, do you?'
[01:38:35.000 --> 01:38:37.000]   'You, who, me?
[01:38:37.000 --> 01:38:39.000]   Uh, no.'
[01:38:39.000 --> 01:38:42.000]   'Cop, then you don't mind if I make a search, do you?'
[01:38:42.000 --> 01:38:46.000]   'You, well – of course I don't mind.'
[01:38:46.000 --> 01:38:51.000]   When you answer this way, you consent to a search and effectively waive your constitutional rights.
[01:38:51.000 --> 01:38:53.000]   Don't even try to answer these questions.
[01:38:53.000 --> 01:38:56.000]   Simply repeat the magic words, 'No, you can't search my car.'"
[01:38:56.000 --> 01:39:00.000]   So this is what happened to me is a police officer said, "You don't have any guns or narcotics in the car.
[01:39:00.000 --> 01:39:02.000]   I don't – guns or drugs in the car."
[01:39:02.000 --> 01:39:06.000]   And I had guns in the car and I had I think three or four or something like that.
[01:39:06.000 --> 01:39:09.000]   I don't remember why I had so many guns in the car, but I had a bunch of guns in the car.
[01:39:09.000 --> 01:39:13.000]   And so I don't lie to police officers.
[01:39:13.000 --> 01:39:14.000]   I said, "Yes, I do."
[01:39:14.000 --> 01:39:16.000]   "Oh, well, you don't mind if we search the car, do you?"
[01:39:16.000 --> 01:39:18.000]   And I consented to the search.
[01:39:18.000 --> 01:39:26.000]   Now, at the time, I did not understand – I was not aware of the fact that I didn't need to give them consent.
[01:39:26.000 --> 01:39:29.000]   Well, I gave them consent, which is really annoying, and they were fine about it.
[01:39:29.000 --> 01:39:31.000]   They were perfectly professional.
[01:39:31.000 --> 01:39:32.000]   I told them where the guns were.
[01:39:32.000 --> 01:39:35.000]   They took them out, made sure everything was unloaded, laid them all out on the hood.
[01:39:35.000 --> 01:39:41.000]   But it was embarrassing and it was annoying to have a police officer go through my vehicle with a flashlight and a fine-tooth comb.
[01:39:41.000 --> 01:39:46.000]   I don't have – I don't hang out with people who leave drugs in the car.
[01:39:46.000 --> 01:39:49.000]   But a lot of people do have people who leave drugs in the car.
[01:39:49.000 --> 01:39:59.000]   And it's important to know – and I learned even by reading this book – that even if you are not regularly transporting illegal substances, you can have a lot of problems.
[01:39:59.000 --> 01:40:08.000]   For example, if you have a child who has ADHD and they take narcotics for that, Ritalin or something like that, it's very common if you transport children.
[01:40:08.000 --> 01:40:10.000]   Sometimes you might be transporting children with ADHD.
[01:40:10.000 --> 01:40:16.000]   Well, that pill falls out of their pocket or they just leave it there in the seat and now all of a sudden you have drugs in the car.
[01:40:16.000 --> 01:40:21.000]   And because that pill is not with its prescription-labeled bottle, you've got a problem.
[01:40:21.000 --> 01:40:22.000]   Lots of people do this all the time.
[01:40:22.000 --> 01:40:31.000]   You're breaking the law if you have pills that are narcotics such as Ritalin and you don't have it in the original bottle with the prescription with it.
[01:40:31.000 --> 01:40:39.000]   So I stood there and watched the police officers go through my car with a fine-tooth comb doing everything out.
[01:40:39.000 --> 01:40:43.000]   They didn't find anything and it was not a huge deal.
[01:40:43.000 --> 01:40:50.000]   I loaded everything back up, took my guns back off the hood, very low-key and left.
[01:40:50.000 --> 01:40:52.000]   But – and it was annoying.
[01:40:52.000 --> 01:41:06.000]   And many people would have something in that situation, some kind of – something in that situation that would cause them to be a problem.
[01:41:06.000 --> 01:41:15.000]   If those police officers had found anything in my car, whether it was from me or from anybody else, they would have had cause to possibly arrest me.
[01:41:15.000 --> 01:41:26.000]   And just the fact that I was not schooled on my rights at that point in time and I gave consent, that consent very well could have caused me to go on the electronic plantation.
[01:41:26.000 --> 01:41:28.000]   I'm thankful there was nothing in my car.
[01:41:28.000 --> 01:41:31.000]   But it was the point was that I gave consent.
[01:41:31.000 --> 01:41:36.000]   Now, just because I had guns in my car didn't matter. That makes no difference.
[01:41:36.000 --> 01:41:40.000]   In the state of Florida, you don't even have to have a license, a concealed carry license.
[01:41:40.000 --> 01:41:50.000]   In the state of Florida, any person who's not a felon can carry firearms in their conveyance without any need for licenses or permission whatsoever.
[01:41:50.000 --> 01:41:53.000]   That means that if you live in – I don't know the laws of your state.
[01:41:53.000 --> 01:41:56.000]   In the state of Florida, you can carry a gun in your car concealed, by the way.
[01:41:56.000 --> 01:42:00.000]   It doesn't have to – concealed in your car, in your airplane, in your boat.
[01:42:00.000 --> 01:42:05.000]   You can carry a gun in your car in your conveyance without any need for a license.
[01:42:05.000 --> 01:42:13.000]   So, even – so the point is that just having guns in the car is not probable cause for me to have a search.
[01:42:13.000 --> 01:42:15.000]   It was the fact that I gave consent.
[01:42:15.000 --> 01:42:20.000]   And my answer should have been, "No, you may not search my vehicle."
[01:42:20.000 --> 01:42:22.000]   And I would have been perfectly fine.
[01:42:22.000 --> 01:42:33.000]   So never, ever give consent to the police officer to search your vehicle because you don't know what they might find that you might not have known about.
[01:42:33.000 --> 01:42:41.000]   There was just a guy in New York this week, a guy named Simeon Mokiber in Niagara Falls, New York.
[01:42:41.000 --> 01:42:57.000]   He was convicted April 21 – I found the article here real quick – was convicted April 21 on three felony counts of possessing "large capacity ammunition feeding devices" under Governor Andrew Cuomo's SAFE Act.
[01:42:57.000 --> 01:43:02.000]   Mokiber served nine years in the US Army and participated in the 2003 invasion of Iraq.
[01:43:02.000 --> 01:43:10.000]   He subsequently worked as an armed private security contractor in Iraq and Afghanistan and was formally licensed as an armed security guard in New York.
[01:43:10.000 --> 01:43:14.000]   He's the father of an eight-year-old with disabilities and had no prior criminal record.
[01:43:14.000 --> 01:43:17.000]   Mokiber was pulled over for speeding in April 2016.
[01:43:17.000 --> 01:43:22.000]   Although Mokiber had not been drinking, police performed field sobriety tests.
[01:43:22.000 --> 01:43:29.000]   When Mokiber requested that officers turn on body cameras, he was arrested and his vehicle was searched without a warrant.
[01:43:29.000 --> 01:43:37.000]   Police found three 17-round Glock handgun magazines in a locked container that was opened without Mokiber's consent.
[01:43:37.000 --> 01:43:44.000]   Although Mokiber was the owner of a licensed and registered handgun, no gun was present in the vehicle at the time of the traffic stop, only the magazines.
[01:43:44.000 --> 01:43:56.000]   Under New York law, possessing an "ammunition feeding device" capable of holding more than 10 rounds is a felony carrying a maximum penalty of seven years in prison.
[01:43:56.000 --> 01:44:03.000]   If Mokiber is sentenced consecutively, he faces up to 21 years in state prison for possession of the magazines.
[01:44:03.000 --> 01:44:15.000]   So this story is just – is insane and there's – it's just an example of so many types of stories that can happen.
[01:44:15.000 --> 01:44:18.000]   I read a book. What was it? I can't remember the name of it.
[01:44:18.000 --> 01:44:24.000]   I read about a book that talked about the fact that most of us commit three felonies a day and we don't even know about it.
[01:44:24.000 --> 01:44:28.000]   So you and I are committing three felonies today that we're probably not even aware of.
[01:44:28.000 --> 01:44:45.000]   Now, in this situation, I have no idea if the guy knew that he was committing a felony by having capacity of the "large capacity ammunition feeding devices," which is stupid because it's just standard capacity for a Glock 17, holds 17 round magazines.
[01:44:45.000 --> 01:44:56.000]   And doesn't have the gun, has licensed and registered, etc. and he has – but simply because he has possession of the magazines, he is now convicted of a felony and his life will never be the same again.
[01:44:56.000 --> 01:45:01.000]   Now, what were his mistakes? All I know about this is the one news story that I've read here.
[01:45:01.000 --> 01:45:04.000]   But the mistakes – it doesn't sound like he did anything. He wasn't drinking.
[01:45:04.000 --> 01:45:08.000]   But I don't want to get waylaid into that.
[01:45:08.000 --> 01:45:12.000]   Don't consent to search.
[01:45:12.000 --> 01:45:22.000]   Now, in this case, he didn't consent to a search. He asked them to turn on – he asked them to turn on their body cams, which to me seems totally normal, but he was arrested.
[01:45:22.000 --> 01:45:25.000]   I only read the one article. I didn't do my fact-checking on that.
[01:45:25.000 --> 01:45:27.000]   I simply use it as an example.
[01:45:27.000 --> 01:45:30.000]   You don't know what the laws may have changed in.
