
[00:00:00.040 --> 00:00:10.620]   question
[01:50:18.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:50:48.240]   The question is that what happens if you break the law?
[01:50:48.240 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.260 --> 01:51:18.260]   The question is that what happens if you break the law?
[01:51:18.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:51:48.280]   The question is that what happens if you break the law?
[01:51:48.280 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.300 --> 01:52:18.300]   The question is that what happens if you break the law?
[01:52:18.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:52:48.320]   The question is that what happens if you break the law?
[01:52:48.320 --> 01:53:18.340]   the question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.340 --> 01:53:18.340]   The question is that what happens if you break the law?
[01:53:18.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:53:48.360]   The question is that what happens if you break the law?
[01:53:48.360 --> 01:54:18.380]   The question is that what happens if you break the law?
[01:54:18.380 --> 01:54:18.380]   The question is that what happens if you break the law?
[01:54:18.380 --> 01:54:18.380]   The question is that what happens if you break the law?
[01:54:18.380 --> 01:54:18.380]   The question is that what happens if you break the law?
[01:54:18.380 --> 01:54:18.380]   The question is that what happens if you break the law?
[01:54:18.380 --> 01:54:18.380]   The question is that what happens if you break the law?
[01:54:18.380 --> 01:54:18.380]   The question is that what happens if you break the law?
