
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:39:24.900 --> 00:39:25.060]   like
[00:39:25.060 --> 00:39:25.280]   very
[00:39:25.280 --> 00:39:25.720]   specifically
[00:39:25.720 --> 00:39:26.020]   it
[00:39:26.020 --> 00:39:26.220]   has
[00:39:26.220 --> 00:39:26.380]   to
[00:39:26.380 --> 00:39:26.660]   adhere
[00:39:26.660 --> 00:39:26.880]   to
[00:39:26.880 --> 00:39:27.220]   these
[00:39:27.220 --> 00:39:28.200]   thresholds
[00:39:28.200 --> 00:39:28.280]   or
[00:39:28.280 --> 00:39:28.520]   these
[00:39:28.520 --> 00:39:29.120]   requirements
[00:39:29.120 --> 00:39:30.460]   then
[00:39:30.460 --> 00:39:31.100]   from my
[00:39:31.100 --> 00:39:31.400]   experience
[00:39:31.400 --> 00:39:31.780]   it does
[00:39:31.780 --> 00:39:32.220]   actually
[00:39:32.220 --> 00:39:34.000]   flag
[00:39:34.000 --> 00:39:34.360]   issues
[00:39:34.360 --> 00:39:34.600]   when
[00:39:34.600 --> 00:39:35.140]   they
[00:39:35.140 --> 00:39:35.420]   occur
[00:39:35.420 --> 00:39:36.780]   I
[00:39:36.780 --> 00:39:36.940]   got
[00:39:36.940 --> 00:39:37.040]   you
[00:39:37.040 --> 00:39:37.160]   so
[00:39:37.160 --> 00:39:37.280]   you're
[00:39:37.280 --> 00:39:37.480]   saying
[00:39:37.480 --> 00:39:37.620]   just
[00:39:37.620 --> 00:39:37.760]   give
[00:39:37.760 --> 00:39:37.820]   it
[00:39:37.820 --> 00:39:37.920]   a
[00:39:37.920 --> 00:39:38.180]   rubric
[00:39:38.180 --> 00:39:38.340]   to
[00:39:38.340 --> 00:39:38.500]   work
[00:39:38.500 --> 00:39:38.740]   with
[00:39:38.740 --> 00:39:39.620]   yes
[00:39:39.620 --> 00:39:40.020]   exactly
[00:39:40.020 --> 00:39:43.360]   cool
[00:39:43.360 --> 00:39:45.020]   thank you
[00:39:45.020 --> 00:39:45.560]   next
[00:39:45.560 --> 00:39:46.060]   question
[00:39:46.060 --> 00:39:46.340]   was
[00:39:46.340 --> 00:39:46.660]   from
[00:39:46.660 --> 00:39:47.220]   Dirk
[00:39:47.220 --> 00:39:47.880]   he
[00:39:47.880 --> 00:39:48.040]   says
[00:39:48.040 --> 00:39:48.180]   I
[00:39:48.180 --> 00:39:48.540]   failed
[00:39:48.540 --> 00:39:48.640]   to
[00:39:48.640 --> 00:39:48.760]   see
[00:39:48.760 --> 00:39:48.960]   how
[00:39:48.960 --> 00:39:49.520]   handover
[00:39:49.520 --> 00:39:49.780]   from
[00:39:49.780 --> 00:39:50.460]   executor
[00:39:50.460 --> 00:39:50.740]   to
[00:39:50.740 --> 00:39:51.220]   reviewer
[00:39:51.220 --> 00:39:51.320]   is
[00:39:51.320 --> 00:39:51.620]   firmly
[00:39:51.620 --> 00:39:52.200]   defined
[00:39:52.200 --> 00:39:52.600]   couldn't
[00:39:52.600 --> 00:39:52.780]   that
[00:39:52.780 --> 00:39:53.040]   part
[00:39:53.040 --> 00:39:53.260]   fail
[00:39:53.260 --> 00:39:53.580]   easily
[00:39:53.580 --> 00:39:53.740]   and
[00:39:53.740 --> 00:39:53.860]   then
[00:39:53.860 --> 00:39:53.980]   you
[00:39:53.980 --> 00:39:54.260]   only
[00:39:54.260 --> 00:39:54.560]   have
[00:39:54.560 --> 00:39:54.980]   part
[00:39:54.980 --> 00:39:55.120]   of
[00:39:55.120 --> 00:39:55.240]   the
[00:39:55.240 --> 00:39:55.420]   flow
[00:39:55.420 --> 00:39:55.960]   complete
[00:39:55.960 --> 00:39:57.920]   no
[00:39:57.920 --> 00:39:58.480]   so
[00:39:58.480 --> 00:39:59.200]   the
[00:39:59.200 --> 00:39:59.800]   orchestrator
[00:39:59.800 --> 00:40:01.280]   let's
[00:40:01.280 --> 00:40:01.540]   say
[00:40:01.540 --> 00:40:01.820]   the
[00:40:01.820 --> 00:40:02.280]   orchestrator
[00:40:02.280 --> 00:40:02.740]   invokes
[00:40:02.740 --> 00:40:03.200]   a bunch
[00:40:03.200 --> 00:40:03.800]   of
[00:40:03.800 --> 00:40:04.800]   executor
[00:40:04.800 --> 00:40:05.240]   agents
[00:40:05.240 --> 00:40:06.140]   then
[00:40:06.140 --> 00:40:06.360]   it
[00:40:06.360 --> 00:40:06.760]   will
[00:40:06.760 --> 00:40:07.700]   set
[00:40:07.700 --> 00:40:07.960]   the
[00:40:07.960 --> 00:40:08.440]   task
[00:40:08.440 --> 00:40:13.580]   right
[00:40:13.580 --> 00:40:14.140]   so
[00:40:14.140 --> 00:40:14.320]   it
[00:40:14.320 --> 00:40:14.440]   will
[00:40:14.440 --> 00:40:14.680]   set
[00:40:14.680 --> 00:40:14.840]   the
[00:40:14.840 --> 00:40:15.180]   task
[00:40:15.180 --> 00:40:15.620]   to
[00:40:15.620 --> 00:40:16.220]   a
[00:40:16.220 --> 00:40:16.400]   certain
[00:40:16.400 --> 00:40:16.880]   status
[00:40:16.880 --> 00:40:17.320]   right
[00:40:17.320 --> 00:40:17.880]   so
[00:40:17.880 --> 00:40:18.140]   for
[00:40:18.140 --> 00:40:18.560]   example
[00:40:18.560 --> 00:40:20.380]   it
[00:40:20.380 --> 00:40:20.600]   can
[00:40:20.600 --> 00:40:20.820]   set
[00:40:20.820 --> 00:40:21.260]   to
[00:40:21.260 --> 00:40:21.680]   these
[00:40:21.680 --> 00:40:22.000]   fixes
[00:40:22.000 --> 00:40:23.740]   but
[00:40:23.740 --> 00:40:23.900]   it
[00:40:23.900 --> 00:40:24.100]   can
[00:40:24.100 --> 00:40:24.440]   never
[00:40:24.440 --> 00:40:25.520]   move
[00:40:25.520 --> 00:40:25.720]   a
[00:40:25.720 --> 00:40:26.140]   task
[00:40:26.140 --> 00:40:26.860]   that's
[00:40:26.860 --> 00:40:27.060]   been
[00:40:27.060 --> 00:40:27.640]   executed
[00:40:27.640 --> 00:40:27.980]   by
[00:40:27.980 --> 00:40:28.860]   that's
[00:40:28.860 --> 00:40:29.000]   been
[00:40:29.000 --> 00:40:29.380]   completed
[00:40:29.380 --> 00:40:29.600]   by
[00:40:29.600 --> 00:40:29.760]   an
[00:40:29.760 --> 00:40:30.260]   executor
[00:40:30.260 --> 00:40:32.000]   to
[00:40:32.000 --> 00:40:32.520]   anything
[00:40:32.520 --> 00:40:33.380]   besides
[00:40:33.380 --> 00:40:35.420]   needs
[00:40:35.420 --> 00:40:35.780]   review
[00:40:35.780 --> 00:40:36.240]   and
[00:40:36.240 --> 00:40:36.400]   then
[00:40:36.400 --> 00:40:36.560]   we
[00:40:36.560 --> 00:40:36.740]   also
[00:40:36.740 --> 00:40:37.020]   have
[00:40:37.020 --> 00:40:37.180]   a
[00:40:37.180 --> 00:40:37.420]   hook
[00:40:37.420 --> 00:40:39.960]   see
[00:40:39.960 --> 00:40:41.780]   we
[00:40:41.780 --> 00:40:42.020]   also
[00:40:42.020 --> 00:40:42.260]   have
[00:40:42.260 --> 00:40:42.420]   a
[00:40:42.420 --> 00:40:42.660]   hook
[00:40:42.660 --> 00:40:42.920]   that
[00:40:42.920 --> 00:40:43.200]   will
[00:40:43.200 --> 00:40:43.940]   automatically
[00:40:43.940 --> 00:40:44.660]   assign
[00:40:44.660 --> 00:40:45.500]   any
[00:40:45.500 --> 00:40:46.020]   task
[00:40:46.020 --> 00:40:46.320]   that
[00:40:46.320 --> 00:40:46.440]   was
[00:40:46.440 --> 00:40:46.780]   completed
[00:40:46.780 --> 00:40:47.000]   by
[00:40:47.000 --> 00:40:47.140]   an
[00:40:47.140 --> 00:40:47.640]   executor
[00:40:47.640 --> 00:40:47.960]   to
[00:40:47.960 --> 00:40:48.300]   a
[00:40:48.300 --> 00:40:48.680]   review
[00:40:48.680 --> 00:40:49.060]   agent
[00:40:49.060 --> 00:40:49.780]   and
[00:40:49.780 --> 00:40:50.080]   there's
[00:40:50.080 --> 00:40:50.200]   a
[00:40:50.200 --> 00:40:50.500]   machine
[00:40:50.500 --> 00:40:50.960]   state
[00:40:50.960 --> 00:40:51.480]   in
[00:40:51.480 --> 00:40:51.880]   the
[00:40:51.880 --> 00:40:53.020]   SQLite
[00:40:53.020 --> 00:40:54.380]   database
[00:40:54.380 --> 00:40:54.580]   so
[00:40:54.580 --> 00:40:54.680]   the
[00:40:54.680 --> 00:40:55.000]   MCP
[00:40:55.000 --> 00:40:55.320]   server
[00:40:55.320 --> 00:40:56.560]   that
[00:40:56.560 --> 00:40:57.280]   doesn't
[00:40:57.280 --> 00:40:57.560]   allow
[00:40:57.560 --> 00:40:57.720]   the
[00:40:57.720 --> 00:40:58.220]   orchestrator
[00:40:58.220 --> 00:40:58.480]   to
[00:40:58.480 --> 00:40:58.860]   ever
[00:40:58.860 --> 00:41:00.360]   move
[00:41:00.360 --> 00:41:00.560]   a
[00:41:00.560 --> 00:41:00.980]   task
[00:41:00.980 --> 00:41:01.760]   like
[00:41:01.760 --> 00:41:02.020]   change
[00:41:02.020 --> 00:41:02.160]   the
[00:41:02.160 --> 00:41:02.420]   status
[00:41:02.420 --> 00:41:02.660]   from
[00:41:02.660 --> 00:41:03.140]   task
[00:41:03.140 --> 00:41:04.080]   that's
[00:41:04.080 --> 00:41:04.220]   been
[00:41:04.220 --> 00:41:04.780]   executed
[00:41:04.780 --> 00:41:05.120]   or
[00:41:05.120 --> 00:41:05.480]   completed
[00:41:05.480 --> 00:41:05.900]   by
[00:41:05.900 --> 00:41:07.140]   an
[00:41:07.140 --> 00:41:07.740]   executor
[00:41:07.740 --> 00:41:08.980]   to
[00:41:08.980 --> 00:41:09.280]   anything
[00:41:09.280 --> 00:41:09.600]   else
[00:41:09.600 --> 00:41:09.780]   that
[00:41:09.780 --> 00:41:10.220]   needs
[00:41:10.220 --> 00:41:10.560]   review
[00:41:10.560 --> 00:41:11.540]   so
[00:41:11.540 --> 00:41:11.960]   only
[00:41:11.960 --> 00:41:12.740]   when
[00:41:12.740 --> 00:41:12.960]   the
[00:41:12.960 --> 00:41:13.660]   status
[00:41:13.660 --> 00:41:13.880]   of
[00:41:13.880 --> 00:41:13.980]   the
[00:41:13.980 --> 00:41:14.260]   task
[00:41:14.260 --> 00:41:14.460]   is
[00:41:14.460 --> 00:41:14.880]   approved
[00:41:14.880 --> 00:41:15.720]   which
[00:41:15.720 --> 00:41:15.900]   can
[00:41:15.900 --> 00:41:16.140]   only
[00:41:16.140 --> 00:41:16.320]   be
[00:41:16.320 --> 00:41:16.600]   done
[00:41:16.600 --> 00:41:17.200]   by
[00:41:17.200 --> 00:41:17.440]   the
[00:41:17.440 --> 00:41:17.680]   review
[00:41:17.680 --> 00:41:18.080]   agent
[00:41:18.080 --> 00:41:18.580]   through
[00:41:18.580 --> 00:41:18.840]   their
[00:41:18.840 --> 00:41:19.300]   MCP
[00:41:19.300 --> 00:41:19.540]   tool
[00:41:19.540 --> 00:41:19.840]   use
[00:41:19.840 --> 00:41:20.700]   then
[00:41:20.700 --> 00:41:21.080]   it
[00:41:21.080 --> 00:41:21.240]   can
[00:41:21.240 --> 00:41:21.420]   be
[00:41:21.420 --> 00:41:21.880]   moved
[00:41:21.880 --> 00:41:22.520]   to
[00:41:22.520 --> 00:41:23.020]   completed
[00:41:23.020 --> 00:41:24.040]   so
[00:41:24.040 --> 00:41:24.500]   there's
[00:41:24.500 --> 00:41:24.720]   a
[00:41:24.720 --> 00:41:25.040]   machine
[00:41:25.040 --> 00:41:25.420]   state
[00:41:25.420 --> 00:41:26.000]   guardrail
[00:41:26.000 --> 00:41:26.600]   that
[00:41:26.600 --> 00:41:27.840]   means
[00:41:27.840 --> 00:41:28.120]   that
[00:41:28.120 --> 00:41:28.280]   the
[00:41:28.280 --> 00:41:28.520]   model
[00:41:28.520 --> 00:41:28.840]   simply
[00:41:28.840 --> 00:41:29.420]   can't
[00:41:29.420 --> 00:41:30.680]   reward
[00:41:30.680 --> 00:41:31.620]   themselves
[00:41:31.620 --> 00:41:32.080]   to
[00:41:32.080 --> 00:41:32.460]   skipping
[00:41:32.460 --> 00:41:32.740]   the
[00:41:32.740 --> 00:41:33.060]   review
[00:41:33.060 --> 00:41:38.620]   all
[00:41:38.620 --> 00:41:38.900]   right
[00:41:38.900 --> 00:41:40.580]   let's
[00:41:40.580 --> 00:41:40.760]   see
[00:41:40.760 --> 00:41:41.080]   next
[00:41:41.080 --> 00:41:41.600]   question
[00:41:41.600 --> 00:41:41.940]   is
[00:41:41.940 --> 00:41:42.460]   around
[00:41:42.460 --> 00:41:43.000]   the
[00:41:43.000 --> 00:41:43.480]   models
[00:41:43.480 --> 00:41:43.680]   that
[00:41:43.680 --> 00:41:43.860]   the
[00:41:43.860 --> 00:41:44.040]   sub
[00:41:44.040 --> 00:41:44.380]   agents
[00:41:44.380 --> 00:41:44.820]   use
[00:41:44.820 --> 00:41:45.040]   do
[00:41:45.040 --> 00:41:45.400]   you
[00:41:45.400 --> 00:41:45.780]   dictate
[00:41:45.780 --> 00:41:46.000]   which
[00:41:46.000 --> 00:41:46.340]   models
[00:41:46.340 --> 00:41:46.540]   they're
[00:41:46.540 --> 00:41:46.900]   using
[00:41:46.900 --> 00:41:47.240]   are
[00:41:47.240 --> 00:41:47.580]   they
[00:41:47.580 --> 00:41:48.060]   just
[00:41:48.060 --> 00:41:48.240]   kind
[00:41:48.240 --> 00:41:48.320]   of
[00:41:48.320 --> 00:41:48.460]   going
[00:41:48.460 --> 00:41:48.700]   to
[00:41:48.700 --> 00:41:49.000]   default
[00:41:49.000 --> 00:41:50.880]   so
[00:41:50.880 --> 00:41:51.580]   depending
[00:41:51.580 --> 00:41:51.820]   on
[00:41:51.820 --> 00:41:51.920]   the
[00:41:51.920 --> 00:41:52.340]   complexity
[00:41:52.340 --> 00:41:52.920]   I'm
[00:41:52.920 --> 00:41:53.820]   pre-executor
[00:41:53.820 --> 00:41:54.140]   I
[00:41:54.140 --> 00:41:54.340]   use
[00:41:54.340 --> 00:41:55.980]   sonnet
[00:41:55.980 --> 00:41:56.420]   since
[00:41:56.420 --> 00:41:56.600]   that
[00:41:56.600 --> 00:41:56.820]   makes
[00:41:56.820 --> 00:41:57.080]   up
[00:41:57.080 --> 00:41:57.740]   the
[00:41:57.740 --> 00:41:58.040]   bulk
[00:41:58.040 --> 00:41:58.920]   of
[00:41:58.920 --> 00:41:59.140]   the
[00:41:59.140 --> 00:41:59.480]   token
[00:41:59.480 --> 00:41:59.920]   usage
[00:41:59.920 --> 00:42:01.140]   but
[00:42:01.140 --> 00:42:01.320]   then
[00:42:01.320 --> 00:42:01.620]   everything
[00:42:01.620 --> 00:42:01.920]   else
[00:42:01.920 --> 00:42:02.160]   is
[00:42:02.160 --> 00:42:02.760]   opus
[00:42:02.760 --> 00:42:03.740]   so
[00:42:03.740 --> 00:42:04.380]   just
[00:42:04.380 --> 00:42:04.700]   the
[00:42:04.700 --> 00:42:05.480]   thing
[00:42:05.480 --> 00:42:05.640]   that
[00:42:05.640 --> 00:42:05.840]   writes
[00:42:05.840 --> 00:42:05.960]   the
[00:42:05.960 --> 00:42:06.200]   code
[00:42:06.200 --> 00:42:06.400]   is
[00:42:06.400 --> 00:42:06.720]   sonnet
[00:42:06.720 --> 00:42:06.920]   but
[00:42:06.920 --> 00:42:07.060]   the
[00:42:07.060 --> 00:42:07.500]   reviewer
[00:42:07.500 --> 00:42:07.660]   the
[00:42:07.660 --> 00:42:08.140]   architect
[00:42:08.140 --> 00:42:08.500]   the
[00:42:08.500 --> 00:42:08.920]   validator
[00:42:08.920 --> 00:42:09.200]   etc
[00:42:09.200 --> 00:42:09.500]   is
[00:42:09.500 --> 00:42:09.700]   all
[00:42:09.700 --> 00:42:10.240]   opus
[00:42:10.240 --> 00:42:12.640]   all
[00:42:12.640 --> 00:42:12.960]   right
[00:42:12.960 --> 00:42:14.380]   let's
[00:42:14.380 --> 00:42:15.080]   see
[00:42:15.080 --> 00:42:15.740]   next
[00:42:15.740 --> 00:42:16.700]   question
[00:42:16.700 --> 00:42:17.540]   I saw
[00:42:17.540 --> 00:42:18.460]   was
[00:42:18.460 --> 00:42:18.640]   have
[00:42:18.640 --> 00:42:18.780]   you
[00:42:18.780 --> 00:42:19.160]   considered
[00:42:19.160 --> 00:42:19.620]   breaking
[00:42:19.620 --> 00:42:19.900]   the
[00:42:19.900 --> 00:42:20.300]   validation
[00:42:20.300 --> 00:42:20.620]   into
[00:42:20.620 --> 00:42:21.060]   layers
[00:42:21.060 --> 00:42:21.540]   approached
[00:42:21.540 --> 00:42:21.780]   by
[00:42:21.780 --> 00:42:22.140]   different
[00:42:22.140 --> 00:42:22.640]   agents
[00:42:22.640 --> 00:42:24.520]   yes
[00:42:24.520 --> 00:42:26.280]   and we
[00:42:26.280 --> 00:42:27.000]   I mean
[00:42:27.000 --> 00:42:27.180]   we
[00:42:27.180 --> 00:42:28.060]   kind of
[00:42:28.060 --> 00:42:28.820]   do that
[00:42:28.820 --> 00:42:29.380]   it depends
[00:42:29.380 --> 00:42:29.700]   a bit
[00:42:29.700 --> 00:42:30.340]   so we
[00:42:30.340 --> 00:42:30.700]   also have
[00:42:30.700 --> 00:42:31.000]   like a
[00:42:31.000 --> 00:42:31.420]   playwright
[00:42:31.420 --> 00:42:32.640]   debugger
[00:42:32.640 --> 00:42:34.060]   so
[00:42:34.060 --> 00:42:34.120]   so
[00:42:34.120 --> 00:42:34.480]   for
[00:42:34.480 --> 00:42:37.840]   some
[00:42:37.840 --> 00:42:38.240]   things
[00:42:38.240 --> 00:42:40.180]   especially
[00:42:40.180 --> 00:42:40.420]   like
[00:42:40.420 --> 00:42:40.720]   runtime
[00:42:40.720 --> 00:42:41.180]   issues
[00:42:41.180 --> 00:42:42.460]   the
[00:42:42.460 --> 00:42:43.680]   orchestrator
[00:42:43.680 --> 00:42:44.580]   can choose
[00:42:44.580 --> 00:42:44.940]   to hand
[00:42:44.940 --> 00:42:45.200]   off
[00:42:45.200 --> 00:42:45.780]   to a
[00:42:45.780 --> 00:42:46.220]   playwright
[00:42:46.220 --> 00:42:46.760]   debugger
[00:42:46.760 --> 00:42:48.420]   and this
[00:42:48.420 --> 00:42:49.340]   agent
[00:42:49.340 --> 00:42:49.780]   is then
[00:42:49.780 --> 00:42:50.340]   well
[00:42:50.340 --> 00:42:51.100]   you know
[00:42:51.100 --> 00:42:51.500]   specialized
[00:42:51.500 --> 00:42:52.400]   is a big
[00:42:52.400 --> 00:42:52.720]   word
[00:42:52.720 --> 00:42:53.140]   obviously
[00:42:53.140 --> 00:42:53.460]   it's just
[00:42:53.460 --> 00:42:53.860]   a prompt
[00:42:53.860 --> 00:42:54.120]   right
[00:42:54.120 --> 00:42:54.420]   but
[00:42:54.420 --> 00:42:55.660]   focused
[00:42:55.660 --> 00:42:56.280]   on
[00:42:56.280 --> 00:42:58.200]   debugging
[00:42:58.200 --> 00:42:58.720]   issues
[00:42:58.720 --> 00:42:59.200]   using
[00:42:59.200 --> 00:42:59.420]   the
[00:42:59.420 --> 00:42:59.960]   playwright
[00:42:59.960 --> 00:43:00.620]   mcp
[00:43:00.620 --> 00:43:01.420]   and
[00:43:01.420 --> 00:43:02.080]   for our
[00:43:02.080 --> 00:43:02.700]   frontend
[00:43:02.700 --> 00:43:03.520]   so we
[00:43:03.520 --> 00:43:03.880]   also have
[00:43:03.880 --> 00:43:05.040]   a frontend
[00:43:05.040 --> 00:43:05.880]   agent
[00:43:05.880 --> 00:43:06.480]   stack
[00:43:06.480 --> 00:43:08.100]   kind of
[00:43:08.100 --> 00:43:08.400]   the same
[00:43:08.400 --> 00:43:08.920]   principle
[00:43:08.920 --> 00:43:10.880]   they were
[00:43:10.880 --> 00:43:11.340]   like this
[00:43:11.340 --> 00:43:12.100]   it's a bit
[00:43:12.100 --> 00:43:12.440]   different
[00:43:12.440 --> 00:43:12.900]   because it's
[00:43:12.900 --> 00:43:13.140]   like
[00:43:13.140 --> 00:43:14.100]   the frontend
[00:43:14.100 --> 00:43:15.300]   it's very
[00:43:15.300 --> 00:43:15.640]   hard
[00:43:15.640 --> 00:43:16.400]   at least
[00:43:16.400 --> 00:43:16.680]   you know
[00:43:16.680 --> 00:43:17.100]   I'm not
[00:43:17.100 --> 00:43:17.360]   good at
[00:43:17.360 --> 00:43:17.760]   frontend
[00:43:17.760 --> 00:43:18.240]   so maybe
[00:43:18.240 --> 00:43:18.480]   I should
[00:43:18.480 --> 00:43:18.820]   start with
[00:43:18.820 --> 00:43:19.080]   that
[00:43:19.080 --> 00:43:20.560]   definitely
[00:43:20.560 --> 00:43:21.020]   frontend
[00:43:21.020 --> 00:43:21.420]   design
[00:43:21.420 --> 00:43:23.320]   but it's
[00:43:23.320 --> 00:43:23.760]   been very
[00:43:23.760 --> 00:43:24.140]   hard to
[00:43:24.140 --> 00:43:24.280]   like
[00:43:24.280 --> 00:43:24.640]   just use
[00:43:24.640 --> 00:43:24.800]   like
[00:43:24.800 --> 00:43:25.160]   design
[00:43:25.160 --> 00:43:25.660]   tokens
[00:43:25.660 --> 00:43:26.280]   and stuff
[00:43:26.280 --> 00:43:26.780]   to keep
[00:43:26.780 --> 00:43:27.220]   everything
[00:43:27.220 --> 00:43:27.660]   like
[00:43:27.660 --> 00:43:27.940]   looking
[00:43:27.940 --> 00:43:28.260]   good
[00:43:28.260 --> 00:43:29.680]   so we
[00:43:29.680 --> 00:43:30.440]   kind of
[00:43:30.440 --> 00:43:31.860]   went through
[00:43:31.860 --> 00:43:32.380]   this more
[00:43:32.380 --> 00:43:33.480]   esoteric
[00:43:33.480 --> 00:43:34.140]   approach
[00:43:34.140 --> 00:43:34.940]   we have
[00:43:34.940 --> 00:43:35.180]   like this
[00:43:35.180 --> 00:43:35.420]   visual
[00:43:35.420 --> 00:43:36.100]   anthropologist
[00:43:36.100 --> 00:43:36.500]   which will
[00:43:36.500 --> 00:43:36.980]   basically
[00:43:36.980 --> 00:43:41.380]   so it
[00:43:41.380 --> 00:43:41.640]   takes
[00:43:41.640 --> 00:43:42.200]   screenshots
[00:43:42.200 --> 00:43:42.900]   and then
[00:43:42.900 --> 00:43:43.360]   it just
[00:43:43.360 --> 00:43:44.020]   ingests
[00:43:44.020 --> 00:43:44.600]   the screenshots
[00:43:44.600 --> 00:43:45.120]   of the
[00:43:45.120 --> 00:43:45.540]   frontend
[00:43:45.540 --> 00:43:46.260]   to make
[00:43:46.260 --> 00:43:47.580]   design
[00:43:47.580 --> 00:43:48.260]   decisions
[00:43:48.260 --> 00:43:49.800]   so yes
[00:43:49.800 --> 00:43:50.140]   sorry
[00:43:50.140 --> 00:43:51.040]   that was a bit
[00:43:51.040 --> 00:43:51.420]   of a tangent
[00:43:51.420 --> 00:43:51.900]   but yes
[00:43:51.900 --> 00:43:52.480]   we do
[00:43:52.480 --> 00:43:53.060]   use specialized
[00:43:53.060 --> 00:43:53.860]   agents
[00:43:53.860 --> 00:43:55.420]   or sub
[00:43:55.420 --> 00:43:55.720]   agents
[00:43:55.720 --> 00:43:56.400]   rather for
[00:43:56.400 --> 00:43:57.460]   review
[00:43:57.460 --> 00:43:58.160]   if it's
[00:43:58.160 --> 00:43:58.580]   necessary
[00:43:58.580 --> 00:43:59.380]   and usually
[00:43:59.380 --> 00:43:59.760]   that will
[00:43:59.760 --> 00:44:00.240]   be the
[00:44:00.240 --> 00:44:00.440]   data
[00:44:00.440 --> 00:44:01.000]   reviewer
[00:44:01.000 --> 00:44:01.620]   if it's
[00:44:01.620 --> 00:44:02.120]   specifically
[00:44:02.120 --> 00:44:02.880]   for stuff
[00:44:02.880 --> 00:44:03.420]   that's like
[00:44:03.420 --> 00:44:04.120]   business
[00:44:04.120 --> 00:44:04.460]   logic
[00:44:04.460 --> 00:44:04.860]   related
[00:44:04.860 --> 00:44:05.460]   like
[00:44:05.460 --> 00:44:05.800]   synthetic
[00:44:05.800 --> 00:44:06.080]   data
[00:44:06.080 --> 00:44:06.300]   that we
[00:44:06.300 --> 00:44:06.720]   generate
[00:44:06.720 --> 00:44:07.340]   and we
[00:44:07.340 --> 00:44:07.460]   have
[00:44:07.460 --> 00:44:07.920]   frontend
[00:44:07.920 --> 00:44:08.520]   architect
[00:44:08.520 --> 00:44:09.320]   and then
[00:44:09.320 --> 00:44:09.440]   we have
[00:44:09.440 --> 00:44:09.880]   a playwright
[00:44:09.880 --> 00:44:10.620]   debugger
[00:44:10.620 --> 00:44:11.100]   and that's
[00:44:11.100 --> 00:44:11.420]   kind of
[00:44:11.420 --> 00:44:11.800]   all we
[00:44:11.800 --> 00:44:12.060]   have
[00:44:12.060 --> 00:44:12.280]   but
[00:44:12.280 --> 00:44:13.540]   maybe
[00:44:13.540 --> 00:44:13.760]   down
[00:44:13.760 --> 00:44:14.060]   the road
[00:44:14.060 --> 00:44:14.280]   it would
[00:44:14.280 --> 00:44:14.660]   make sense
[00:44:14.660 --> 00:44:14.920]   to have
[00:44:14.920 --> 00:44:15.140]   more
[00:44:15.140 --> 00:44:16.020]   I don't know
[00:44:16.020 --> 00:44:18.380]   awesome
[00:44:18.380 --> 00:44:21.280]   scanning through
[00:44:21.280 --> 00:44:21.560]   I guess
[00:44:21.560 --> 00:44:22.400]   the last
[00:44:22.400 --> 00:44:23.340]   question I
