
[00:00:00.040 --> 00:00:09.760]   rested this
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:02.320]   Yeah, there's already a lead in the podcast.
[01:46:02.320 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.340 --> 01:46:32.340]   Yeah, there's already a lead in the podcast.
[01:46:32.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.360 --> 01:47:02.360]   Yeah, there's already a lead in the podcast.
[01:47:02.380 --> 01:47:32.380]  , yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.380 --> 01:47:32.380]   Yeah, there's already a lead in the podcast.
[01:47:32.420 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.400 --> 01:48:02.400]   Yeah, there's already a lead in the podcast.
[01:48:02.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:48:32.420]   Yeah, there's already a lead in the podcast.
[01:48:32.420 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.440 --> 01:49:02.440]   Yeah, there's already a lead in the podcast.
[01:49:02.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:49:32.460]   Yeah, there's already a lead in the podcast.
[01:49:32.460 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.480 --> 01:50:02.480]   Yeah, there's already a lead in the podcast.
[01:50:02.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:50:32.500]   Yeah, there's already a lead in the podcast.
[01:50:32.500 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.520 --> 01:51:02.520]   Yeah, there's already a lead in the podcast.
[01:51:02.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:51:32.540]   Yeah, there's already a lead in the podcast.
[01:51:32.540 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.560 --> 01:52:02.560]   Yeah, there's already a lead in the podcast.
[01:52:02.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:52:32.580]   Yeah, there's already a lead in the podcast.
[01:52:32.580 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.600 --> 01:53:02.600]   Yeah, there's already a lead in the podcast.
[01:53:02.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
[01:53:32.620 --> 01:53:32.620]   Yeah, there's already a lead in the podcast.
