
[00:00:00.040 --> 00:00:09.280]   ACC
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.940 --> 02:40:04.940]   It's like a part of the game, but it's a part of the game.
[02:40:04.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.960 --> 02:40:34.960]   It's like a part of the game, but it's a part of the game.
[02:40:34.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:04.980 --> 02:41:04.980]   It's like a part of the game, but it's a part of the game.
[02:41:05.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.000 --> 02:41:35.000]   It's like a part of the game, but it's a part of the game.
[02:41:35.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.020 --> 02:42:05.020]   It's like a part of the game, but it's a part of the game.
[02:42:05.040 --> 02:42:35.040]   I have to know the other side's case much better than my own.
[02:42:35.040 --> 02:42:35.040]   I have to know what are their defenses, what are their strengths.
[02:42:35.040 --> 02:42:35.040]   I have to map out a strategy that keeps those in mind.
[02:42:35.040 --> 02:42:35.040]   And that's hard because early in my career, I would attribute to the other side an intelligence and strategy that sometimes wasn't applicable.
[02:42:35.040 --> 02:42:35.040]   And that's hard because early in my career, I would attribute to the other side an intelligence and strategy that sometimes wasn't applicable.
[02:42:35.040 --> 02:42:35.040]   And that's hard because early in my career, I would attribute to the other side an intelligence and strategy that sometimes wasn't applicable.
[02:42:35.040 --> 02:42:35.040]   And that's hard because early in my career, I would attribute to the other side an intelligence and strategy that sometimes wasn't applicable.
[02:42:35.060 --> 02:43:05.060]   I've learned there's the simplest explanation is the accurate one, the Occam's razor.
[02:43:05.060 --> 02:43:05.060]   I've learned there's the simplest explanation is the accurate one, the Occam's razor.
[02:43:05.060 --> 02:43:05.060]   I think sextants would never attribute to strategy that which could be attributed to stupidity or laziness.
[02:43:05.060 --> 02:43:05.060]   Yeah.
[02:43:05.060 --> 02:43:05.060]   Because I have lots of adversaries that they'll not file a motion I thought they were going to file.
[02:43:05.060 --> 02:43:05.060]   I think sextants would never attribute to strategy that which could be attributed to stupidity or laziness.
[02:43:05.060 --> 02:43:05.060]   I'll go, wait, why didn't they file that tactically? What are they thinking I'm going to do? What is that about?
[02:43:05.060 --> 02:43:05.060]   I'll go, wait, why didn't they file that tactically? What are they thinking I'm going to do? What is that about?
[02:43:05.100 --> 02:43:35.080]  ,
[02:43:35.080 --> 02:43:35.080]   You know, if I said that, I'd be saying it sarcastically. If you said it, maybe you weren't saying it sarcastically. Like you have to think about the fact that we're unique human beings.
[02:43:35.080 --> 02:43:35.080]   You know, if I said that, I'd be saying it sarcastically. If you said it, maybe you weren't saying it sarcastically. Like you have to think about the fact that we're unique human beings.
[02:43:35.080 --> 02:43:35.080]   You know, if I said that, I'd be saying it sarcastically. If you said it, maybe you weren't saying it sarcastically. Like you have to think about the fact that we're unique human beings.
[02:43:35.100 --> 02:43:37.120]   who express themselves differently.
[02:43:37.120 --> 02:43:38.120]   who express themselves differently.
[02:43:38.120 --> 02:43:39.120]   And for you, the audience is usually the judge?
[02:43:39.120 --> 02:43:40.120]   And for you, the audience is usually the judge?
[02:43:40.120 --> 02:43:40.120]   Yeah.
[02:43:40.120 --> 02:43:41.120]   Do you do jury?
[02:43:41.120 --> 02:43:42.120]   No, we don't do jury trials.
[02:43:42.120 --> 02:43:43.120]   That's the interesting thing about family law attorneys.
[02:43:43.120 --> 02:43:44.120]   That's the interesting thing about family law attorneys.
[02:43:44.120 --> 02:43:45.120]   Family law attorneys don't do jury trials.
[02:43:45.120 --> 02:43:46.120]   Family law attorneys don't do jury trials.
[02:43:46.120 --> 02:43:47.120]   We do bench trials.
[02:43:47.120 --> 02:43:48.120]   We just persuade.
[02:43:48.120 --> 02:43:49.120]   There's a person in a black robe.
[02:43:49.120 --> 02:43:50.120]   That's the only person I have to convince.
[02:43:50.120 --> 02:43:51.120]   Does the person in the black robe, do they have emotions?
[02:43:51.120 --> 02:43:52.120]   Are they human or are they very...
[02:43:52.120 --> 02:43:53.120]   They are human.
[02:43:53.120 --> 02:43:54.120]   They are all too human.
[02:43:54.120 --> 02:43:55.120]   Do they impose that humanity on you?
[02:43:55.120 --> 02:43:56.120]   Like, do you feel it?
[02:43:56.120 --> 02:43:57.120]   Oh, yeah.
[02:43:57.120 --> 02:43:58.120]   Oh, yeah.
[02:43:58.140 --> 02:44:22.160]   Oh, no, they...
[02:44:22.160 --> 02:44:23.160]   Do you feel it?
[02:44:23.160 --> 02:44:24.160]   Like, they're human.
[02:44:24.160 --> 02:44:25.160]   They're working their shit out.
[02:44:25.160 --> 02:44:26.160]   Okay.
[02:44:26.160 --> 02:44:27.160]   They're parents.
[02:44:27.160 --> 02:44:28.160]   Yeah.
[02:44:28.160 --> 02:44:28.160]   Oh, boy.
[02:44:28.160 --> 02:44:28.160]   They're husbands and wives.
[02:44:28.160 --> 02:44:28.160]   Yeah.
[02:44:28.160 --> 02:44:28.160]   Yeah.
[02:44:28.160 --> 02:44:28.160]   You're...and you're talking about stuff they deal with.
[02:44:28.160 --> 02:44:28.160]   Yeah. I had a woman on the stand, an expert witness on the stand, who was talking about the emotional and physical issues of the human being.
[02:44:28.160 --> 02:44:28.160]   Yeah. I had a woman on the stand, an expert witness on the stand, who was talking about the emotional issues of the human being, and physical issues of the human beings.
[02:44:28.200 --> 02:44:58.200]   the human being. Yeah. I had a woman on the stand, and she was talking about the emotional issues of the human being.
[02:44:58.200 --> 02:44:58.200]   And I had a woman on the stand, and she was talking about the emotional issues of the human being.
[02:44:58.200 --> 02:44:58.200]   Yeah. I had a woman on the stand, and she was talking about the emotional issues of the human being.
[02:44:58.200 --> 02:44:58.200]   Yeah. I had a woman on the stand, and she was talking about the emotional issues of the human being.
[02:44:58.200 --> 02:44:58.200]   And I had a woman on the stand, and she was talking about the emotional issues of the human being.
[02:44:58.240 --> 02:45:00.680]   Like
[02:45:00.680 --> 02:45:12.000]  , quality de수
[02:45:12.000 --> 02:45:26.480]  Wind, ,,,,, i favorable像 settlement force on the go..A..It.. depths..D..De..D.. certific... scale... their...áz... should... is.. 100... est... bol... أي... see... Turbo... en... aye... continues... or... Flip... let...еп... suggest... missing...'d... público... Cle... concentration... say,oded... Dee,這一... cé...46... cambi...цион... cerc... para...", nac...halt... zurück... at, no, affect, S.,ed...
[02:45:26.560 --> 02:45:39.980]   hold
[02:45:39.980 --> 02:45:54.220]   think a trouver
[02:45:55.200 --> 02:46:23.800]  �. I've noticed when I talk to people that have kids, and gender matters also, like fathers, or like, with, with daughters and so on. Like, it changes the landscape of the conversation. Sure does. It's like, you're no longer this intellectual. That's like, well, there's this and there's this. It's more like, like, go fuck yourself. Anything that fucks with
[02:46:23.800 --> 02:46:23.800]   The
[02:46:23.800 --> 02:46:23.800]   It's more like, like, go fuck yourself. Anything that fucks with
[02:46:23.800 --> 02:46:23.800]   It's more like, like, go fuck yourself. Anything that fucks with
[02:46:23.800 --> 02:46:23.800]   It's more like, like, go fuck yourself. Anything that fucks with
[02:46:23.800 --> 02:46:23.800]   It's more like, like, go fuck yourself. Anything that fucks with
[02:46:23.800 --> 02:46:23.800]   It's more like, like, go fuck yourself. Anything that fucks with
[02:46:23.800 --> 02:46:23.800]   It's more like, like, go fuck yourself. Anything that fucks with Uh,
[02:46:24.740 --> 02:46:52.440]  , Uh, Uh, Kids.
[02:46:52.440 --> 02:46:52.540]   Kids. Yeah.
[02:46:52.540 --> 02:46:52.640]   Kids. Yeah.
[02:46:52.660 --> 02:46:55.080]   Kids. Yeah. That is the toughest
[02:46:55.080 --> 02:46:55.180]   Yeah. That is the toughest
[02:46:55.180 --> 02:46:57.880]   Yeah. That is the toughest cases because you put sex and
[02:46:57.880 --> 02:46:57.980]   That is the toughest cases because you put sex and
[02:46:57.980 --> 02:46:59.980]   That is the toughest cases because you put sex and kids together and everyone loses
[02:46:59.980 --> 02:47:00.080]   cases because you put sex and kids together and everyone loses
[02:47:00.080 --> 02:47:03.180]   cases because you put sex and kids together and everyone loses their goddamn mind immediately.
[02:47:03.180 --> 02:47:03.280]   kids together and everyone loses their goddamn mind immediately.
[02:47:03.280 --> 02:47:04.880]   kids together and everyone loses their goddamn mind immediately. There's a rush to judgment.
[02:47:04.880 --> 02:47:04.980]   their goddamn mind immediately. There's a rush to judgment.
[02:47:04.980 --> 02:47:08.180]   their goddamn mind immediately. There's a rush to judgment. There is a disregard for procedure.
[02:47:08.180 --> 02:47:08.180]   There's a rush to judgment. There is a disregard for procedure.
