
[00:00:00.000 --> 00:00:01.240]   we are becoming cyborgs.
[01:19:36.660 --> 01:19:38.740]   and I got it, and I'm like, "I got it, I got it, I got it."
[01:19:38.740 --> 01:19:40.860]   But I just can't stop saying,
[01:19:40.860 --> 01:19:42.980]   my mouth just says things.
[01:19:42.980 --> 01:19:45.380]   And it's just like, I just do things,
[01:19:45.380 --> 01:19:46.220]   I just do crazy,
[01:19:46.220 --> 01:19:50.780]   I need to do crazy things.
[01:19:50.780 --> 01:19:53.140]   And it's just, I should not be,
[01:19:53.140 --> 01:19:56.620]   it's too jarring for people,
[01:19:56.620 --> 01:19:59.740]   and the contradictory stuff,
[01:19:59.740 --> 01:20:03.300]   and then all the, by association,
[01:20:03.300 --> 01:20:07.700]   I'm in a very weird position,
[01:20:07.700 --> 01:20:09.060]   and my public image,
[01:20:09.980 --> 01:20:14.900]   the avatar of me is now this totally crazy thing
[01:20:14.900 --> 01:20:16.580]   that is so lost from my control.
[01:20:16.580 --> 01:20:19.180]   - So you feel the burden of the avatar having to be static.
[01:20:19.180 --> 01:20:21.140]   So the avatar on Twitter,
[01:20:21.140 --> 01:20:22.300]   the avatar on Instagram,
[01:20:22.300 --> 01:20:23.820]   on these social platforms,
[01:20:23.820 --> 01:20:27.500]   is as a burden, it becomes,
[01:20:27.500 --> 01:20:31.540]   people don't want to accept a changing avatar,
[01:20:31.540 --> 01:20:32.620]   a chaotic avatar.
[01:20:32.620 --> 01:20:34.860]   Avatar is a stupid shit sometimes.
[01:20:34.860 --> 01:20:36.500]   - They think the avatar is morally wrong,
[01:20:36.500 --> 01:20:37.860]   or they think the avatar,
[01:20:37.860 --> 01:20:39.580]   and maybe it has been,
[01:20:39.580 --> 01:20:41.300]   and I question it all the time.
[01:20:41.300 --> 01:20:42.140]   I'm like,
[01:20:42.140 --> 01:20:46.860]   I don't know if everyone's right and I'm wrong.
[01:20:46.860 --> 01:20:49.300]   I don't know.
[01:20:49.300 --> 01:20:51.780]   But a lot of times people ascribe intentions to things,
[01:20:51.780 --> 01:20:53.700]   the worst possible intentions.
[01:20:53.700 --> 01:20:55.460]   At this point, people think I'm,
[01:20:55.460 --> 01:20:59.220]   but we're just fine. - All kinds of words, yes.
[01:20:59.220 --> 01:21:01.420]   - Yes, and it's fine, I'm not complaining about it,
[01:21:01.420 --> 01:21:02.260]   but I'm just,
[01:21:02.260 --> 01:21:05.540]   it's a curiosity to me
[01:21:05.540 --> 01:21:08.780]   that we live these double, triple, quadruple lives,
[01:21:08.780 --> 01:21:11.180]   and I have this other life that is like,
[01:21:11.180 --> 01:21:15.180]   more people know my other life than my real life,
[01:21:15.180 --> 01:21:16.420]   which is interesting.
[01:21:16.420 --> 01:21:18.300]   Probably, I mean, you too, I guess.
[01:21:18.300 --> 01:21:20.140]   - Yeah, but I have the luxury,
[01:21:20.140 --> 01:21:21.580]   so we have all different,
[01:21:21.580 --> 01:21:25.220]   like, I don't know what I'm doing.
[01:21:25.220 --> 01:21:26.260]   There is an avatar,
[01:21:26.260 --> 01:21:29.980]   and you're mediating who you are through that avatar.
[01:21:29.980 --> 01:21:31.780]   I have the nice luxury,
[01:21:31.780 --> 01:21:36.060]   not the luxury, maybe by intention,
[01:21:36.060 --> 01:21:38.460]   of not trying really hard to make sure
[01:21:38.460 --> 01:21:41.460]   there's no difference between the avatar
[01:21:41.460 --> 01:21:42.820]   and the private person.
[01:21:42.820 --> 01:21:45.620]   - Do you wear a suit all the time?
[01:21:45.620 --> 01:21:47.740]   - Yeah, but-- - You do wear a suit?
[01:21:47.740 --> 01:21:48.940]   - Not all the time.
[01:21:48.940 --> 01:21:51.540]   Recently, because I get recognized a lot,
[01:21:51.540 --> 01:21:53.420]   I have to not wear the suit to hide.
[01:21:53.420 --> 01:21:54.460]   I'm such an introvert,
[01:21:54.460 --> 01:21:56.580]   I'm such a social anxiety and all that kind of stuff,
[01:21:56.580 --> 01:21:57.660]   so I have to hide away.
[01:21:57.660 --> 01:22:00.580]   I love wearing a suit because it makes me feel
[01:22:00.580 --> 01:22:02.380]   like I'm taking the moment seriously,
[01:22:02.380 --> 01:22:04.340]   like I'm, I don't know,
[01:22:04.340 --> 01:22:07.020]   it makes me feel like a weirdo in the best possible way.
[01:22:07.020 --> 01:22:07.860]   Suits feel great.
[01:22:07.860 --> 01:22:08.700]   Every time I wear a suit, I'm like,
[01:22:08.700 --> 01:22:10.460]   "I don't know why I'm not doing this more."
[01:22:10.460 --> 01:22:15.340]   - In fashion in general, if you're doing it for yourself,
[01:22:15.340 --> 01:22:18.700]   I don't know, it's a really awesome thing.
[01:22:18.700 --> 01:22:22.300]   But yeah, I think there is definitely
[01:22:22.300 --> 01:22:27.300]   a painful way to use social media and an empowering way,
[01:22:27.300 --> 01:22:32.420]   and I don't know if any of us know which is which,
[01:22:32.420 --> 01:22:33.940]   so we're trying to figure that out.
[01:22:33.940 --> 01:22:36.820]   - Some people, I think Doja Cat is incredible at it,
[01:22:36.820 --> 01:22:39.580]   incredible, just masterful.
[01:22:39.580 --> 01:22:41.900]   I don't know if you follow that.
[01:22:41.900 --> 01:22:44.820]   - So not taking anything seriously,
[01:22:44.820 --> 01:22:47.420]   joking, absurd, humor, that kind of thing.
[01:22:47.420 --> 01:22:48.580]   - I think Doja Cat might be
[01:22:48.580 --> 01:22:52.260]   the greatest living comedian right now.
[01:22:52.260 --> 01:22:55.560]   I'm more entertained by Doja Cat than actual comedians.
[01:22:55.560 --> 01:22:58.940]   She's really fucking funny on the internet.
[01:22:58.940 --> 01:23:00.260]   She's just great at social media.
[01:23:00.260 --> 01:23:02.260]   It's just her media.
[01:23:02.260 --> 01:23:04.100]   - Yeah, the nature of humor,
[01:23:04.100 --> 01:23:07.980]   humor on social media is also a beautiful thing,
[01:23:07.980 --> 01:23:08.940]   the absurdity.
[01:23:08.940 --> 01:23:12.700]   - The absurdity, and memes, I just wanna take a moment.
[01:23:12.700 --> 01:23:15.460]   I love, when we're talking about art and credit
[01:23:15.460 --> 01:23:18.200]   and authenticity, I love that there's this,
[01:23:18.200 --> 01:23:22.180]   I mean, now memes are like, they're no longer,
[01:23:22.180 --> 01:23:25.580]   memes aren't new, but it's still this emergent art form
[01:23:25.580 --> 01:23:27.720]   that is completely egoless and anonymous,
[01:23:27.720 --> 01:23:29.500]   and we just don't know who made any of it,
[01:23:29.500 --> 01:23:32.580]   and it's like the forefront of comedy,
[01:23:32.580 --> 01:23:35.460]   and it's just totally anonymous,
[01:23:35.460 --> 01:23:36.660]   and it just feels really beautiful.
[01:23:36.660 --> 01:23:38.420]   It just feels like this beautiful,
[01:23:38.420 --> 01:23:43.300]   collective human art project
[01:23:43.300 --> 01:23:46.460]   that's like this decentralized comedy thing
[01:23:46.460 --> 01:23:48.900]   that just makes, memes add so much to my day
[01:23:48.900 --> 01:23:51.060]   and many people's days, and it's just like,
[01:23:51.060 --> 01:23:54.900]   I don't know, I don't think people ever,
[01:23:54.900 --> 01:23:56.940]   I don't think we stop enough and just appreciate
[01:23:56.940 --> 01:23:59.900]   how sick it is that memes exist.
[01:23:59.900 --> 01:24:02.460]   'Cause also making a whole brand new art form
[01:24:02.460 --> 01:24:07.300]   in the modern era that didn't exist before,
[01:24:07.300 --> 01:24:08.540]   I mean, they sort of existed,
[01:24:08.540 --> 01:24:10.780]   but the way that they exist now as this,
[01:24:10.780 --> 01:24:16.340]   like me and my friends, we joke that we go mining for memes
[01:24:16.340 --> 01:24:18.660]   or farming for memes, like a video game,
[01:24:18.660 --> 01:24:21.340]   and meme dealers and whatever.
[01:24:21.340 --> 01:24:23.700]   It's this whole, memes are this whole
[01:24:23.700 --> 01:24:27.940]   new comedic language.
[01:24:27.940 --> 01:24:29.300]   - Well, it's this art form,
[01:24:29.300 --> 01:24:31.220]   the interesting thing about it is that
[01:24:32.300 --> 01:24:35.340]   lame people seem to not be good at memes.
[01:24:35.340 --> 01:24:38.180]   Like corporate can't infiltrate memes.
[01:24:38.180 --> 01:24:39.860]   - Yeah, they really can't.
[01:24:39.860 --> 01:24:43.340]   - They could try, but it's weird 'cause like-
[01:24:43.340 --> 01:24:45.540]   - They try so hard, and every once in a while,
[01:24:45.540 --> 01:24:48.660]   I'm like, fine, you got a good one.
[01:24:48.660 --> 01:24:51.380]   I think I've seen like one or two good ones,
[01:24:51.380 --> 01:24:53.300]   but like, yeah, they really can't.
[01:24:53.300 --> 01:24:55.460]   'Cause they're even, corporate is infiltrating Web3,
[01:24:55.460 --> 01:24:57.140]   it's making me really sad,
[01:24:57.140 --> 01:24:58.620]   but they can't infiltrate the memes,
[01:24:58.620 --> 01:25:00.060]   and I think there's something really beautiful about that.
[01:25:00.060 --> 01:25:00.940]   - And that gives power.
[01:25:00.940 --> 01:25:03.580]   That's why Dogecoin is powerful.
[01:25:03.580 --> 01:25:06.860]   It's like, all right, F you to sort of anybody
[01:25:06.860 --> 01:25:09.860]   who's trying to centralize, who's trying to control
[01:25:09.860 --> 01:25:11.780]   the rich people that are trying to roll in
[01:25:11.780 --> 01:25:14.220]   and control this, control the narrative.
[01:25:14.220 --> 01:25:16.220]   - Wow, I hadn't thought about that, but.
[01:25:16.220 --> 01:25:18.500]   - How would you fix Twitter?
[01:25:18.500 --> 01:25:20.840]   How would you fix social media for your own,
[01:25:20.840 --> 01:25:25.220]   like, you're an optimist, you're a positive person.
[01:25:25.220 --> 01:25:27.500]   There's a bit of a cynicism that you have currently
[01:25:27.500 --> 01:25:30.700]   about this particular little slice of humanity.
[01:25:30.700 --> 01:25:32.700]   - I tend to think Twitter could be beautiful.
[01:25:32.700 --> 01:25:34.060]   - I'm not that cynical about it.
[01:25:34.060 --> 01:25:35.140]   I'm not that cynical about it.
[01:25:35.140 --> 01:25:37.740]   I actually refuse to be a cynic on principle.
[01:25:37.740 --> 01:25:38.580]   - Yes.
[01:25:38.580 --> 01:25:41.020]   - I was just briefly expressing some personal pathos.
[01:25:41.020 --> 01:25:41.860]   - Personal stuff.
[01:25:41.860 --> 01:25:44.340]   - It was just some personal pathos, but like.
[01:25:44.340 --> 01:25:47.580]   - Just to vent a little bit, just to speak.
[01:25:47.580 --> 01:25:51.700]   - I don't have cancer, I love my family, I have a good life.
[01:25:51.700 --> 01:25:56.380]   If that is my biggest, one of my biggest problems.
[01:25:56.380 --> 01:25:57.220]   - Then it's a good life.
[01:25:57.220 --> 01:26:00.380]   - Yeah, that was a brief, although I do think
[01:26:00.380 --> 01:26:01.380]   there are a lot of issues with Twitter
[01:26:01.380 --> 01:26:03.180]   just in terms of like the public mental health.
[01:26:03.180 --> 01:26:07.860]   But due to my proximity to the current dramas,
[01:26:07.860 --> 01:26:13.820]   I honestly feel that I should not have opinions about this
[01:26:13.820 --> 01:26:18.820]   because I think if Elon ends up getting Twitter,
[01:26:28.380 --> 01:26:33.140]   that is a, being the arbiter of truth or public discussion,
[01:26:33.140 --> 01:26:34.620]   that is a responsibility.
[01:26:34.620 --> 01:26:41.260]   I do not, I am not qualified to be responsible for that.
[01:26:41.260 --> 01:26:45.260]   And I do not want to say something
[01:26:45.260 --> 01:26:48.340]   that might like dismantle democracy.
[01:26:48.340 --> 01:26:50.500]   And so I just like, actually, I actually think
[01:26:50.500 --> 01:26:52.140]   I should not have opinions about this
[01:26:52.140 --> 01:26:54.260]   because I truly am not,
[01:26:54.260 --> 01:26:56.740]   I don't wanna have the wrong opinion about this.
[01:26:56.740 --> 01:27:00.180]   And I think I'm too close to the actual situation
[01:27:00.180 --> 01:27:04.300]   wherein I should not have, I have thoughts in my brain,
[01:27:04.300 --> 01:27:09.300]   but I think I am scared by my proximity to this situation.
[01:27:09.300 --> 01:27:14.660]   - Isn't that crazy that a few words that you could say
[01:27:14.660 --> 01:27:18.780]   could change world affairs and hurt people?
[01:27:18.780 --> 01:27:21.740]   I mean, that's the nature of celebrity at a certain point,
[01:27:23.020 --> 01:27:26.100]   that you have to be, you have to a little bit,
[01:27:26.100 --> 01:27:29.540]   a little bit, not so much that it destroys you,
[01:27:29.540 --> 01:27:30.560]   puts too much constraints,
[01:27:30.560 --> 01:27:32.640]   but you have to a little bit think about
[01:27:32.640 --> 01:27:33.940]   the impact of your words.
[01:27:33.940 --> 01:27:36.700]   I mean, we as humans, you talk to somebody at a bar,
[01:27:36.700 --> 01:27:39.140]   you have to think about the impact of your words.
[01:27:39.140 --> 01:27:40.380]   Like you can say positive things,
[01:27:40.380 --> 01:27:41.540]   you can think of negative things,
[01:27:41.540 --> 01:27:43.380]   you can affect the direction of one life.
[01:27:43.380 --> 01:27:45.260]   But on social media, your words can affect
[01:27:45.260 --> 01:27:48.100]   the direction of many lives.
[01:27:48.100 --> 01:27:50.420]   That's crazy, it's a crazy world we live in.
[01:27:50.420 --> 01:27:53.020]   It's worthwhile to consider that responsibility,
[01:27:53.020 --> 01:27:54.100]   take it seriously.
[01:27:54.100 --> 01:27:59.100]   Sometimes just like you did, choose kind of silence,
[01:27:59.100 --> 01:28:03.620]   choose sort of respectful--
[01:28:03.620 --> 01:28:05.260]   - Like I do have a lot of thoughts on the matter.
[01:28:05.260 --> 01:28:10.140]   I'm just, I just, I don't, if my thoughts are wrong,
[01:28:10.140 --> 01:28:12.860]   this is one situation where the stakes are high.
[01:28:12.860 --> 01:28:15.780]   - You mentioned a while back that you were in a cult
[01:28:15.780 --> 01:28:17.300]   that centered around bureaucracy,
[01:28:17.300 --> 01:28:18.500]   so you can't really do anything
[01:28:18.500 --> 01:28:20.580]   because it involves a lot of paperwork.
[01:28:20.580 --> 01:28:24.740]   And I really love a cult that's just like Kafka-esque.
[01:28:24.740 --> 01:28:25.740]   - Yes.
[01:28:25.740 --> 01:28:26.580]   - Just like--
[01:28:26.580 --> 01:28:27.660]   - I mean, it was like a joke, but--
[01:28:27.660 --> 01:28:29.300]   - I know, but I love this idea.
[01:28:29.300 --> 01:28:30.460]   - The Holy Reign Empire.
[01:28:30.460 --> 01:28:34.860]   Yeah, it was just like a Kafka-esque pro-bureaucracy cult.
[01:28:34.860 --> 01:28:36.860]   - But I feel like that's what human civilization is.
[01:28:36.860 --> 01:28:38.540]   Is that 'cause when you said that, I was like,
[01:28:38.540 --> 01:28:40.660]   oh, that is kind of what humanity is,
[01:28:40.660 --> 01:28:41.700]   is this bureaucracy cult.
[01:28:41.700 --> 01:28:45.580]   - I do, yeah, I have this theory.
[01:28:45.580 --> 01:28:49.620]   I really think that we really,
[01:28:49.620 --> 01:28:53.500]   bureaucracy is starting to kill us.
[01:28:53.500 --> 01:28:58.500]   And I think we need to reorient laws and stuff.
[01:28:58.500 --> 01:29:02.020]   I think we just need sunset clauses on everything.
