
[00:00:00.000 --> 00:00:12.000]   these are
[01:04:15.900 --> 01:04:16.900]   I think it's a very important issue.
[01:04:16.900 --> 01:04:17.900]   I think it's a very important issue.
[01:04:17.900 --> 01:04:18.900]   I think it's a very important issue.
[01:04:18.900 --> 01:04:19.900]   I think it's a very important issue.
[01:04:19.900 --> 01:04:20.900]   I think it's a very important issue.
[01:04:20.900 --> 01:04:21.900]   I think it's a very important issue.
[01:04:21.900 --> 01:04:22.900]   I think it's a very important issue.
[01:04:22.900 --> 01:04:23.900]   I think it's a very important issue.
[01:04:23.900 --> 01:04:24.900]   I think it's a very important issue.
[01:04:24.900 --> 01:04:25.900]   I think it's a very important issue.
[01:04:25.900 --> 01:04:26.900]   I think it's a very important issue.
[01:04:26.900 --> 01:04:27.900]   I think it's a very important issue.
[01:04:27.900 --> 01:04:28.900]   I think it's a very important issue.
[01:04:28.900 --> 01:04:29.900]   I think it's a very important issue.
[01:04:29.900 --> 01:04:30.900]   I think it's a very important issue.
[01:04:30.900 --> 01:04:31.900]   I think it's a very important issue.
[01:04:31.900 --> 01:04:32.900]   I think it's a very important issue.
[01:04:32.900 --> 01:04:33.900]   I think it's a very important issue.
[01:04:33.900 --> 01:04:34.900]   I think it's a very important issue.
[01:04:34.900 --> 01:04:35.900]   I think it's a very important issue.
[01:04:35.900 --> 01:04:36.900]   I think it's a very important issue.
[01:04:36.900 --> 01:04:37.900]   I think it's a very important issue.
[01:04:37.900 --> 01:04:38.900]   I think it's a very important issue.
[01:04:38.900 --> 01:04:39.900]   I think it's a very important issue.
[01:04:39.900 --> 01:04:40.900]   I think it's a very important issue.
[01:04:40.900 --> 01:04:41.900]   I think it's a very important issue.
[01:04:41.900 --> 01:04:42.900]   I think it's a very important issue.
[01:04:42.900 --> 01:04:43.900]   I think it's a very important issue.
[01:04:43.900 --> 01:04:44.900]   I think it's a very important issue.
[01:04:44.900 --> 01:04:45.900]   I think it's a very important issue.
[01:04:45.900 --> 01:04:46.900]   I think it's a very important issue.
[01:04:46.900 --> 01:04:47.900]   I think it's a very important issue.
[01:04:47.900 --> 01:04:48.900]   I think it's a very important issue.
[01:04:48.900 --> 01:04:49.900]   I think it's a very important issue.
[01:04:49.900 --> 01:04:50.900]   I think it's a very important issue.
[01:04:50.900 --> 01:04:51.900]   I think it's a very important issue.
[01:04:51.900 --> 01:04:52.900]   I think it's a very important issue.
[01:04:52.900 --> 01:04:53.900]   I think it's a very important issue.
[01:04:53.900 --> 01:04:54.900]   I think it's a very important issue.
[01:04:54.900 --> 01:04:55.900]   I think it's a very important issue.
[01:04:55.900 --> 01:04:56.900]   I think it's a very important issue.
[01:04:56.900 --> 01:04:57.900]   I think it's a very important issue.
[01:04:57.900 --> 01:04:58.900]   I think it's a very important issue.
[01:04:58.900 --> 01:04:59.900]   I think it's a very important issue.
[01:04:59.900 --> 01:05:00.900]   I think it's a very important issue.
[01:05:00.900 --> 01:05:01.900]   I think it's a very important issue.
[01:05:01.900 --> 01:05:02.900]   I think it's a very important issue.
[01:05:02.900 --> 01:05:03.900]   I think it's a very important issue.
[01:05:03.900 --> 01:05:04.900]   I think it's a very important issue.
[01:05:04.900 --> 01:05:05.900]   I think it's a very important issue.
[01:05:05.900 --> 01:05:06.900]   I think it's a very important issue.
[01:05:06.900 --> 01:05:07.900]   I think it's a very important issue.
[01:05:07.900 --> 01:05:08.900]   I think it's a very important issue.
[01:05:08.900 --> 01:05:09.900]   I think it's a very important issue.
[01:05:09.900 --> 01:05:10.900]   I think it's a very important issue.
[01:05:10.900 --> 01:05:11.900]   I think it's a very important issue.
[01:05:11.900 --> 01:05:12.900]   I think it's a very important issue.
[01:05:12.900 --> 01:05:13.900]   I think it's a very important issue.
[01:05:13.900 --> 01:05:14.900]   I think it's a very important issue.
[01:05:14.900 --> 01:05:15.900]   I think it's a very important issue.
[01:05:15.900 --> 01:05:16.900]   I think it's a very important issue.
[01:05:16.900 --> 01:05:17.900]   I think it's a very important issue.
[01:05:17.900 --> 01:05:18.900]   I think it's a very important issue.
[01:05:18.900 --> 01:05:19.900]   I think it's a very important issue.
[01:05:19.900 --> 01:05:20.900]   I think it's a very important issue.
[01:05:20.900 --> 01:05:21.900]   I think it's a very important issue.
[01:05:21.900 --> 01:05:22.900]   I think it's a very important issue.
[01:05:22.900 --> 01:05:23.900]   I think it's a very important issue.
[01:05:23.900 --> 01:05:24.900]   I think it's a very important issue.
[01:05:24.900 --> 01:05:25.900]   I think it's a very important issue.
[01:05:25.900 --> 01:05:26.900]   I think it's a very important issue.
[01:05:26.900 --> 01:05:27.900]   I think it's a very important issue.
[01:05:27.900 --> 01:05:28.900]   I think it's a very important issue.
[01:05:28.900 --> 01:05:29.900]   I think it's a very important issue.
[01:05:29.900 --> 01:05:30.900]   I think it's a very important issue.
[01:05:30.900 --> 01:05:31.900]   I think it's a very important issue.
[01:05:31.900 --> 01:05:32.900]   I think it's a very important issue.
[01:05:32.900 --> 01:05:33.900]   I think it's a very important issue.
[01:05:33.900 --> 01:05:34.900]   I think it's a very important issue.
[01:05:34.900 --> 01:05:35.900]   I think it's a very important issue.
[01:05:35.900 --> 01:05:36.900]   I think it's a very important issue.
[01:05:36.900 --> 01:05:37.900]   I think it's a very important issue.
[01:05:37.900 --> 01:05:38.900]   I think it's a very important issue.
[01:05:38.900 --> 01:05:39.900]   I think it's a very important issue.
[01:05:39.900 --> 01:05:40.900]   I think it's a very important issue.
[01:05:40.900 --> 01:05:41.900]   I think it's a very important issue.
[01:05:41.900 --> 01:05:42.900]   I think it's a very important issue.
[01:05:42.900 --> 01:05:43.900]   I think it's a very important issue.
[01:05:43.900 --> 01:05:44.900]   I think it's a very important issue.
[01:05:44.900 --> 01:05:45.900]   I think it's a very important issue.
[01:05:45.900 --> 01:05:46.900]   I think it's a very important issue.
[01:05:46.900 --> 01:05:47.900]   I think it's a very important issue.
[01:05:47.900 --> 01:05:48.900]   I think it's a very important issue.
[01:05:48.900 --> 01:05:49.900]   I think it's a very important issue.
[01:05:49.900 --> 01:05:50.900]   I think it's a very important issue.
[01:05:50.900 --> 01:05:51.900]   I think it's a very important issue.
[01:05:51.900 --> 01:05:52.900]   I think it's a very important issue.
[01:05:52.900 --> 01:05:53.900]   I think it's a very important issue.
[01:05:53.900 --> 01:05:54.900]   I think it's a very important issue.
[01:05:54.900 --> 01:05:55.900]   I think it's a very important issue.
[01:05:55.900 --> 01:05:56.900]   I think it's a very important issue.
[01:05:56.900 --> 01:05:57.900]   I think it's a very important issue.
[01:05:57.900 --> 01:05:58.900]   I think it's a very important issue.
[01:05:58.900 --> 01:05:59.900]   I think it's a very important issue.
[01:05:59.900 --> 01:06:00.900]   I think it's a very important issue.
[01:06:00.900 --> 01:06:01.900]   I think it's a very important issue.
[01:06:01.900 --> 01:06:02.900]   I think it's a very important issue.
[01:06:02.900 --> 01:06:03.900]   I think it's a very important issue.
[01:06:03.900 --> 01:06:04.900]   I think it's a very important issue.
[01:06:04.900 --> 01:06:05.900]   I think it's a very important issue.
[01:06:05.900 --> 01:06:06.900]   I think it's a very important issue.
[01:06:06.900 --> 01:06:07.900]   I think it's a very important issue.
[01:06:07.900 --> 01:06:08.900]   I think it's a very important issue.
[01:06:08.900 --> 01:06:09.900]   I think it's a very important issue.
[01:06:09.900 --> 01:06:10.900]   I think it's a very important issue.
[01:06:10.900 --> 01:06:11.900]   I think it's a very important issue.
[01:06:11.900 --> 01:06:12.900]   I think it's a very important issue.
[01:06:12.900 --> 01:06:13.900]   I think it's a very important issue.
[01:06:13.900 --> 01:06:14.900]   I think it's a very important issue.
[01:06:14.900 --> 01:06:15.900]   I think it's a very important issue.
[01:06:15.900 --> 01:06:16.900]   I think it's a very important issue.
[01:06:16.900 --> 01:06:17.900]   I think it's a very important issue.
[01:06:17.900 --> 01:06:18.900]   I think it's a very important issue.
[01:06:18.900 --> 01:06:19.900]   I think it's a very important issue.
[01:06:19.900 --> 01:06:20.900]   I think it's a very important issue.
[01:06:20.900 --> 01:06:21.900]   I think it's a very important issue.
[01:06:21.900 --> 01:06:22.900]   I think it's a very important issue.
[01:06:22.900 --> 01:06:23.900]   I think it's a very important issue.
[01:06:23.900 --> 01:06:24.900]   I think it's a very important issue.
[01:06:24.900 --> 01:06:25.900]   I think it's a very important issue.
[01:06:25.900 --> 01:06:26.900]   I think it's a very important issue.
[01:06:26.900 --> 01:06:27.900]   I think it's a very important issue.
[01:06:27.900 --> 01:06:28.900]   I think it's a very important issue.
[01:06:28.900 --> 01:06:29.900]   I think it's a very important issue.
[01:06:29.900 --> 01:06:30.900]   I think it's a very important issue.
[01:06:30.900 --> 01:06:31.900]   I think it's a very important issue.
[01:06:31.900 --> 01:06:32.900]   I think it's a very important issue.
[01:06:32.900 --> 01:06:33.900]   I think it's a very important issue.
[01:06:33.900 --> 01:06:34.900]   I think it's a very important issue.
[01:06:34.900 --> 01:06:35.900]   I think it's a very important issue.
[01:06:35.900 --> 01:06:36.900]   I think it's a very important issue.
[01:06:36.900 --> 01:06:37.900]   I think it's a very important issue.
[01:06:37.900 --> 01:06:38.900]   I think it's a very important issue.
[01:06:38.900 --> 01:06:39.900]   I think it's a very important issue.
[01:06:39.900 --> 01:06:40.900]   I think it's a very important issue.
[01:06:40.900 --> 01:06:41.900]   I think it's a very important issue.
[01:06:41.900 --> 01:06:42.900]   I think it's a very important issue.
[01:06:42.900 --> 01:06:43.900]   I think it's a very important issue.
[01:06:43.900 --> 01:06:44.900]   I think it's a very important issue.
[01:06:44.900 --> 01:06:45.900]   I think it's a very important issue.
[01:06:45.900 --> 01:06:46.900]   I think it's a very important issue.
[01:06:46.900 --> 01:06:47.900]   I think it's a very important issue.
[01:06:47.900 --> 01:06:48.900]   I think it's a very important issue.
[01:06:48.900 --> 01:06:49.900]   I think it's a very important issue.
[01:06:49.900 --> 01:06:50.900]   I think it's a very important issue.
[01:06:50.900 --> 01:06:51.900]   I think it's a very important issue.
[01:06:51.900 --> 01:06:52.900]   I think it's a very important issue.
[01:06:52.900 --> 01:06:53.900]   I think it's a very important issue.
[01:06:53.900 --> 01:06:54.900]   I think it's a very important issue.
[01:06:54.900 --> 01:06:55.900]   I think it's a very important issue.
[01:06:55.900 --> 01:06:56.900]   I think it's a very important issue.
[01:06:56.900 --> 01:06:57.900]   I think it's a very important issue.
[01:06:57.900 --> 01:06:58.900]   I think it's a very important issue.
[01:06:58.900 --> 01:06:59.900]   I think it's a very important issue.
[01:06:59.900 --> 01:07:00.900]   I think it's a very important issue.
[01:07:00.900 --> 01:07:01.900]   I think it's a very important issue.
[01:07:01.900 --> 01:07:02.900]   I think it's a very important issue.
[01:07:02.900 --> 01:07:03.900]   I think it's a very important issue.
[01:07:03.900 --> 01:07:04.900]   I think it's a very important issue.
[01:07:04.900 --> 01:07:05.900]   I think it's a very important issue.
[01:07:05.900 --> 01:07:06.900]   I think it's a very important issue.
[01:07:06.900 --> 01:07:07.900]   I think it's a very important issue.
[01:07:07.900 --> 01:07:08.900]   I think it's a very important issue.
[01:07:08.900 --> 01:07:09.900]   I think it's a very important issue.
[01:07:09.900 --> 01:07:10.900]   I think it's a very important issue.
[01:07:10.900 --> 01:07:11.900]   I think it's a very important issue.
[01:07:11.900 --> 01:07:12.900]   I think it's a very important issue.
[01:07:12.900 --> 01:07:13.900]   I think it's a very important issue.
[01:07:13.900 --> 01:07:14.900]   I think it's a very important issue.
[01:07:14.900 --> 01:07:15.900]   I think it's a very important issue.
[01:07:15.900 --> 01:07:16.900]   I think it's a very important issue.
[01:07:16.900 --> 01:07:17.900]   I think it's a very important issue.
[01:07:17.900 --> 01:07:18.900]   I think it's a very important issue.
[01:07:18.900 --> 01:07:19.900]   I think it's a very important issue.
[01:07:19.900 --> 01:07:20.900]   I think it's a very important issue.
[01:07:20.900 --> 01:07:21.900]   I think it's a very important issue.
[01:07:21.900 --> 01:07:22.900]   I think it's a very important issue.
