
[00:00:00.040 --> 00:00:09.620]   這
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.360 --> 01:06:16.360]   I can sell a stadium worth of tickets to the lower and middle
[01:06:16.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.380 --> 01:06:46.380]   I can sell a stadium worth of tickets to the lower and middle
[01:06:46.420 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.400 --> 01:07:16.400]   I can sell a stadium worth of tickets to the lower and middle
[01:07:16.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:07:46.420]   I can sell a stadium worth of tickets to the lower and middle
[01:07:46.420 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.440 --> 01:08:16.440]   I can sell a stadium worth of tickets to the lower and middle
[01:08:16.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:08:46.460]   I can sell a stadium worth of tickets to the lower and middle
[01:08:46.460 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.480 --> 01:09:16.480]   I can sell a stadium worth of tickets to the lower and middle
[01:09:16.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.500 --> 01:09:46.500]   I can sell a stadium worth of tickets to the lower and middle
[01:09:46.540 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.520 --> 01:10:16.520]   I can sell a stadium worth of tickets to the lower and middle
[01:10:16.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:10:46.540]   I can sell a stadium worth of tickets to the lower and middle
[01:10:46.540 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.560 --> 01:11:16.560]   I can sell a stadium worth of tickets to the lower and middle
[01:11:16.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:11:46.580]   I can sell a stadium worth of tickets to the lower and middle
[01:11:46.580 --> 01:12:16.600]   I can sell a stadium worth of tickets to the lower and middle
[01:12:16.600 --> 01:12:16.600]   I can sell a stadium worth of tickets to the lower and middle
[01:12:16.600 --> 01:12:16.600]   I can sell a stadium worth of tickets to the lower and middle
[01:12:16.600 --> 01:12:16.600]   I can sell a stadium worth of tickets to the lower and middle
[01:12:16.600 --> 01:12:16.600]   I can sell a stadium worth of tickets to the lower and middle
[01:12:16.600 --> 01:12:16.600]   I can sell a stadium worth of tickets to the lower and middle
