
[00:00:00.040 --> 00:00:09.620]  裝
[02:29:32.460 --> 02:29:43.120]  hour I
[02:29:43.120 --> 02:29:55.940]   need. I, que,
[02:30:02.300 --> 02:30:32.140]  books of the world, have taken them out of their burial places and saying, "Hey, look, wake up." You know, the world is much bigger and much different than you believe it is, because you've been conditioned to believe it's that way. I have something here. I have the six purposes of schooling as laid down in 1912.
[02:30:32.140 --> 02:30:32.140]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.140 --> 02:30:32.140]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.140 --> 02:30:32.140]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.140 --> 02:30:32.140]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.140 --> 02:30:32.180]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.180 --> 02:30:32.220]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.220 --> 02:30:32.280]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.280 --> 02:30:32.300]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.300 --> 02:30:32.300]   I have the six purposes of schooling as laid down in 1912.
[02:30:32.340 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.320 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.320 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.320 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.320 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.320 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.320 --> 02:31:02.320]   I have the six purposes of schooling as laid down in 1912.
[02:31:02.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:31:32.340]   I have the six purposes of schooling as laid down in 1912.
[02:31:32.340 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.360 --> 02:32:02.360]   I have the six purposes of schooling as laid down in 1912.
[02:32:02.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:32:32.380]   I have the six purposes of schooling as laid down in 1912.
[02:32:32.380 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912.
[02:33:02.400 --> 02:33:02.400]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:02.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.420 --> 02:33:32.420]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:33:32.460 --> 02:34:02.440]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:02.440 --> 02:34:02.440]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:02.440 --> 02:34:02.440]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:02.460 --> 02:34:32.460]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:32.460 --> 02:34:32.460]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:32.460 --> 02:34:32.460]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:32.460 --> 02:34:32.460]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:32.460 --> 02:34:32.460]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:32.460 --> 02:34:32.460]   I have the six purposes of schooling as laid down in 1912. I have the six purposes of schooling as laid down in 1912.
[02:34:32.500 --> 02:35:02.480]  ,
[02:35:02.520 --> 02:35:04.300]  umb
[02:35:04.300 --> 02:35:11.360]   Stars Let
[02:35:11.360 --> 02:35:14.400]   vase like continue
[02:35:14.400 --> 02:35:31.080]   la, nghi, be, provide,,,,,,,,,,, cessatter.'s thank세.ught. gam Eld--- nunca-E-Book-D-Se-Sh-D-And-N-F.Bl-G-D- Selbst-G-B-A-G- Hudson- equ- G- 300-겠죠- percent ask - refer- cut- Jim-ز-�- ID- got- thing-Х- detox- em stuck- of- . in- fin- was-ught-cribe- fl- aussi - "... write - �- but- w
[02:35:31.160 --> 02:35:39.120]   you are in the Great Pyramid so that future people won't allow you to escape that compartment.
[02:35:39.120 --> 02:35:45.080]   The fourth function is the differentiating function.
[02:35:45.080 --> 02:35:59.440]   Because once you've diagnosed kids in this layer, you do not want them to learn anything that the higher layers are learning. So you teach just as
[02:35:59.440 --> 02:35:59.800]   as far as the rest of the world.
[02:35:59.800 --> 02:35:59.800]   So you teach just as far as the rest of the world.
[02:35:59.800 --> 02:35:59.800]   So you teach just as far as the rest of the world.
[02:35:59.800 --> 02:35:59.940]   So you teach just as far as the rest of the world.
[02:35:59.940 --> 02:35:59.980]   So you teach just as far as the rest of the world.
[02:35:59.980 --> 02:36:00.040]   So you teach just as far as the rest of the world.
[02:36:00.040 --> 02:36:00.140]   So you teach just as far as the rest of the world.
[02:36:00.140 --> 02:36:00.180]   So you teach just as far as the rest of the world.
[02:36:00.180 --> 02:36:00.280]   So you teach just as far as the rest of the world.
[02:36:00.280 --> 02:36:00.340]   So you teach just as far as the rest of the world.
[02:36:00.380 --> 02:36:29.600]   so you teach just as far as the rest of the world.
[02:36:29.600 --> 02:36:29.700]   So you teach just as far as the rest of the world.
[02:36:29.700 --> 02:36:29.780]   so you teach just as far as the rest of the world.
[02:36:29.780 --> 02:36:29.800]   So you teach just as far as the rest of the world.
[02:36:29.800 --> 02:36:29.800]   So you teach just as far as the rest of the world.
[02:36:29.800 --> 02:36:29.940]   So you teach just as far as the rest of the world.
[02:36:29.940 --> 02:36:29.980]   So you teach just as far as the rest of the world.
[02:36:29.980 --> 02:36:29.980]   So you teach just as far as the rest of the world.
[02:36:29.980 --> 02:36:30.040]   So you teach just as far as the rest of the world.
[02:36:30.040 --> 02:36:30.080]   so you teach just as far as the rest of the world.
[02:36:30.100 --> 02:36:31.300]   So you teach just as far as the rest of the world.
[02:36:31.300 --> 02:36:31.360]   So you teach just as far as the rest of the world.
[02:36:31.360 --> 02:36:34.280]   So you teach just as far as the rest of the world. And you're trying to use ways
[02:36:34.280 --> 02:36:34.340]   And you're trying to use ways
