
[00:00:00.040 --> 00:00:09.540]   cele'm
[01:40:50.800 --> 01:41:19.420]   rend a question from Jordan Peterson that he asked when I told him that I'm speaking with you, given everything you said, when does the left go too far? I suppose he's referring to cultural issues, identity politics. Well, you know, Jordan trying to get me to badmouth the left the whole time. I really enjoyed my talk with him.
[01:41:19.440 --> 01:41:48.480]   and I talk with him. Yeah. He seemed to have that agenda where he wanted me to, you know, say bad things about the left. I just don't, you know, that's not what my campaign is about. I want to do the opposite. I'm not going to badmouth the left. They try. I, you know, I was on a show this week with David Remnick from the New Yorker, and he tried to get me to badmouth Donald Trump and, you know, and Alex Jones and a lot of other people just and and dating me to do it.
[01:41:48.480 --> 01:42:17.540]  , and of course, there's a lot of bad things I could say about all those people, but it doesn't, you know, I'm trying to find I'm trying to find values that hold us together and we can share in common rather than to focus constantly on these disputes and these issues that drive us apart. So me sitting here bad mouthing the left or bad mouthing the right is not going to advance the ball. I really want to figure out ways that, you know, what do these groups do?
[01:42:17.560 --> 01:42:46.600]   What do these groups hold in common that we can all, you know, have a shared vision of what we want this country to look like? Well, that's music to my ears. But in that spirit, let me ask you a difficult question. Then you wrote a book harshly criticizing Anthony Fauci. Let me ask you to steal me on the case for the people who support him. What is the biggest positive thing you think Anthony Fauci did for the world? What is good that he has done for the world, especially during this pandemic?
[01:42:46.600 --> 01:42:46.600]   The first thing I want to ask you is, what is the biggest positive thing you think Anthony Fauci did for the world? What is good that he has done for the world, especially during this pandemic?
[01:42:46.600 --> 01:42:46.600]   What is good that he has done for the world, especially during this pandemic?
[01:42:46.600 --> 01:42:46.600]   What is good that he has done for the world, especially during this pandemic?
[01:42:46.740 --> 01:43:15.660]  , I don't want to sit here and speak uncharitably by saying the guy didn't do anything, but I don't, I can't think of anything. I mean, if you, if you tell me something that you think he did, maybe there was a drug that got licensed while he was at NIH that benefited people, that's certainly possible. He was there for 50 years.
[01:43:15.660 --> 01:43:16.640]   What is good that he has done for the world, especially during this pandemic?
[01:43:16.680 --> 01:43:25.620]  ämattan
[01:43:25.620 --> 01:43:32.580]   the, and..AT... 24...
[01:44:12.360 --> 01:44:12.360]   ...and every factual assertion in that book is cited and sourced to government databases or peer-reviewed publications. And I don't...I try not to speculate about things that I don't know about or I can't prove. And I do...I cannot tell you what his motivations were. I mean, all of us...he's done a thing...a lot of things that I think are really very, very bad things for humanity...very deceptive.
[01:44:12.360 --> 01:44:12.360]   ...and I...and I...every...every factual assertion in that book is cited and sourced to government databases or peer-reviewed publications. And I don't...I try not to speculate about things that I don't know about or I can't prove. And I do...I cannot tell you what his motivations were. I mean, all of us...he's done a thing...a lot of things that I think are really very, very bad things for humanity...very deceptive.
[01:44:40.260 --> 01:44:50.800]   say
[01:44:50.800 --> 01:44:52.360]   talk,
[01:44:52.360 --> 01:44:58.420]   broadcast in the men whoına Cha gekong . Path. ., ., .,,,,,,,,,, 不是 quick and play in the weather and the end of the ent the buck de of the think of the hundred equals the determin unsere splits today, of the economists don, and, they're, of, arts, Mak, Quer, ,, ., ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, excitement're� In the claw download a canvas or the The Library and gray and a cocon readers and a 좋아하 wildly and in the indicator in the 구� wide and another in theскan. -ii at therob in the wait a bin I'm abondea liquidity begracey a fired a law of aotyvis家 queens
[01:45:09.120 --> 01:45:18.180]   .
[01:45:18.180 --> 01:45:28.320]   signal, more
[01:45:34.920 --> 01:46:02.740]   зас
[01:48:00.500 --> 01:48:27.760]  green實
[01:49:27.200 --> 01:49:55.320]   Butterfly: Yeah, of course.
[01:49:55.320 --> 01:49:56.100]   What was it possible to have within a capitalist system to produce medication, to produce drugs at scale in a way that is not corrupt?
[01:49:56.100 --> 01:49:56.600]   Yeah, of course.
[01:49:56.600 --> 01:49:57.120]   Yeah, of course.
[01:49:57.120 --> 01:49:57.120]   Yeah, of course. Yeah.
[01:49:57.140 --> 01:50:27.080]   I mean, it's a big problem. Of course it is. through a solid regulatory regimen where drugs are actually tested. The problem is not the capitalist system. The capitalist system I have great admiration for and I love the capitalist system. It's the greatest economic engine ever devised, but it has to be harnessed to a social purpose. Otherwise, it leads us down the road.
[01:50:27.120 --> 01:50:32.960]   set
[01:50:32.960 --> 01:50:38.460]   add,DI,
[01:50:38.460 --> 01:50:44.060]   conduct and it is co Kia Justin earned armor en aud els Например buy Hamburg remember de Cannon-in-D, -연-I, '-G, ', -, -, -, -, -, -, -, -, -, -, -, he's, SAY I've conduct aсы - PCR didn many i'd they're animalеты any handicapibe and butaded the de
[01:50:44.260 --> 01:50:54.520]   that is, that is not corrupted by entanglements, financial entanglements with the industry.
[01:50:54.520 --> 01:51:00.000]   And we've set this up the way that this is that the system is set up today
[01:51:00.000 --> 01:51:05.640]   has created this system of regulatory capture on steroids.
[01:51:05.640 --> 01:51:11.400]   So almost 50% of FDA's budget comes from pharmaceutical companies.
[01:51:11.400 --> 01:51:41.200]  , -of course, -of course, the money comes from the FDA.
[01:51:41.200 --> 01:51:41.420]   -of course, the money comes from the FDA. -of course, the money comes from the FDA.
[01:51:41.420 --> 01:51:41.420]   I'm not talking about a drug company. I'm talking about the money comes from the FDA.
[01:51:41.420 --> 01:52:11.440]  , -of course, the money comes from the FDA. I'm not talking about a drug company.
[01:52:11.480 --> 01:52:41.460]  , -of course, the money comes from the FDA. I'm not talking about a drug company.
[01:52:41.460 --> 01:52:41.460]   -of course, the money comes from the FDA. I'm not talking about a drug company.
[01:52:41.460 --> 01:52:41.460]   -of course, the money comes from the FDA. I'm not talking about a drug company.
[01:52:41.480 --> 01:52:47.620]   and they were saying exactly the opposite things.
[01:52:47.620 --> 01:52:51.620]   And they were saying exactly the opposite things.
[01:52:51.620 --> 01:52:51.620]   In fact, there's a word for those kind of scientists who take money for their opinion, and the word is by "ostitutes."
[01:52:51.620 --> 01:52:51.680]   In fact, there's a word for those kind of scientists who take money for their opinion, and the word is by "ostitutes."
[01:52:51.680 --> 01:52:52.300]   And they are very, very common. And, you know, I've been dealing with them my whole career.
[01:52:52.300 --> 01:52:52.340]   And they are very, very common. And, you know, I've been dealing with them my whole career.
[01:52:52.340 --> 01:53:11.480]   And I've been dealing with them my whole career. You know, I think it's Upton Sinclair who said that it's very difficult to get people to do something that's not a good thing, and, you know, I think it's Upton Sinclair who said that it's very difficult to get people to do something that's not a good thing,
[01:53:11.520 --> 01:53:41.500]  , and I think that's true for all of us.
[01:53:41.500 --> 01:53:41.500]   Now, NIH has probably the worst system, which is that scientists who work for NIH, NIH has the worst system, which is that scientists who work for NIH,
[01:53:41.500 --> 01:53:41.500]   NIH has the worst system, which is that scientists who work for NIH,
[01:53:41.500 --> 01:53:41.500]   NIH has the worst system, which is that scientists who work for NIH,
[01:53:41.500 --> 01:53:41.500]   NIH has the worst system, which is that scientists who work for NIH,
[01:53:41.520 --> 01:54:11.520]   NIH has the worst system, which is that scientists who work for NIH,
[01:54:11.520 --> 01:54:11.520]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:11.520 --> 01:54:11.520]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:11.520 --> 01:54:11.520]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:11.520 --> 01:54:11.520]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:11.520 --> 01:54:11.520]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:11.520 --> 01:54:11.520]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:11.520 --> 01:54:11.520]   Everybody looked at NIH said today it's just an incubator for pharmaceutical drugs and and you know that is that gravity of economic self-interest because if you're if NIH itself collects royalties they have margin rights for the patents on all the drugs that they work on. So with the Moderna vaccine, which they promoted incessantly,
[01:54:11.560 --> 01:54:41.540]  ,
[01:54:41.540 --> 01:54:41.540]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:41.540 --> 01:54:41.540]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:41.540 --> 01:54:41.540]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:41.540 --> 01:54:41.540]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:41.540 --> 01:54:41.540]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:41.540 --> 01:54:41.540]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:54:41.540 --> 01:54:41.540]   I think that's the only way that we're going to be the premier gold standard scientific agency in the world.
[01:54:41.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:11.560]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:11.560 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.580 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.580 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.580 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.580 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.580 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.580 --> 01:55:41.580]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:55:41.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:11.600]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:11.600 --> 01:56:41.620]  ,
[01:56:41.620 --> 01:56:41.620]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:41.620 --> 01:56:41.620]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:41.620 --> 01:56:41.620]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:41.620 --> 01:56:41.620]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:41.620 --> 01:56:41.620]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:41.620 --> 01:56:41.620]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:56:41.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.640 --> 01:57:11.640]   I itself, which used to be the premier gold standard scientific agency in the world.
[01:57:11.680 --> 01:57:41.660]  ,
[01:57:41.660 --> 01:57:41.660]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:41.660 --> 01:57:41.660]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:41.660 --> 01:57:41.660]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:41.660 --> 01:57:41.660]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:41.660 --> 01:57:41.660]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:41.660 --> 01:57:41.660]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:57:41.680 --> 01:58:11.680]   H itself, which used to be the premier gold standard scientific agency in the world.
[01:58:11.680 --> 01:58:11.680]   H itself, which used to be the premier gold standard scientific agency in the world.
