
[00:00:00.040 --> 00:00:09.600]   saliva
[01:56:10.880 --> 01:56:14.240]   the loss rate, the loss function in the training drops."
[01:56:14.240 --> 01:56:17.120]   That's when you need to shut down the data center.
[01:56:17.120 --> 01:56:24.080]   It's like, "Well, that's also what happens when you're successfully training a model."
[01:56:24.080 --> 01:56:25.620]   What even is ... This is not science.
[01:56:25.620 --> 01:56:26.620]   This is not anything.
[01:56:26.620 --> 01:56:27.620]   It's not a model.
[01:56:27.620 --> 01:56:28.620]   It's not anything.
[01:56:28.620 --> 01:56:33.400]   There's nothing to ... Arguing with it is like pushing Jell-O. What do you even respond
[01:56:33.400 --> 01:56:34.400]   to?
[01:56:34.400 --> 01:56:35.400]   Push back on that.
[01:56:35.400 --> 01:56:36.360]   I don't think they have good ...
[01:56:36.360 --> 01:56:37.360]   I don't think they have good ...
[01:56:37.360 --> 01:56:37.980]   Yeah.
[01:57:06.300 --> 01:57:08.000]   I think they have good metrics of when the boom is happening, but I think it's possible to have that.
[01:57:08.040 --> 01:57:13.700]   care
[01:57:13.700 --> 01:57:18.860]  , snapped
[01:57:18.860 --> 01:57:23.940]   de not ... F E I is a transcript, it's, I, I, I,
[01:57:23.940 --> 01:57:38.020]  ,
[01:57:38.060 --> 01:57:46.860]   scream種
[01:57:46.860 --> 01:58:06.780]   a, buy,ERE, -- smell to the book the bique bomb card system b
[01:58:08.080 --> 01:58:18.600]   don
[01:58:18.600 --> 01:58:32.680]   my, el no invest all at in had
[01:59:31.060 --> 01:59:42.160]   que
[01:59:42.160 --> 01:59:45.760]   isn the Qu I un is the Fivol
[01:59:45.760 --> 02:00:01.040]  , un,,,,,,.話 제fin Past PATelet particleAR towelibe이었ps, -G, g, concentrate, göz,isme, we, less, make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, is that, and I think it's of theamin Market voice I'm Il Tem the I'm always settledеп administered basement stuk represents th overweight Faster холод Bism Just實 suitsس every transfer waterproof 16 hinterworld icing больш� Buddhism isso網 deinenermandel hour's count the conни commandments manten felt Chance'm mean Hus export the not god's a diz nobourne continue each´Iどう checked pay at look at頭 very como cross I'm not la over the top over Храв tape I'mabl�Se home de� nouveaux object in about the change a beans Gu со continues과�'t couldlen�G Zwe será 7atro
[02:00:01.080 --> 02:00:08.980]   seams,,,
[02:00:08.980 --> 02:00:31.060]   ran only well a
[02:00:31.080 --> 02:00:34.000]   just bugs in the code
[02:00:34.000 --> 02:00:42.380]   accidentally, you know, force you the results in the bombing of like large civilian areas.
[02:00:42.380 --> 02:00:42.780]   Okay.
[02:00:42.780 --> 02:00:49.280]   And to, to a degree that's not possible, um, in the, in the current, um, military strategies.
[02:00:49.280 --> 02:00:49.620]   I don't know.
[02:00:49.620 --> 02:00:53.480]   Well, actually we've been doing a lot of mass bombings of cities for a very long time.
[02:00:53.480 --> 02:00:55.420]   And a lot of civilians died.
[02:00:55.420 --> 02:00:56.280]   And a lot of civilians died.
[02:00:56.280 --> 02:01:01.080]   And if you watch the documentary, the fog of war McNamara, it spends a big part of it talking about the fire bombing.
[02:01:01.080 --> 02:01:01.080]   Корre.
[02:01:01.080 --> 02:01:01.080]   It's a big part of it talking about the fire bombing.
[02:01:01.080 --> 02:01:01.080]   It's a big part of it talking about the fire bombing.
[02:01:01.080 --> 02:01:01.080]   And a lot of civilians died.
[02:01:01.080 --> 02:01:01.080]   And a lot of civilians died.
[02:01:01.120 --> 02:01:07.120]   better
[02:01:07.120 --> 02:01:28.680]   scary. I ab'm,,,,
[02:01:29.980 --> 02:01:38.480]   get
[02:01:38.480 --> 02:01:39.960]   Wha But I is and
[02:01:39.960 --> 02:01:45.640]   activ
[02:01:45.640 --> 02:01:56.360]   receivers, and, and, .,,,,,,, read something
[02:01:59.980 --> 02:02:02.200]   or what I think are fundamentally suspicious reasons.
[02:02:02.200 --> 02:02:03.900]   - Emotional, psychological reasons.
[02:02:03.900 --> 02:02:05.400]   - I think it's very clear that the machine's gonna do
[02:02:05.400 --> 02:02:06.660]   a better job making that decision,
[02:02:06.660 --> 02:02:10.100]   'cause humans making that decision are godawful.
[02:02:10.100 --> 02:02:10.940]   Just terrible.
[02:02:10.940 --> 02:02:11.780]   - Yeah.
[02:02:11.780 --> 02:02:13.860]   - Right, and so, so yeah, so this is the thing.
[02:02:13.860 --> 02:02:16.400]   And then let's get to the, can I, one more sleight of hand?
[02:02:16.400 --> 02:02:17.240]   - Yes, please.
[02:02:17.240 --> 02:02:18.080]   - Okay.
[02:02:18.080 --> 02:02:20.140]   - Please, I'm a magician, you could say.
[02:02:20.140 --> 02:02:20.980]   - One more sleight of hand.
[02:02:20.980 --> 02:02:23.100]   These things are gonna be so smart, right,
[02:02:23.100 --> 02:02:24.400]   that they're gonna be able to destroy the world
[02:02:24.400 --> 02:02:26.380]   and wreak havoc and do all this stuff and plan
[02:02:26.380 --> 02:02:28.080]   and do all this stuff and evade us and have all their
[02:02:28.080 --> 02:02:29.980]   secret things and their secret factories and all this stuff
[02:02:29.980 --> 02:02:29.980]   Кор, I'm sorry.
[02:02:29.980 --> 02:02:29.980]   - Okay.
[02:02:30.120 --> 02:03:00.020]   - Okay.
[02:03:00.020 --> 02:03:00.020]   - Okay.
[02:03:00.020 --> 02:03:00.020]   - Okay.
[02:03:00.020 --> 02:03:00.020]   - Okay. - Okay.
[02:03:00.020 --> 02:03:00.020]   - Okay. - Okay.
[02:03:00.060 --> 02:03:11.020]   After
[02:04:25.160 --> 02:04:26.720]   and I think it's going to be super genius level that humans aren't going to be able to counter.
[02:04:26.800 --> 02:04:26.800]   I don't know how you get the one without the other. Is it possible to be super intelligent without being super wise? Well, again, you're back to that. I mean, then you're back to a classic autistic computer, right? Like you're back to just like a blind rule follower. I've got this like core is the paperclip thing. I've got this core rule. I'm just going to follow it to the end of the earth. And it's like, well, but everything you're going to be doing to execute that rule is going to be super genius level that humans aren't going to be able to counter.
[02:04:56.860 --> 02:05:26.240]   is a little bit of a spicy take. So Robert Oppenheimer famously said now I am become death, the destroyer of worlds as he witnessed the first detonation of a nuclear weapon on July 16 1945. And you write an interesting historical perspective, quote, recall that John von Neumann responded to Robert, Robert Oppenheimer's famous hand-wringing about the role of creating nuclear weapons, which you note helped end World War Two and prevent World War Three.
[02:05:26.240 --> 02:05:26.840]   And you write an interesting historical perspective, quote, recall that John von Neumann responded to Robert, Robert Oppenheimer's famous hand-wringing about the role of creating nuclear weapons, which you note helped end World War Two and prevent World War Three.
[02:05:26.880 --> 02:05:56.860]  , and you write an interesting historical perspective, quote, recall that John von Neumann responded to Robert, Robert Oppenheimer's famous hand-wringing about the role of creating nuclear weapons, which you note helped end World War Two and prevent World War Three.
[02:05:56.900 --> 02:06:26.880]  , and you write an interesting historical perspective, quote, recall that John von Neumann responded to Robert, Robert Oppenheimer responded to Robert, Robert Oppenheimer responded to "the nuclear weapons, which you know, and you know that he was the only thing that was the only thing that was needed.
[02:06:26.900 --> 02:06:56.900]   the nuclear weapons, which you know, and you know that he was the only thing that was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   The nuclear weapons, which you know, and you know that he was the only thing that was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   The nuclear weapons, which you know, and you know that he was the only thing that was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   The nuclear weapons, which you know, and you know that he was the only thing that was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   The nuclear weapons, which you know, and you know that he was the only thing that was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   The nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:06:56.900 --> 02:06:56.900]   the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:06:56.940 --> 02:07:26.920]  , the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know, and you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know that he was the only thing that was needed.
[02:07:26.920 --> 02:07:26.920]   the nuclear weapons, which you know that he was the only thing that was needed.
[02:07:26.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.940 --> 02:07:56.940]   the nuclear weapons, which you know that he was the only thing that was needed.
[02:07:56.980 --> 02:08:26.960]  , the nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.960 --> 02:08:26.960]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.960 --> 02:08:26.960]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.960 --> 02:08:26.960]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.960 --> 02:08:26.960]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.960 --> 02:08:26.960]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.960 --> 02:08:26.960]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:26.980 --> 02:08:56.980]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:56.980 --> 02:08:56.980]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:56.980 --> 02:08:56.980]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:56.980 --> 02:08:56.980]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:56.980 --> 02:08:56.980]   The nuclear weapons, which you know that he was the only thing that was needed.
[02:08:56.980 --> 02:08:56.980]   The nuclear weapons, which you know that he was the only thing that was needed.
