
[00:00:00.040 --> 00:00:09.640]   pid
[01:15:08.600 --> 01:15:38.620]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:15:38.620 --> 01:15:38.620]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:15:38.620 --> 01:15:38.620]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:15:38.620 --> 01:15:38.620]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:15:38.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.640 --> 01:16:08.640]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:08.680 --> 01:16:38.660]  , and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:38.660 --> 01:16:38.660]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:38.660 --> 01:16:38.660]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:38.660 --> 01:16:38.660]   and instead of being in an artificial environment where you're forced by the government to be in a class with somebody who's bullying
[01:16:38.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   I'm going to close this episode with a brief discussion on classical education.
[01:17:08.680 --> 01:17:08.680]   Listener writes in and says,
[01:17:08.680 --> 01:17:08.680]   Listener writes in and says,
[01:17:08.720 --> 01:17:18.680]   just
[01:17:18.680 --> 01:17:19.800]  ру, continue to, gek,
[01:17:19.800 --> 01:17:24.820]  ning wearing no may from the ch. I is the ch. I, I, I, me, over, I, I, I, I, I, D, De, C, schedules. W. End. Vel. cool. cri. er. gen.w. 12.GI. why was bed. wait. final. not. want to be. with a wasn't. 這個
[01:17:24.820 --> 01:17:37.140]   magic. never the and I got the artist. East. Richard's a business is a butt. not a man's a ride a product. I'm a light I'm a워요 a earned a Expl Миuckles a Including a cruel and a night is a dinero plaque elemento ISR e`s a勝woEI'sел,TFBs, HughGT,N,CB,O,
[01:17:37.160 --> 01:18:05.280]   of their peer group once or twice a week and then the rest of the work is done at home but there's a comprehensive model put through a comprehensive curriculum most of that is at home there's also a large grow and growing thankfully movement of classical Christian schools so specifically traditional private Christian schools classrooms bells teachers all desks all that stuff the traditional model but done in the classical model with distinct Christian Christian
[01:18:05.320 --> 01:18:29.320]   the
[01:20:03.520 --> 01:20:03.980]   and
[01:20:34.000 --> 01:20:34.000]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:20:34.000 --> 01:20:34.000]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:20:34.000 --> 01:20:34.000]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:20:34.000 --> 01:20:34.000]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
[01:20:34.000 --> 01:20:34.000]   I think the trivium traditionally was seen as giving the tools of learning that once a child had knowledge and mastery of the trivium,
