
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[01:23:22.340 --> 01:23:25.340]   Dr. Mark Berman: We don't know if people with depression ruminate about the problems.
[01:23:25.340 --> 01:23:26.340]   Dr. Mark Berman: We in the experiment.
[01:23:26.340 --> 01:23:35.340]   Dr. Mark Berman: We we kind of forced them to to ruminate to see if people are in this ruminative state.
[01:23:35.340 --> 01:23:37.340]   Dr. Mark Berman: Would nature still have a benefit?
[01:23:37.340 --> 01:23:39.340]   Dr. Mark Berman: And it turns out that it did.
[01:23:39.340 --> 01:23:47.340]   Dr. Mark Berman: Now, one thing that we were kind of wondering about is like, do people just maybe they just think less about their problems in nature than the urban environment?
[01:23:47.340 --> 01:23:49.340]   Dr. Mark Berman: And we found that wasn't true.
[01:23:49.340 --> 01:23:54.340]   Dr. Mark Berman: We were also kind of this is actually work that we did with Ethan Cross.
[01:23:54.340 --> 01:24:00.340]   Dr. Mark Berman: And actually, my my wife, Catherine Kirpin, was also an author on the study.
[01:24:00.340 --> 01:24:09.340]   Dr. Mark Berman: We also thought maybe that maybe interacting with nature might put you in this more third party distance kind of state.
[01:24:09.340 --> 01:24:18.340]   Dr. Mark Berman: So instead of saying, you know, Mark is so unhappy or instead of saying I'm so unhappy, you'd say Mark is unhappy, you know, this distance state.
[01:24:18.340 --> 01:24:20.340]   Dr. Mark Berman: We didn't find evidence of that, too.
[01:24:20.340 --> 01:24:25.340]   Dr. Mark Berman: It wasn't that people thought about their problems from a more distance perspective in nature either.
[01:24:25.340 --> 01:24:30.340]   Dr. Mark Berman: So so what I think is happening is I think we just increase their directed attention.
[01:24:30.340 --> 01:24:34.340]   Dr. Mark Berman: And when you increase directed attention, you're able to do lots of things.
[01:24:34.340 --> 01:24:43.340]   Dr. Mark Berman: And maybe they could just deal with the ruminations better because they had more cognitive resources to deal with those problems.
[01:24:43.340 --> 01:24:47.340]   Dr. Mark Berman: I'd like to take a quick break and acknowledge one of our sponsors, Element.
[01:24:47.340 --> 01:24:51.340]   Dr. Mark Berman: Element is an electrolyte drink that has everything you need and nothing you don't.
[01:24:51.340 --> 01:24:56.340]   Dr. Mark Berman: That means the electrolytes sodium, magnesium and potassium in the correct amounts, but no sugar.
[01:24:56.340 --> 01:24:59.340]   Dr. Mark Berman: Proper hydration is critical for optimal brain and body function.
[01:24:59.340 --> 01:25:04.340]   Dr. Mark Berman: Even a slight degree of dehydration can diminish cognitive and physical performance.
[01:25:04.340 --> 01:25:06.340]   Dr. Mark Berman: It's also important that you get adequate electrolytes.
[01:25:06.340 --> 01:25:14.340]   Dr. Mark Berman: The electrolytes, sodium, magnesium and potassium, are vital for functioning of all the cells in your body, especially your neurons or your nerve cells.
[01:25:14.340 --> 01:25:20.340]   Dr. Mark Berman: Drinking Element dissolved in water makes it very easy to ensure that you're getting adequate hydration and adequate electrolytes.
[01:25:20.340 --> 01:25:29.340]   Dr. Mark Berman: To make sure that I'm getting proper amounts of hydration and electrolytes, I dissolve one packet of Element in about 16 to 32 ounces of water when I first wake up in the morning.
[01:25:29.340 --> 01:25:31.340]   Dr. Mark Berman: And I drink that basically first thing in the morning.
[01:25:31.340 --> 01:25:39.340]   Dr. Mark Berman: I'll also drink Element dissolved in water during any kind of physical exercise that I'm doing, especially on hot days when I'm sweating a lot and losing water and electrolytes.
[01:25:39.340 --> 01:25:42.340]   Dr. Mark Berman: Element has a bunch of great tasting flavors.
[01:25:42.340 --> 01:25:43.340]   Dr. Mark Berman: I love the raspberry.
[01:25:43.340 --> 01:25:44.340]   Dr. Mark Berman: I love the citrus flavor.
[01:25:44.340 --> 01:25:48.340]   Dr. Mark Berman: Right now, Element has a limited edition lemonade flavor that is absolutely delicious.
[01:25:48.340 --> 01:25:56.340]   Dr. Mark Berman: I hate to say that I love one more than all the others, but this lemonade flavor is right up there with my favorite other one, which is raspberry or watermelon.
[01:25:56.340 --> 01:25:57.340]   Dr. Mark Berman: Again, I can't pick just one flavor.
[01:25:57.340 --> 01:25:58.340]   Dr. Mark Berman: I love them all.
[01:25:58.340 --> 01:26:10.340]   Dr. Mark Berman: If you'd like to try Element, you can go to drinkelement.com/huberman, spelled drinkelement.com/huberman, to claim a free Element sample pack with a purchase of any Element drink mix.
[01:26:10.340 --> 01:26:15.340]   Dr. Mark Berman: Again, that's drinkelement.com/huberman to claim a free sample pack.
[01:26:15.340 --> 01:26:21.340]   Dr. Mark Berman: You mentioned impulsivity, aggression, and the probability of committing a crime.
[01:26:21.340 --> 01:26:22.340]   Dr. Mark Berman: Yeah.
[01:26:22.340 --> 01:26:28.340]   Dr. Mark Berman: You have some data that there are these ways of reducing impulsivity more broadly.
[01:26:28.340 --> 01:26:29.340]   Dr. Mark Berman: Yeah.
[01:26:29.340 --> 01:26:30.340]   Dr. Mark Berman: Right?
[01:26:30.340 --> 01:26:34.340]   Dr. Mark Berman: I don't think impulsivity is something that most people think they deal with.
[01:26:34.340 --> 01:26:35.340]   Dr. Mark Berman:
[01:26:35.340 --> 01:26:38.340]   Dr. Mark Berman: But I'll tell you, if you've ever found yourself picking up your phone just because everyone else did.
[01:26:38.340 --> 01:26:39.340]   Dr. Mark Berman: Right.
[01:26:39.340 --> 01:26:40.340]   Dr. Mark Berman: That's impulsivity.
[01:26:40.340 --> 01:26:41.340]   Dr. Mark Berman: Right.
[01:26:41.340 --> 01:26:53.340]   Dr. Mark Berman: And by the way, I think perhaps I've been a little bit unfair to social media, and I've spared that equally or maybe even more pernicious thing of modern life, which is texting.
[01:26:53.340 --> 01:26:54.340]   Dr. Mark Berman: Yeah.
[01:26:54.340 --> 01:26:59.340]   Dr. Mark Berman: I mean, it's amazing to me on a plane how hard it is for people to disengage from texting.
[01:26:59.340 --> 01:27:00.340]   Dr. Mark Berman: Right.
[01:27:00.340 --> 01:27:07.340]   Dr. Mark Berman: And it's also amazing to me how we can all get into like three or four conversations over text or three or four conversations with one person within a text thread.
[01:27:07.340 --> 01:27:08.340]   Dr. Mark Berman: Right.
[01:27:08.340 --> 01:27:12.340]   Dr. Mark Berman: I mean, if that were converted into like actual dialogue.
[01:27:12.340 --> 01:27:13.340]   Dr. Mark Berman: Yeah.
[01:27:13.340 --> 01:27:14.340]   Dr. Mark Berman: It would be crazy.
[01:27:14.340 --> 01:27:15.340]   Dr. Mark Berman: Right.
[01:27:15.340 --> 01:27:18.340]   Dr. Mark Berman: It would be like switching back and forth between four different conversations.
[01:27:18.340 --> 01:27:19.340]   Dr. Mark Berman: Right.
[01:27:19.340 --> 01:27:21.340]   Dr. Mark Berman: I mean, that party is nuts.
[01:27:21.340 --> 01:27:22.340]   Dr. Mark Berman: Right.
[01:27:22.340 --> 01:27:26.340]   Dr. Mark Berman: But in the form of texting, it's like we're doing it.
[01:27:26.340 --> 01:27:29.340]   Dr. Mark Berman: Are there any data on on what texting is doing to directed attention?
[01:27:29.340 --> 01:27:31.340]   Dr. Mark Berman: I haven't seen any on it.
[01:27:31.340 --> 01:27:34.340]   Dr. Mark Berman: But I again, I would say it's it's got to be depleting.
[01:27:34.340 --> 01:27:36.340]   Dr. Mark Berman: There were some interesting work.
[01:27:36.340 --> 01:27:43.340]   Dr. Mark Berman: Actually, I think by one of your colleagues at Stanford, Anthony Wagner, who did work on these multimedia multitaskers.
[01:27:43.340 --> 01:27:57.340]   Dr. Mark Berman: So people that text and are doing email or social media and, you know, something on the computer, like you're using multiple media devices simultaneously.
[01:27:57.340 --> 01:28:01.340]   Dr. Mark Berman: Does that train attention or does it deplete attention?
[01:28:01.340 --> 01:28:04.340]   Dr. Mark Berman: And I think those studies is quite evident that it depletes attention.
[01:28:04.340 --> 01:28:06.340]   Dr. Mark Berman: It's not training people's attention.
[01:28:06.340 --> 01:28:09.340]   Dr. Mark Berman: It's just depleting their attention.
[01:28:09.340 --> 01:28:17.340]   Dr. Mark Berman: So I would say, yeah, you know, managing all those conversations is going to be very taxing of of directed attention.
[01:28:17.340 --> 01:28:21.340]   Dr. Mark Berman: Again, I'm not somebody who's totally against smartphones.
[01:28:21.340 --> 01:28:22.340]   Dr. Mark Berman: I have a smartphone.
[01:28:22.340 --> 01:28:25.340]   Dr. Mark Berman: I don't do social media, but I do text a lot.
[01:28:25.340 --> 01:28:30.340]   Dr. Mark Berman: I guess I try not to always be so fast.
[01:28:30.340 --> 01:28:38.340]   Dr. Mark Berman: You know, I say sometimes I'm just going to have my time and not not always be so fast to respond.
[01:28:38.340 --> 01:28:40.340]   Dr. Mark Berman: But it's it's hard.
[01:28:40.340 --> 01:28:41.340]   Dr. Mark Berman: It's very difficult.
[01:28:41.340 --> 01:28:46.340]   Dr. Mark Berman: You have to be really mindful and protective of your directed attention.
[01:28:46.340 --> 01:28:54.340]   Dr. Mark Berman: And people get angry if they have kind of an expectation of response latency and then you depart from that.
[01:28:54.340 --> 01:28:55.340]   Dr. Mark Berman: Right.
[01:28:55.340 --> 01:28:58.340]   Dr. Mark Berman: Which is just nerd speak for sometimes I'll text back fast.
[01:28:58.340 --> 01:28:59.340]   Dr. Mark Berman: Right.
[01:28:59.340 --> 01:29:00.340]   Dr. Mark Berman: Sometimes it will take me several weeks or months.
[01:29:00.340 --> 01:29:01.340]   Dr. Mark Berman: Right.
[01:29:01.340 --> 01:29:07.340]   Dr. Mark Berman: I think that's starting to normalize a little bit out there because of the sheer volume of communication that people are getting.
[01:29:07.340 --> 01:29:08.340]   Dr. Mark Berman: Right.
[01:29:08.340 --> 01:29:09.340]   Dr. Mark Berman: A few years ago, that was considered rude.
[01:29:09.340 --> 01:29:10.340]   Dr. Mark Berman: Right.
[01:29:10.340 --> 01:29:17.340]   Dr. Mark Berman: I've heard more and more discussions that I have no, you know, no real knowledge of what the discussions were.
[01:29:17.340 --> 01:29:25.340]   Dr. Mark Berman: But there was a there's a very popular podcast in particular for women where the host was talking about this the other day.
[01:29:25.340 --> 01:29:26.340]   Dr. Mark Berman: Someone sent it to me.
[01:29:26.340 --> 01:29:31.340]   Dr. Mark Berman: They're like, oh, it's it's the the texting three weeks later thing is becoming a norm.
[01:29:31.340 --> 01:29:34.340]   Dr. Mark Berman: I think some people are just bombarded with text messages.
[01:29:34.340 --> 01:29:41.340]   Dr. Mark Berman: I guess our species is really good at creating technologies and then figuring out like, darn, like we need to backtrack a little bit.
[01:29:41.340 --> 01:29:42.340]   Dr. Mark Berman: Right.
[01:29:42.340 --> 01:29:50.340]   Dr. Mark Berman: Because all the programs to like the program freedom, for instance, which shuts down the internet for a certain interval of time on your computer.
[01:29:50.340 --> 01:29:50.340]   Dr. Mark Berman: Yeah.
[01:29:50.340 --> 01:29:51.340]   Dr. Mark Berman: That was great.
[01:29:51.340 --> 01:29:52.340]   Dr. Mark Berman: Hardly anyone uses it.
[01:29:52.340 --> 01:29:53.340]   Dr. Mark Berman: Yeah.
[01:29:53.340 --> 01:29:56.340]   Dr. Mark Berman: And hardly any of the people I know who used to use it use it anymore.
[01:29:56.340 --> 01:29:58.340]   Dr. Mark Berman: Forgive me, freedom designers.
[01:29:58.340 --> 01:30:03.340]   Dr. Mark Berman: But it's like it starts to just disappear because the culture drifts in a new way.
[01:30:03.340 --> 01:30:04.340]   Dr. Mark Berman: Right.
[01:30:04.340 --> 01:30:14.340]   Dr. Mark Berman: And people like Cal Newport or you who don't have social media or me who put social media on a separate phone and takes a month to reply to a text.
[01:30:14.340 --> 01:30:15.340]   Dr. Mark Berman: Right.
[01:30:15.340 --> 01:30:16.340]   Dr. Mark Berman: Unless it's urgent.
[01:30:16.340 --> 01:30:17.340]   Dr. Mark Berman: Right.
[01:30:17.340 --> 01:30:18.340]   Dr. Mark Berman: We're considered the weirdos.
[01:30:18.340 --> 01:30:19.340]   Dr. Mark Berman: Yeah.
[01:30:19.340 --> 01:30:20.340]   Dr. Mark Berman: So it's hard.
[01:30:20.340 --> 01:30:27.340]   Dr. Mark Berman: But again, it's, you know, I've seen people that like an email where they'll have an auto reply that just says, I'm not going to respond really quickly.
[01:30:27.340 --> 01:30:34.340]   Dr. Mark Berman: Or I only respond to email, you know, at this time and this time, you know, and I think that makes sense.
[01:30:34.340 --> 01:30:38.340]   Dr. Mark Berman: You know, again, because we have to protect our directed attention.
[01:30:38.340 --> 01:30:45.340]   Dr. Mark Berman: We're just not going to be good functioning humans if we're just constantly being depleted.
[01:30:45.340 --> 01:30:54.340]   Dr. Mark Berman: I read a study from Wendy Suzuki's lab at NYU a few years ago that people that do 13 minutes a day of mindfulness meditation.
[01:30:54.340 --> 01:31:06.340]   Dr. Mark Berman: So basically sitting or lying down, closing one's eyes, focusing on their breathing and constantly refocusing their attention as it drifts back to a location kind of like right in the middle of their forehead.
[01:31:06.340 --> 01:31:16.340]   Dr. Mark Berman: They observed improvements in memory tasks, but actually decrements in sleep were mentioned there, especially if they did too late in the day.
[01:31:16.340 --> 01:31:20.340]   Dr. Mark Berman: And meditation to me always seemed like a focusing exercise.
[01:31:20.340 --> 01:31:21.340]   Dr. Mark Berman: Yes.
[01:31:21.340 --> 01:31:28.340]   Dr. Mark Berman: And so while it's relaxing because you're not jogging or socially engaging, it's cognitively demanding because you have to constantly bring your attention back.
[01:31:28.340 --> 01:31:29.340]   Dr. Mark Berman: Yes, yes.
[01:31:29.340 --> 01:31:32.340]   Dr. Mark Berman: So for many years, we thought of meditation as a reset.
[01:31:32.340 --> 01:31:33.340]   Dr. Mark Berman: Yes.
[01:31:33.340 --> 01:31:35.340]   Dr. Mark Berman: I think of meditation as focus training.
[01:31:35.340 --> 01:31:36.340]   Dr. Mark Berman: Yes.
[01:31:36.340 --> 01:31:37.340]   Dr. Mark Berman: Not a reset.
[01:31:37.340 --> 01:31:38.340]   Dr. Mark Berman: Right.
[01:31:38.340 --> 01:31:40.340]   Dr. Mark Berman: What you're talking about with nature walks is a reset.
[01:31:40.340 --> 01:31:41.340]   Dr. Mark Berman: Reset, yeah.
[01:31:41.340 --> 01:31:48.340]   Dr. Mark Berman: And it's interesting because, yeah, there was a paper, Tang, I can't remember first name, and Michael Posner.
[01:31:48.340 --> 01:31:49.340]   Dr. Mark Berman: They did some meditation results.
[01:31:49.340 --> 01:31:53.340]   Dr. Mark Berman: And then they found these kind of improvements in attention after meditation.
[01:31:53.340 --> 01:31:57.340]   Dr. Mark Berman: And they're kind of contacting me because I was doing this nature stuff.
[01:31:57.340 --> 01:31:59.340]   Dr. Mark Berman: And they're asking me, do you think it's the same mechanism?
