
[00:00:00.000 --> 00:00:01.600]   two days ago,
[01:15:56.800 --> 01:16:01.680]   gonna take a hard pass on that i like to play a game where i'm a stray dog and i meet another dog
[01:16:01.680 --> 01:16:04.640]   and i'm a stray dog and i'm a stray dog and then we eat a bowl of pasta but this long
[01:16:04.640 --> 01:16:04.640]   and then we eat a bowl of pasta but this long
[01:16:04.640 --> 01:16:06.800]   and then we eat a bowl of pasta but this long string of pasta we each come closer and closer
[01:16:06.800 --> 01:16:06.800]   string of pasta we each come closer and closer
[01:16:06.800 --> 01:16:08.640]   string of pasta we each come closer and closer then we end up kissing
[01:16:08.640 --> 01:16:08.640]   then we end up kissing
[01:16:08.640 --> 01:16:11.760]   then we end up kissing let's uh move on to do we want to go black
[01:16:11.760 --> 01:16:11.760]   let's uh move on to do we want to go black
[01:16:11.760 --> 01:16:13.600]   let's uh move on to do we want to go black rock has lost
[01:16:13.600 --> 01:16:13.600]   rock has lost
[01:16:13.600 --> 01:16:18.080]   rock has lost 1.7 trillion dollars in six months
[01:16:18.080 --> 01:16:18.080]   1.7 trillion dollars in six months
[01:16:18.080 --> 01:16:20.720]   1.7 trillion dollars in six months uh vc funding is down
[01:16:20.720 --> 01:16:20.720]   uh vc funding is down
[01:16:20.720 --> 01:16:24.480]   uh vc funding is down or amazon acquires one medical for 3.9
[01:16:24.480 --> 01:16:27.600]   billion which which one do we want to go to next anybody have a favorite here sachs you've been a
[01:16:27.600 --> 01:16:31.840]   little quiet you got one you want to go to uh we can talk about the blacklock thing this is the
[01:16:31.840 --> 01:16:36.640]   largest amount of money lost by a single firm over a six-month period in history blackrock uh is the
[01:16:36.640 --> 01:16:42.960]   world's largest asset manager and uh it was the first firm to break 10 trillion dollars in aum
[01:16:42.960 --> 01:16:49.120]   assets under management now right now they're at 8.4 trillion 2022 ranks as the worst start in 50
[01:16:49.120 --> 01:16:53.280]   years for both stocks and bonds chairman and chief executive officer larry fink said on his earnings
[01:16:53.280 --> 01:16:58.320]   call at the end of june only about a quarter of its assets were actively managed to beat a
[01:16:58.320 --> 01:17:02.560]   benchmark rather than track it seamlessly as passive strategies are designed to do firm's
[01:17:02.560 --> 01:17:07.120]   passive equity holdings are now 10 times larger than its active holdings although it does operate
[01:17:07.120 --> 01:17:13.120]   some active multi-asset and alternative strategies that narrow the gap collapse in bond markets this
[01:17:13.120 --> 01:17:18.240]   year has shaken money out of active fixed income funds listen i think there's less than meets the
[01:17:18.240 --> 01:17:22.080]   eye here with this i think this was a headline that was trying to grab attention by saying biggest lost
[01:17:22.080 --> 01:17:27.920]   ever look the reason why it was the biggest loss ever is because blackrock is so big i mean and and
[01:17:27.920 --> 01:17:32.320]   what is blackrock it's basically at this point they're index funds their etfs their index funds
[01:17:32.320 --> 01:17:38.560]   they just represent market indices so you know the reason why it went down 1.7 trillion is because it
[01:17:38.560 --> 01:17:45.120]   started with 10 trillion so the average index is down 17 that's all it means we know this the s p
[01:17:45.120 --> 01:17:52.000]   500 is down 20 22 for the year the dow jones down 15-ish the nasdaq is down 15-ish the nasdaq is down
[01:17:52.000 --> 01:17:56.880]   like 30. so this is just reflecting what we already know which is that the stock market is
[01:17:56.880 --> 01:18:03.680]   down this year do you think it's another um data point to support the idea that active managers
[01:18:03.680 --> 01:18:10.160]   generally speaking and maybe holistically speaking over time cannot beat the uh you know the market
[01:18:10.160 --> 01:18:16.320]   cannot beat indices i mean you have a point of view on that as an investor sex well i think you
[01:18:16.320 --> 01:18:20.880]   know you're talking about public market investors i think it's very hard to be i think it's very hard
[01:18:20.880 --> 01:18:21.920]   to beat the stock market as an investor i think it's very hard to beat the stock market as an investor
[01:18:21.920 --> 01:18:26.240]   the public markets over a long period of time consistently
[01:18:26.240 --> 01:18:32.080]   i just think it is now you know the contradiction though is if you have no active managers
[01:18:32.080 --> 01:18:39.520]   then the indices won't be efficient anymore so you need the participation of the active managers
[01:18:39.520 --> 01:18:45.040]   to help drive the uh the indices and make corrections to it so and the fewer active
[01:18:45.040 --> 01:18:50.080]   strategies you have the more inefficient the markets will become thereby inviting active
[01:18:50.080 --> 01:18:51.840]   strategies so
[01:18:51.840 --> 01:18:55.520]   you know i think it's a good question i i think there are some managers who are
[01:18:55.520 --> 01:18:59.520]   who can probably do it but i think it's a very tough thing to do jim off what do you think you're a
[01:18:59.520 --> 01:19:03.680]   public investor active selector of
[01:19:03.680 --> 01:19:12.080]   here's what i hear i've been thinking a lot about this i think that i have disproportionately benefited
[01:19:12.080 --> 01:19:19.120]   from being at the right place at the right time backed by enormous amounts of central bank money
[01:19:20.400 --> 01:19:27.360]   and so i think we all have been i think it is very difficult to be a public market
[01:19:27.360 --> 01:19:33.920]   individual stock picker in a world where the central banks are constantly meddling
[01:19:33.920 --> 01:19:43.280]   because when they do the best thing that you can do is belong the market beta and the more
[01:19:43.280 --> 01:19:49.760]   concentrated you are the better returns you would have delivered since 2008 when the central bank
[01:19:49.760 --> 01:19:56.560]   started to get very aggressively involved when individual stock pickers reigned the the universe
[01:19:56.560 --> 01:20:03.600]   was when central banks were largely on the sidelines and so there was all kinds of dispersion
[01:20:03.600 --> 01:20:11.040]   right dispersion meaning good outcomes bad outcomes lots of alpha right meaning your performance was
[01:20:11.040 --> 01:20:18.720]   independent of the market but since 2008 it's largely been beta that's driven the market and the
[01:20:18.720 --> 01:20:25.360]   folks that have done exceedingly well were those in tech because we delivered the best beta and
[01:20:25.360 --> 01:20:32.560]   every time we confuse alpha and beta we get over our ski tips and there's always some big out you
[01:20:32.560 --> 01:20:41.040]   know blow up so i think my my general takeaway is that uh if the central banks stay on the sidelines
[01:20:41.040 --> 01:20:48.640]   individual stock picking reigns and active management can win if they continue to be involved
[01:20:48.640 --> 01:20:51.520]   and do quantitative easing and all of this other stuff
[01:20:51.520 --> 01:21:00.080]   index funds that are long concentrated market beta will always outperform in the long run i was
[01:21:00.080 --> 01:21:05.280]   watching warren buffett answer some questions and one of the questions and this goes to the law of
[01:21:05.280 --> 01:21:11.280]   big numbers like blackrock he was saying listen the reason i did better earlier in my career than
[01:21:11.280 --> 01:21:16.640]   later in my career on a percentage basis is because i was placing at a smaller amount of capital and i
[01:21:16.640 --> 01:21:23.040]   was placing it on smaller bets uh smaller ideas and themes and then as i had a bigger chip stack
[01:21:23.040 --> 01:21:28.240]   i had to find bigger ideas to put more money to work and therefore more people were looking at
