
[00:00:00.040 --> 00:00:06.680]  � think start
[01:57:39.000 --> 01:57:41.480]   spend a
[01:57:41.480 --> 01:57:42.380]   seg間
[01:57:42.380 --> 01:57:44.160]   directing àarez recipe in the
[01:57:44.180 --> 01:58:13.400]   on community control and.
[01:58:13.400 --> 01:58:14.180]   Корre.
[01:58:14.180 --> 01:58:14.180]   We
[01:58:14.180 --> 01:58:14.180]   I think it would be there's a lot of reasons why it might not be good and even back then I didn't think as much as I have since about a business model can tend to drive you in a certain place and really saying that through in advance is really important because you might say, yeah, we're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:14.180]   We're really, really keen on community control and neutrality.
[01:58:14.180 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.200 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.200 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.200 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.200 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.200 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.200 --> 01:58:44.200]   We're really, really keen on community control and neutrality.
[01:58:44.220 --> 01:59:14.220]   You know, we don't have clickbait headlines on Wikipedia.
[01:59:14.220 --> 01:59:14.220]   You've never seen, you know, Wikipedia entries with all this kind of listicles, you know, sort of the 10 funniest cat pictures, number 7, make you cry, you know, none of that kind of stuff because there's no way to get people to believe you.
[01:59:14.220 --> 01:59:14.220]   You know, we don't have clickbait headlines on Wikipedia.
[01:59:14.220 --> 01:59:14.220]   You've never seen, you know, Wikipedia entries with all this kind of listicles, you know, sort of the 10 funniest cat pictures, number 7, make you cry, you know, none of that kind of stuff because there's no way to get people to believe you.
[01:59:14.220 --> 01:59:14.220]   You know, we're really keen on community control and neutrality.
[01:59:14.220 --> 01:59:14.220]   We're really, really keen on community control and neutrality.
[01:59:14.220 --> 01:59:14.220]   We're really, really keen on community control and neutrality.
[01:59:14.220 --> 01:59:14.220]   We're really keen on community control and neutrality.
[01:59:14.220 --> 01:59:44.240]  , you know, we're really keen on community control and neutrality.
[01:59:44.240 --> 01:59:44.240]   We're really keen on community control and neutrality.
[01:59:44.240 --> 01:59:44.240]   We're really keen on community control and neutrality.
[01:59:44.240 --> 01:59:44.240]   We're really keen on community control and neutrality.
[01:59:44.240 --> 01:59:44.240]   We're really keen on community control and neutrality.
[01:59:44.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:14.260]   We're really keen on community control and neutrality.
[02:00:14.260 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.280 --> 02:00:44.280]   We're really keen on community control and neutrality.
[02:00:44.320 --> 02:01:14.300]   renders us more than we ever would have ever wanted.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:14.300]   We're really keen on community control and neutrality.
[02:01:14.300 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.320 --> 02:01:44.320]   We're really keen on community control and neutrality.
[02:01:44.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:14.340]   We're really keen on community control and neutrality.
[02:02:14.340 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.360 --> 02:02:44.360]   I'm really keen on community control and neutrality.
[02:02:44.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:14.380]   I'm really keen on community control and neutrality.
[02:03:14.380 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.400 --> 02:03:44.400]   I'm really keen on community control and neutrality.
[02:03:44.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
[02:04:14.420 --> 02:04:14.420]   I'm really keen on community control and neutrality.
