
[00:00:00.000 --> 00:00:01.800]   Narcissism is not arrogance.
[01:50:19.000 --> 01:50:21.040]   what the trauma tells us.
[01:50:21.040 --> 01:50:23.220]   Trauma tells us lessons, like nothing matters
[01:50:23.220 --> 01:50:25.680]   and you don't matter and nothing will ever be good
[01:50:25.680 --> 01:50:30.160]   and nothing is beautiful and we can push against trauma.
[01:50:30.160 --> 01:50:31.720]   There is life in me, there's something,
[01:50:31.720 --> 01:50:33.880]   there's goodness for me to spread in the world,
[01:50:33.880 --> 01:50:35.480]   to express and spread.
[01:50:35.480 --> 01:50:39.680]   So I think trauma fuels creativity in many, many, many ways.
[01:50:39.680 --> 01:50:42.320]   Trauma also shuts down creativity.
[01:50:42.320 --> 01:50:45.320]   People who are, one example,
[01:50:45.320 --> 01:50:47.360]   trauma that escalates to the point
[01:50:47.360 --> 01:50:49.880]   where now the person is soothing it with alcohol,
[01:50:49.880 --> 01:50:52.440]   one example, and now the impact of the alcohol
[01:50:52.440 --> 01:50:53.960]   shuts down any creativity.
[01:50:53.960 --> 01:50:56.520]   So can people be creative
[01:50:56.520 --> 01:50:58.600]   and outward thinking without trauma?
[01:50:58.600 --> 01:51:00.560]   I think sometimes, if I remember correctly,
[01:51:00.560 --> 01:51:02.640]   people will use Immanuel Kant as an example,
[01:51:02.640 --> 01:51:04.280]   someone who I think hadn't traveled much
[01:51:04.280 --> 01:51:05.960]   and didn't have trauma and look at what he knew.
[01:51:05.960 --> 01:51:07.880]   So okay, there are gonna be exceptions,
[01:51:07.880 --> 01:51:11.760]   but a lot of our creativity is in some ways
[01:51:11.760 --> 01:51:14.780]   fueled by our suffering, although it's complicated
[01:51:14.780 --> 01:51:17.040]   because it comes from generative places in us.
[01:51:17.040 --> 01:51:20.000]   So those places are there, they're not created by suffering,
[01:51:20.000 --> 01:51:22.760]   but maybe suffering makes an incentive
[01:51:22.760 --> 01:51:24.880]   or a passion inside of us.
[01:51:24.880 --> 01:51:28.360]   And a person, Stephanie, who you referred to,
[01:51:28.360 --> 01:51:33.120]   is just such an incredible, astounding creative force.
[01:51:33.120 --> 01:51:35.120]   And sure, some of that comes from trauma,
[01:51:35.120 --> 01:51:37.440]   some of it comes from trauma
[01:51:37.440 --> 01:51:40.560]   fueling the generative creative places in her.
[01:51:40.560 --> 01:51:41.960]   But what I helped her to do,
[01:51:41.960 --> 01:51:43.560]   she's very generous with her words,
[01:51:43.560 --> 01:51:47.360]   but what I helped her to do was to see
[01:51:47.360 --> 01:51:51.120]   all that she is and all that the creativity in her is
[01:51:51.120 --> 01:51:53.920]   and all that there is to create
[01:51:53.920 --> 01:51:58.840]   through love and caring and compassion
[01:51:58.840 --> 01:52:00.640]   and to again, see that.
[01:52:00.640 --> 01:52:03.240]   I mean, a lot of time, that's what I'm doing clinically.
[01:52:03.240 --> 01:52:04.640]   I think it's what good psychiatrists
[01:52:04.640 --> 01:52:06.120]   or mental health professionals do
[01:52:06.120 --> 01:52:09.600]   is we help people see the beauty that is there, right?
[01:52:09.600 --> 01:52:13.040]   Because oftentimes we're way too close up to that tapestry
[01:52:13.040 --> 01:52:15.680]   and what brings us close is often the sad thing.
[01:52:15.680 --> 01:52:18.300]   So we're up close and all we see is the negative.
[01:52:18.300 --> 01:52:21.120]   I mean, it's easy then to get classically nihilistic,
[01:52:21.120 --> 01:52:23.680]   but by helping someone take a step back
[01:52:23.680 --> 01:52:26.640]   and to see who they are and what's in them,
[01:52:26.640 --> 01:52:28.280]   that's how people get better
[01:52:28.280 --> 01:52:31.320]   and it's how people re-engage in life.
[01:52:31.320 --> 01:52:33.320]   - It's such a difficult thing
[01:52:33.320 --> 01:52:34.720]   because if you were to,
[01:52:34.720 --> 01:52:38.120]   from studying human beings,
[01:52:38.120 --> 01:52:40.560]   it seems like the optimal trajectory
[01:52:40.560 --> 01:52:45.020]   is having some trauma that doesn't destroy you,
[01:52:45.020 --> 01:52:50.600]   that forces you early in life to really struggle
[01:52:50.600 --> 01:52:54.040]   with the intricacies of the human condition
[01:52:54.040 --> 01:52:56.600]   and then later in life, as you form
[01:52:56.600 --> 01:53:00.000]   and you build an expertise around and mastery,
[01:53:00.000 --> 01:53:02.320]   start to do exactly what you said,
[01:53:02.320 --> 01:53:04.680]   which is step back and look at the tapestry.
[01:53:04.680 --> 01:53:08.640]   So if you don't have the trauma,
[01:53:08.640 --> 01:53:10.680]   it seems like just empirically speaking,
[01:53:10.680 --> 01:53:12.600]   there's of course just a huge amount of data
[01:53:12.600 --> 01:53:15.360]   and all kinds of anecdotal evidence,
[01:53:15.360 --> 01:53:17.880]   but I wanna be careful here
[01:53:17.880 --> 01:53:22.600]   'cause maybe I'm romanticizing hardship,
[01:53:22.600 --> 01:53:25.880]   but it does seem that hardship in childhood,
[01:53:25.880 --> 01:53:28.480]   if it doesn't break you, can be constructive.
[01:53:28.480 --> 01:53:31.440]   It's like you said, having that trauma,
[01:53:31.440 --> 01:53:33.920]   one of the ways to fight it is to say,
[01:53:33.920 --> 01:53:35.400]   I am worth something.
[01:53:35.400 --> 01:53:40.720]   David Goggins talks about this.
[01:53:40.720 --> 01:53:46.520]   I am somebody, I can be somebody special
[01:53:46.520 --> 01:53:48.640]   and I'm gonna prove it to you, I'm gonna do this,
[01:53:48.640 --> 01:53:49.920]   I'm gonna do this big thing.
[01:53:49.920 --> 01:53:52.240]   It's this engine that drives you forward.
[01:53:52.240 --> 01:53:56.440]   Yeah, comment on that because from a parent's perspective,
[01:53:56.440 --> 01:54:01.440]   you want a child to have an easy life, right?
[01:54:01.440 --> 01:54:05.280]   You want them to not have hardship,
[01:54:05.280 --> 01:54:06.740]   certainly not have trauma,
[01:54:06.740 --> 01:54:09.360]   but that's such a difficult dance
[01:54:09.360 --> 01:54:13.400]   because in some ways, a little bit of hardship
[01:54:14.400 --> 01:54:17.280]   and a gradually increasing amount of hardship
[01:54:17.280 --> 01:54:19.760]   that doesn't break you can really develop you
[01:54:19.760 --> 01:54:23.800]   into a really interesting, complicated person
[01:54:23.800 --> 01:54:26.280]   and it helps you flourish as a creative being.
[01:54:26.280 --> 01:54:29.000]   I don't know if there's a question.
[01:54:29.000 --> 01:54:31.040]   I just keep saying random things.
[01:54:31.040 --> 01:54:34.600]   - No, I think it makes good sense to me.
[01:54:34.600 --> 01:54:36.120]   I think you're trying to get at,
[01:54:36.120 --> 01:54:39.800]   do we need trauma and how are we defining it?
[01:54:39.800 --> 01:54:42.840]   Because we say trauma, hardship, difficulties.
[01:54:42.840 --> 01:54:45.800]   I mean, we could set aside, we could set apart,
[01:54:45.800 --> 01:54:49.000]   say and differentiate things that are difficult
[01:54:49.000 --> 01:54:52.400]   but that are overcomable versus things
[01:54:52.400 --> 01:54:54.960]   that we could use the word trauma this way,
[01:54:54.960 --> 01:54:57.960]   if we chose to, that are just entirely negative.
[01:54:57.960 --> 01:55:02.200]   Like someone saying, oh, you can't do that
[01:55:02.200 --> 01:55:04.080]   and you'll never succeed because,
[01:55:04.080 --> 01:55:05.680]   and then they tell you something about yourself,
[01:55:05.680 --> 01:55:07.600]   because you're from here or you're this race, religion,
[01:55:07.600 --> 01:55:08.640]   whatever it is, right?
[01:55:08.640 --> 01:55:11.440]   We think, well, that could make someone say,
[01:55:11.440 --> 01:55:13.760]   hey, I'm gonna show you, I'm gonna overcome, right?
[01:55:13.760 --> 01:55:16.880]   But then they're overcoming something bad, right?
[01:55:16.880 --> 01:55:18.280]   Like it's just like there's nothing good
[01:55:18.280 --> 01:55:19.520]   or helpful about that, right?
[01:55:19.520 --> 01:55:20.360]   If someone's saying that,
[01:55:20.360 --> 01:55:22.160]   so the person has to overcome it.
[01:55:22.160 --> 01:55:24.800]   That's different than something that is placed
[01:55:24.800 --> 01:55:29.600]   in front of a person where the whole conception
[01:55:29.600 --> 01:55:31.480]   of it is something positive
[01:55:31.480 --> 01:55:34.240]   that you can make through effort, right?
[01:55:34.240 --> 01:55:37.760]   So, I remember, I don't know, I think I was 15 years old.
[01:55:37.760 --> 01:55:40.160]   There was some rule like where you could then go,
[01:55:40.160 --> 01:55:42.160]   I don't think it was picking raspberries or blueberries,
[01:55:42.160 --> 01:55:43.960]   right, and I think, and my parents wanted me to see,
[01:55:43.960 --> 01:55:45.680]   like, hey, go see how that works,
[01:55:45.680 --> 01:55:47.800]   and now you got 50 cents at the end of it, right?
[01:55:47.800 --> 01:55:50.120]   And then you think about that when you wanna buy
[01:55:50.120 --> 01:55:53.600]   baseball cards or you think about it and you work hard.
[01:55:53.600 --> 01:55:55.440]   And I can remember like it was hard
[01:55:55.440 --> 01:55:57.920]   and I was sweating and I was tired,
[01:55:57.920 --> 01:55:59.160]   but I learned from it.
[01:55:59.160 --> 01:56:00.760]   I mean, it's the reason I remember it today.
[01:56:00.760 --> 01:56:03.240]   So, yes, parents might want their kids
[01:56:03.240 --> 01:56:04.480]   to have like a good life, right?
[01:56:04.480 --> 01:56:06.560]   But not necessarily an easy life, you know?
[01:56:06.560 --> 01:56:08.920]   And I think that was done,
[01:56:08.920 --> 01:56:10.760]   they took me to do that so I'd have
[01:56:10.760 --> 01:56:12.120]   a greater sense of responsibility
[01:56:12.120 --> 01:56:14.000]   and a sense of like hard work is meaningful
[01:56:14.000 --> 01:56:14.840]   and it's important.
[01:56:14.840 --> 01:56:18.280]   And I think that that kind of thing is good,
[01:56:18.280 --> 01:56:20.320]   but if we separate that from something
[01:56:20.320 --> 01:56:22.480]   that's just denigrating, prejudicial,
[01:56:22.480 --> 01:56:24.320]   like I think those things aren't good,
[01:56:24.320 --> 01:56:25.680]   but they're unavoidable.
[01:56:25.680 --> 01:56:28.320]   So, it's not necessarily that, oh, is some trauma good?
[01:56:28.320 --> 01:56:30.600]   I would look at it more that some trauma's unavoidable.
[01:56:30.600 --> 01:56:32.440]   I mean, you know, it's hard to,
[01:56:32.440 --> 01:56:34.960]   how do you go through life and not have any losses
[01:56:34.960 --> 01:56:38.000]   or anything negative or anything sad?
[01:56:38.000 --> 01:56:39.040]   And then people are people.
[01:56:39.040 --> 01:56:41.040]   There may be people who have not a lot of that
[01:56:41.040 --> 01:56:42.800]   and then there's a sort of complacency
[01:56:42.800 --> 01:56:44.800]   and they don't do as much as they could
[01:56:44.800 --> 01:56:46.160]   or feel as good as they could.
[01:56:46.160 --> 01:56:47.320]   You know, then there's other people
[01:56:47.320 --> 01:56:49.040]   who have a highly attuned emotional,
[01:56:49.040 --> 01:56:51.000]   so there's people with very highly attuned
[01:56:51.000 --> 01:56:53.560]   emotional compasses for which a little bit
[01:56:53.560 --> 01:56:55.960]   of trauma becomes so intrusive.
[01:56:55.960 --> 01:56:58.320]   So, it's so much of it is person-driven,
[01:56:58.320 --> 01:57:00.160]   but I do wanna distinguish between things
[01:57:00.160 --> 01:57:03.160]   that are just purely bad that we might overcome
[01:57:03.160 --> 01:57:04.800]   or find some fire in our belly about
[01:57:04.800 --> 01:57:06.280]   or whatever the case may be,
[01:57:06.280 --> 01:57:08.760]   and things that may be boundaries or barriers
[01:57:08.760 --> 01:57:12.960]   either purposely placed or not that, in a sense,
[01:57:12.960 --> 01:57:16.080]   invite us or inform us of the possibility
[01:57:16.080 --> 01:57:17.520]   of striving and overcoming.
[01:57:17.520 --> 01:57:20.600]   - Finally, in tuned emotional compasses,
[01:57:20.600 --> 01:57:24.920]   it's so true that there is, that's a component of it too.
[01:57:24.920 --> 01:57:29.400]   It's almost genetic, how sensitive you are
[01:57:29.400 --> 01:57:30.360]   to particular trauma.
[01:57:30.360 --> 01:57:32.640]   So, little things can have a huge impact
[01:57:32.640 --> 01:57:37.280]   or gigantic things, serious abuse in childhood
[01:57:37.280 --> 01:57:40.920]   can be, by some people, overcome more easily.
[01:57:40.920 --> 01:57:41.760]   It's so interesting. - It's not just
[01:57:41.760 --> 01:57:42.600]   what's the trauma.
[01:57:42.600 --> 01:57:44.760]   What's the trauma that makes certain problems?
[01:57:44.760 --> 01:57:46.720]   You have to match the trauma to the person,
[01:57:46.720 --> 01:57:48.400]   and a big part of what you're matching to
[01:57:48.400 --> 01:57:51.440]   is that genetically-based characteristic
[01:57:51.440 --> 01:57:54.800]   of how finely attuned is that empathic attunement
[01:57:54.800 --> 01:57:55.680]   to that compass.
[01:57:55.680 --> 01:57:58.760]   - So, when you think about, let's just return to childhood.
[01:57:58.760 --> 01:58:00.800]   When you think about trauma in childhood,
[01:58:01.800 --> 01:58:06.800]   what can we say about the impact of child abuse
[01:58:06.800 --> 01:58:13.240]   on the development of a human being?
[01:58:13.240 --> 01:58:18.240]   I think the impact of it is so disproportionately bad,
[01:58:18.240 --> 01:58:26.400]   hurtful, compared to things that happen
[01:58:26.400 --> 01:58:27.560]   when we're not children.
[01:58:27.560 --> 01:58:29.960]   And I wanna be very careful about how I'm saying that
[01:58:29.960 --> 01:58:34.120]   because people can, through their strength and resilience
[01:58:34.120 --> 01:58:38.200]   and human interconnectedness, can overcome that.
[01:58:38.200 --> 01:58:42.200]   I don't mean to say that anyone who's experienced
[01:58:42.200 --> 01:58:45.960]   those things can't make it through it or over it.
[01:58:45.960 --> 01:58:48.120]   That part is not true.
[01:58:48.120 --> 01:58:51.800]   But it is true that the impact is so disproportionate
[01:58:51.800 --> 01:58:53.480]   to anything else that can happen
[01:58:53.480 --> 01:58:56.240]   because the brain is formulating.
[01:58:56.240 --> 01:58:58.280]   So, both, if we say psychology
[01:58:58.280 --> 01:59:00.720]   is like applied neurobiology, right?
