
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[01:27:15.920 --> 01:27:18.240]   It's like a car, right? After you run a certain miles,
[01:27:18.240 --> 01:27:20.920]   it's time to shelve it, right?
[01:27:20.920 --> 01:27:22.880]   - Yeah. - So I don't think that's, like,
[01:27:22.880 --> 01:27:26.560]   actually, like, a good solution to...
[01:27:26.560 --> 01:27:29.120]   In general, I'm also a bit, like...
[01:27:29.120 --> 01:27:35.000]   I think this is important for the community to think about, right?
[01:27:35.000 --> 01:27:38.640]   But is it a fundamental limitation that any benchmark that goes out...
[01:27:38.640 --> 01:27:39.880]   Like, also, there's also one thing.
[01:27:39.880 --> 01:27:41.640]   In the past, people used to withhold test set, right?
[01:27:41.640 --> 01:27:43.440]   Like, squat. They used to withhold test set.
[01:27:43.440 --> 01:27:46.880]   But then, like, after a while, I think people also realised that, like,
[01:27:46.880 --> 01:27:48.720]   - when you withhold, like, MMMU... - Like, Kaggle matching.
[01:27:48.720 --> 01:27:52.720]   No, like, when you withhold, it's, like, so much extra work for, like,
[01:27:52.720 --> 01:27:56.560]   the community to, like, eval on this that they just don't do that, right?
[01:27:56.560 --> 01:28:00.920]   It's either your dataset becomes... Your benchmark becomes unpopular,
[01:28:00.920 --> 01:28:02.560]   or... I think it's also incentive things, right?
[01:28:02.560 --> 01:28:05.920]   So if, let's say, you are... You want to run, like, a contest, right?
[01:28:05.920 --> 01:28:08.800]   And then your goal, as an academic, is to get as much citations as possible
[01:28:08.800 --> 01:28:10.960]   on this benchmark paper, right?
[01:28:10.960 --> 01:28:13.600]   Like, then you... Or, like, this...
[01:28:13.600 --> 01:28:15.800]   You want to be as famous as possible.
[01:28:15.800 --> 01:28:18.240]   You will not want to withhold the test set because
[01:28:18.240 --> 01:28:19.880]   if you withhold the test set, and then people have, like...
[01:28:19.880 --> 01:28:23.000]   There was once, like, in... I mean, like, many years ago,
[01:28:23.000 --> 01:28:25.480]   there were even some benchmarks where you had to, like,
[01:28:25.480 --> 01:28:27.920]   like, package your model and send it to them to run.
[01:28:27.920 --> 01:28:32.400]   Like, and this... Like, these benchmarks never, ever, like...
[01:28:32.400 --> 01:28:34.120]   Like, never, ever, like, took off.
[01:28:34.120 --> 01:28:37.760]   Like, took off just because, like... So at the end of the day, right, it's, like...
[01:28:37.760 --> 01:28:39.960]   It's the root problem, like, incentives.
[01:28:39.960 --> 01:28:43.680]   Like, it's the... Also, the benchmarking problem is also, like, an incentive problem, right?
[01:28:43.680 --> 01:28:46.920]   So, like, it's also, like, people want to show their model is the best,
[01:28:46.920 --> 01:28:51.000]   and then the game masters want to gain as much clout as possible.
[01:28:51.000 --> 01:28:53.320]   And I think also MCs will get caught into some...
[01:28:53.320 --> 01:28:55.960]   I don't have a take on this, but, like, there's...
[01:28:55.960 --> 01:28:59.480]   There's, like, people who also feel that they are also optimising for hype, right?
[01:28:59.480 --> 01:29:00.560]   - Their own clout, right? - Definitely.
[01:29:00.560 --> 01:29:03.680]   So there's all this... I think it's a lot of interesting, like...
[01:29:03.680 --> 01:29:08.120]   I don't know what field this will be, but, like, the sociological... I don't know, like...
[01:29:08.120 --> 01:29:11.120]   - Yeah? - Like, I think there's a lot of papers to be written, right?
[01:29:11.120 --> 01:29:17.040]   About how these incentives, like, rewards and incentives, like, kind of...
[01:29:17.040 --> 01:29:21.120]   But it might not be soft, so...
[01:29:21.120 --> 01:29:22.160]   Yeah, I don't know.
[01:29:22.160 --> 01:29:26.400]   I would say SweetBench is probably the one that's kind of broken out this year as, like,
[01:29:26.400 --> 01:29:30.280]   now a thing that everyone wants to compete on, as if you're a coding agent.
[01:29:30.280 --> 01:29:32.920]   I don't know if you have a view on it, but it's just, like...
[01:29:32.920 --> 01:29:35.800]   You have... It should be known to be hard,
[01:29:35.800 --> 01:29:40.440]   and it should be... You should be able to make progress on it quickly.
[01:29:40.440 --> 01:29:45.400]   - That makes you popular and cited a lot. - Yeah, yeah, yeah, yeah, yeah.
[01:29:45.400 --> 01:29:50.280]   Okay. Multimodality versus Omnimodality.
[01:29:50.280 --> 01:29:57.680]   So this is a little bit of commentary on GPT-4.0 and Chameleon.
[01:29:57.680 --> 01:30:01.160]   I don't know if you saw the Chameleon paper from Meta.
[01:30:01.160 --> 01:30:04.920]   Briefly saw it, yeah. I'm not... I didn't really take a look at it.
[01:30:04.920 --> 01:30:09.240]   Basically, the general idea is that most multimodal models,
[01:30:09.240 --> 01:30:12.840]   like Lava or Flamingo, which are late fusion,
[01:30:12.840 --> 01:30:17.120]   which is you freeze, freeze, and then you join together,
[01:30:17.120 --> 01:30:19.320]   versus early fusion, where you do it properly,
[01:30:19.320 --> 01:30:21.960]   where, like, everything is...
[01:30:21.960 --> 01:30:25.240]   All the modalities are present in the early pre-train stage.
[01:30:25.240 --> 01:30:29.080]   And it seems like things are trending from late fusion to early fusion,
[01:30:29.080 --> 01:30:34.240]   is the general thesis, with GPT-4.0 being very obviously early fusion.
[01:30:34.240 --> 01:30:38.400]   You guys, I would class it as early fusion.
[01:30:38.400 --> 01:30:42.840]   I don't know if you have commentary on whether this is obvious to you,
[01:30:42.840 --> 01:30:50.160]   or this is the way, or they will coexist, anything like that.
[01:30:50.160 --> 01:30:53.880]   I think whenever possible, like, early fusion is better.
[01:30:53.880 --> 01:30:59.320]   But, like, I think there will still be a lot of works that do late fusion,
[01:30:59.320 --> 01:31:01.400]   just because of, like, it's a...
[01:31:01.400 --> 01:31:03.080]   -GPU-poor. -No, no, no, not GPU-poor.
[01:31:03.080 --> 01:31:05.080]   Okay, but partially, right?
[01:31:05.080 --> 01:31:11.440]   I see this as, like, an artifact of the line between
[01:31:11.440 --> 01:31:15.000]   language researchers and vision researchers,
[01:31:15.000 --> 01:31:18.520]   and more of, like, okay, like, people who are training language models,
[01:31:18.520 --> 01:31:21.040]   they put out, like, a Lama, whatever, and then somebody takes it,
[01:31:21.040 --> 01:31:23.000]   and then do late fusion on top of it.
[01:31:23.000 --> 01:31:24.560]   It's more like a...
[01:31:24.560 --> 01:31:25.880]   Like, it's just...
[01:31:25.880 --> 01:31:27.600]   -Eventually, everything... -It's Conway's Law.
[01:31:27.600 --> 01:31:30.160]   -It's shipping to Orchard. -Yeah, yeah, yeah, I think so.
[01:31:30.160 --> 01:31:32.040]   -I don't know, what law was it? -Conway's Law.
[01:31:32.040 --> 01:31:33.440]   Okay, I didn't know about that.
[01:31:33.440 --> 01:31:37.720]   But it's kind of, like, an artifact of the organization or anything.
[01:31:37.720 --> 01:31:40.000]   -Right, like... -No, it's just because people don't have
[01:31:40.000 --> 01:31:42.440]   money to train things from scratch, I don't know.
[01:31:42.440 --> 01:31:45.120]   No, no, I mean, even in big companies, right?
[01:31:45.120 --> 01:31:49.320]   -Okay. -Like, I mean, I don't know how things have evolved in many companies, but, like...
[01:31:49.320 --> 01:31:52.360]   -You're talking about Flamingo? -Like, language and vision teams
[01:31:52.360 --> 01:31:55.200]   don't used to be the same thing, right?
[01:31:55.200 --> 01:31:58.120]   So, I think this is, like, an artifact of this, but
[01:31:58.120 --> 01:32:05.520]   as early Fusion models get more traction, I think the teams will start to get more and more, like...
[01:32:05.520 --> 01:32:09.600]   It's a bit, like, of how all the tasks, like, unify.
[01:32:09.600 --> 01:32:13.720]   Like, from 2019 to, like, now, it's, like, all the tasks are unifying.
[01:32:13.720 --> 01:32:15.960]   Now, it's, like, all the modality is unifying.
[01:32:15.960 --> 01:32:20.360]   And then, I think, like, eventually, everything will move towards, like, early Fusion.
[01:32:20.360 --> 01:32:24.760]   Yeah. Something I don't understand is, and I don't know, you know,
[01:32:24.760 --> 01:32:27.360]   feel free to pass on this if you're not confident, but
[01:32:27.360 --> 01:32:34.960]   tokenization of images to the same latent space as the language stuff.
[01:32:34.960 --> 01:32:42.000]   Like, I feel, like, early... Is there a paper that I should read on, like, how this is done?
[01:32:42.000 --> 01:32:45.680]   -Oh, then I should pass on this. I'm not a... -Yeah, yeah, yeah.
[01:32:45.680 --> 01:32:51.640]   Okay, the other element of multimodality I'm interested in and that came up in the ADAPT paper...
[01:32:51.640 --> 01:32:56.160]   Oh, yeah, please, please. We've been talking for an hour and a half.
[01:32:56.160 --> 01:33:02.080]   I've been calling this screen modality, screen vision versus general vision.
[01:33:02.080 --> 01:33:08.960]   In the sense that ADAPT is, like, very, very focused on screens, tables, charts, blah, blah, blah.
[01:33:08.960 --> 01:33:16.880]   And most vision models focus on things in the real world and embodied, sort of, images.
[01:33:16.880 --> 01:33:19.920]   Do you have a view on the usefulness for this?
[01:33:19.920 --> 01:33:25.360]   Should it all just be part of a mix, anything of that nature?
[01:33:25.360 --> 01:33:32.960]   I see this as the primary division now in multimodal focuses that I came away from...
[01:33:32.960 --> 01:33:38.480]   When I talked to David for the ADAPT episode, like, I came away really impressed with that idea that
[01:33:38.480 --> 01:33:42.000]   actually the more valuable thing should be screens.
[01:33:42.000 --> 01:33:46.160]   I don't think that's, like, a huge, like... I mean, I think at the end of the day, like,
[01:33:46.160 --> 01:33:49.120]   maybe screen intelligence is, like, more useful in general.
[01:33:49.120 --> 01:33:52.400]   But, like, what if you have, like, a natural image in a screen?
[01:33:52.400 --> 01:33:55.440]   Yeah, so it should be part of a mix.
[01:33:55.440 --> 01:33:56.480]   I think at the end of the day, it should be mixed, right?
[01:33:56.480 --> 01:34:01.440]   If a model can do natural images well, it should be able to do screen well and everything.
[01:34:01.440 --> 01:34:03.680]   I think at the end of the day, like, the models would become, like...
[01:34:03.680 --> 01:34:08.160]   I don't see that there will be, like, screen agents and, like, natural image.
[01:34:08.160 --> 01:34:09.680]   Humans, like, you can read what's on the screen.
[01:34:09.680 --> 01:34:11.520]   You can go out and appreciate the scenery, right?
[01:34:11.520 --> 01:34:13.360]   You're not, like, say, "I only can look at screens."
[01:34:13.360 --> 01:34:14.720]   Right?
[01:34:14.720 --> 01:34:18.480]   So, I mean, I think eventually the models would, like, be this good on everything.
[01:34:19.840 --> 01:34:22.720]   I don't feel, like, okay, there's a...
[01:34:22.720 --> 01:34:26.960]   I think, like, I look at it from a point of, like, capabilities.
[01:34:26.960 --> 01:34:28.960]   And screen is, like...
[01:34:28.960 --> 01:34:31.680]   You know, even screen, there's also, like, you know, like, mobile phone screen.
[01:34:31.680 --> 01:34:34.320]   And there's also, like, you know, laptop screen.
[01:34:34.320 --> 01:34:37.440]   Like, also, like, you know, different type of interfaces and everything.
[01:34:37.440 --> 01:34:39.040]   Like, reading emails, whatever, right?
[01:34:39.040 --> 01:34:42.320]   But, like, or, like, reading a page from a website.
[01:34:42.320 --> 01:34:45.040]   Or, like, you know, buying something from, like, Amazon or something.
[01:34:45.040 --> 01:34:46.960]   Like, all kinds of things, right?
[01:34:46.960 --> 01:34:49.200]   And then, even in the picture of, like, a shopping website,
[01:34:49.200 --> 01:34:50.800]   there could be, like, a natural...
[01:34:50.800 --> 01:34:52.960]   Or, like, for example, like, picking Airbnb, right?
[01:34:52.960 --> 01:34:55.040]   There's a natural image in there.
[01:34:55.040 --> 01:34:57.840]   Then it's, like, you have to understand, like, how nice is the scenery, right?
[01:34:57.840 --> 01:34:59.920]   Or, like, you know, like, where is it, right?
[01:34:59.920 --> 01:35:02.640]   So, I think at the end of the day, it's probably, like, the same.
[01:35:02.640 --> 01:35:04.000]   If you want to build a general model.
[01:35:04.000 --> 01:35:04.560]   Yeah, yeah, yeah.
[01:35:04.560 --> 01:35:07.360]   But I think the natural images is, like, way easier.
[01:35:07.360 --> 01:35:09.120]   Like, as in, just way...
[01:35:09.120 --> 01:35:10.480]   Like, the models currently...
[01:35:10.480 --> 01:35:16.880]   Current models are actually already very pretty good at these natural images.
[01:35:16.880 --> 01:35:21.600]   And I think, like, screen images are just something that people need to, like,
[01:35:21.600 --> 01:35:24.000]   enhance the capability a little more.
[01:35:24.000 --> 01:35:27.120]   That's why there's, like, some focus on that, yeah.
[01:35:27.120 --> 01:35:28.240]   Got it.
[01:35:28.240 --> 01:35:29.120]   Okay, excellent.
[01:35:29.120 --> 01:35:34.240]   I'll touch on three more things, and then we'll just go to career stuff.
[01:35:34.240 --> 01:35:36.720]   Scaling laws.
[01:35:36.720 --> 01:35:42.480]   Palm 2 was Chinchilla, which is one-to-one scaling of model parameters and data.
[01:35:42.480 --> 01:35:45.360]   Now you are training a 7B model with 5 trillion tokens.
[01:35:45.360 --> 01:35:51.360]   What are you thinking about the trend in scaling laws for data versus params?
[01:35:51.360 --> 01:35:53.920]   Chinchilla scaling laws are just, like, optimal for,
[01:35:53.920 --> 01:35:55.920]   like, with this amount of compute, how much do you think, right?
[01:35:55.920 --> 01:35:58.160]   But, like, actually the optimal, like, there's no...
[01:35:58.160 --> 01:36:02.320]   I mean, this is something that even before I left, like, we already, you know,
[01:36:02.320 --> 01:36:07.840]   we already knew that, like, Chinchilla scaling laws are not the end of it, right?
[01:36:07.840 --> 01:36:11.200]   Obviously, there's also an inference optimal scaling law, which is,
[01:36:11.200 --> 01:36:12.880]   obviously, you take a small model,
[01:36:12.880 --> 01:36:16.240]   and then you just blast it with as much compute and data as you can.
[01:36:16.240 --> 01:36:17.860]   Until?
[01:36:17.860 --> 01:36:21.360]   Until you saturate on everything that you care about, right?
[01:36:21.360 --> 01:36:22.880]   Right.
[01:36:22.880 --> 01:36:28.400]   So I think, like, like, Lama trees are, what, 15T tokens or something, right?
[01:36:28.400 --> 01:36:30.080]   So I think...
[01:36:30.080 --> 01:36:30.880]   Which is ridiculous.
[01:36:32.080 --> 01:36:33.520]   It's ridiculous to be honest.
[01:36:33.520 --> 01:36:37.520]   But at a certain point of time, your value per flop is, like, not great anymore,
[01:36:37.520 --> 01:36:41.520]   because you just, you know, your models eventually get, like, saturated.
[01:36:41.520 --> 01:36:45.760]   But then the problem of, like, the question of, like, where is this saturation is also, like,
