
[00:00:00.040 --> 00:00:09.480]   Winds
[02:14:06.620 --> 02:14:06.620]   It was taken by people who started out with a bad faith assumption.
[02:14:06.620 --> 02:14:06.620]   It was taken by people who started out with a bad faith assumption.
[02:14:06.620 --> 02:14:06.620]   It was taken by people who started out with a bad faith assumption.
[02:14:06.620 --> 02:14:06.620]   It was taken by people who started out with a bad faith assumption.
[02:14:06.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.640 --> 02:14:36.640]   It was taken by people who started out with a bad faith assumption.
[02:14:36.680 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.660 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.660 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.660 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.660 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.660 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.660 --> 02:15:06.660]   It was taken by people who started out with a bad faith assumption.
[02:15:06.680 --> 02:15:36.680]   The programming language is an afterthought.
[02:15:36.680 --> 02:15:36.680]   The programming language is an afterthought.
[02:15:36.680 --> 02:15:36.680]   The programming language is an afterthought.
[02:15:36.680 --> 02:15:36.680]   You know, let a whole lot of people compete.
[02:15:36.680 --> 02:15:36.680]   You know, let a whole lot of people compete.
[02:15:36.680 --> 02:15:36.680]   Be like, okay, who wants to rewrite a module, whatever language you want to write it in, just the tests have to pass. And if you figure out how to make the test pass but break the site, that's, we got to go back to step one. Step one is get tests that you trust in order to make changes in the code base.
[02:15:36.720 --> 02:16:06.700]  ,
[02:16:06.700 --> 02:16:06.700]   We have a bunch of routes that will be run through.
[02:16:06.700 --> 02:16:36.720]   in order to make changes in the code base.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.720 --> 02:16:36.720]   We have a bunch of routes that will be run through.
[02:16:36.740 --> 02:17:06.740]  ,
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.740 --> 02:17:06.740]   We have a bunch of routes that will be run through.
[02:17:06.780 --> 02:17:36.760]   We have a bunch of routes that will be run through.
[02:17:36.760 --> 02:17:36.760]   We have a bunch of routes that will be run through.
[02:17:36.760 --> 02:17:36.760]   We have a bunch of routes that will be run through.
[02:17:36.760 --> 02:17:36.760]   We have a bunch of routes that will be run through.
[02:17:36.760 --> 02:17:36.760]   We have a bunch of routes that will be run through.
[02:17:36.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   We have a bunch of routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   routes that will be run through.
[02:18:06.780 --> 02:18:06.780]   routes that will be run through.
[02:18:06.820 --> 02:18:14.560]   Le
[02:18:14.560 --> 02:18:18.260]   specific, I say I I
[02:18:18.260 --> 02:18:21.040]  growth
[02:18:21.040 --> 02:18:35.720]   Madame Final Min device Fred and en et experience it's in L earned을 car 이쪽愛
[02:18:36.840 --> 02:18:47.020]   take
[02:19:33.720 --> 02:19:35.280]   I don't think I'd be that good at it. I don't think I'd be good at it. I don't think I'd really be good at running an engineering organization. I don't think I'd be good at running an engineering organization.
[02:20:05.320 --> 02:20:35.320]  obedn.com/the-sacred-way-is-not-for-you-and-the-sacred-way-is-not-for-you-and-the-sacred-way-is-not-for-you.
[02:20:35.320 --> 02:20:35.320]   The SACRED SACRED SACRED SACRED
[02:20:35.320 --> 02:20:35.320]   It's like if you really forced me to, yeah, it would make me maybe make me upset if I had to make those decisions. I don't know. I don't want to.
[02:20:35.340 --> 02:21:05.340]  obedn.com/the-sacred-way-is-not-for-you-and-the-sacred-way-is-not-for-you.
[02:21:05.340 --> 02:21:05.340]   It's like if you really forced me to, yeah, it would make me upset if I had to make those decisions. I don't want to.
[02:21:05.340 --> 02:21:05.340]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:05.380 --> 02:21:35.360]  , it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.360 --> 02:21:35.360]   It's like if you really forced me to, yeah, it would make me upset if I had to.
[02:21:35.400 --> 02:21:37.960]   deci
[02:21:37.960 --> 02:21:46.820]   pre final, I,
[02:21:46.820 --> 02:22:02.420]   вопросы
[02:22:02.420 --> 02:22:03.120]   -- remembered I вы np. L. L. L. L. L.WE B. L. эксперwed en the like,
[02:22:03.260 --> 02:22:09.960]  ертв, and go chill at the Four Seasons of Maui, you know. But, see, one person I respect and one person I don't.
[02:22:09.960 --> 02:22:16.800]   So, his heart is in the right place fighting, in this case, for this ideal of the freedom of expression.
[02:22:16.800 --> 02:22:27.980]   I wouldn't define the ideal so simply. I think you can define the ideal no more than just saying, "Elon's idea of a good world." Freedom of expression is...
[02:22:27.980 --> 02:22:30.180]   But to you it's still...
[02:22:30.180 --> 02:22:32.520]   The downsides of that is the monarchy.
[02:22:33.080 --> 02:23:03.080]   and the monarchy is...
[02:23:03.220 --> 02:23:33.120]  ,
[02:23:33.120 --> 02:24:03.160]  ,
[02:24:03.160 --> 02:24:03.160]  ,
[02:24:03.160 --> 02:24:03.160]   -- and the monarchy is...
[02:24:03.200 --> 02:24:06.400]   a
[02:24:06.400 --> 02:24:14.500]   �,,, me vê when I S I It So
[02:24:14.500 --> 02:24:29.060]  , I, a, a, a, a,,.,,,,,,, Имest
[02:24:29.060 --> 02:24:31.420]   Professor that I'm I'm letter showais -G-帶-par-d-M-D-隻-B-All-M-I-B-DS-bed-unt-iko-lo- endangered-нутьсяory- lake- heated-school-ília-mem- slightly- calculate- Advisor- nhà con- final-力- eh-iceless-ェ- cot-р, C�-TC- lacks- install- look- go- blessed- artist- Female �- like, er.吗. Souver all de, one. αυτό 12, was. work. things. so, judge- provider-ère-iman-!, ', it's, out.,義, Z,forder- like, jo, any, 12, at, cover-
[02:24:31.500 --> 02:24:34.120]   because you prioritize simplicity so much.
[02:24:34.120 --> 02:24:39.020]   Yeah, I find that a lot of it is noise. I do use the S code.
[02:24:39.020 --> 02:24:51.320]   And I do like some amount of autocomplete. I do like, like a very, a very, like, feels like rules that I thought of complete, like, or an autocomplete. It's going to complete the variable name for me. So I'm just, I bet I can just press tab.
[02:24:51.320 --> 02:24:59.460]   Like, that's nice, but I don't want an autocomplete. You know what I hate? When autocompletes, when I type the word for, and it like puts like two, two parentheses and two
[02:24:59.460 --> 02:24:59.460]   semicolons and two braces. I'm like, oh,
[02:24:59.460 --> 02:24:59.460]   auto-complete. I do like, like a very, like, feels like rules that I thought of complete, like, or an autocomplete that's going to complete the variable name for me. So I'm just, I bet I can just press tab.
[02:24:59.500 --> 02:25:08.620]  ,
[02:25:08.620 --> 02:25:10.320]  会 I have ones,,,,,
[02:25:10.320 --> 02:25:13.080]  بر
[02:25:13.080 --> 02:25:25.860]  mo
[02:25:25.860 --> 02:25:28.280]   cal a won " , , . . . . . . . . .. .ena ..
[02:25:57.340 --> 02:25:57.340]   I think you and I probably have different thresholds for cringe code.
[02:25:57.340 --> 02:25:57.340]   I think you and I probably have different thresholds for cringe code.
[02:25:57.340 --> 02:25:57.340]   I think you and I probably have different thresholds for cringe code.
[02:25:57.340 --> 02:25:57.340]   I think you and I probably have different thresholds for cringe code.
[02:25:57.340 --> 02:25:57.340]   I think you and I probably have different thresholds for cringe code.
[02:25:57.340 --> 02:25:57.580]   I think you and I probably have different thresholds for cringe code.
